date,days_elapsed,Uw,ip,Tair,Twater,amc,ET
2019-03-07,65,2.324608,0.012700000000000001,-10,1,3,0.11361060236037224
2019-03-08,66,3.308096,0,-8.88888888888889,1,2,0.18079908904104514
2019-03-09,67,2.324608,0,-4.444444444444445,1,2,0.2024056749778556
2019-03-10,68,4.828032,0.254,-2.7777777777777777,1,2,0.21490894380129255
2019-03-11,69,5.543296,0.1778,1.6666666666666665,3.833333333333333,1,0.24214686839907457
2019-03-12,70,4.380992,0,-2.7777777777777777,1,1,0.23423875517732076
2019-03-13,71,2.90576,0.8128000000000001,-2.2222222222222223,1,2,0.45066288582638786
2019-03-14,72,3.486912,0,6.111111111111111,7.388888888888889,2,0.45753524597521744
2019-03-15,73,5.453887999999999,0.3048,10.555555555555555,10.944444444444445,2,0.5883225529368176
2019-03-16,74,5.275072000000001,0.050800000000000005,2.7777777777777777,4.722222222222222,2,0.31002065168119064
2019-03-17,75,4.4704,0.025400000000000002,-2.7777777777777777,1,2,0.6375345998824578
2019-03-18,76,2.056384,0,-2.7777777777777777,1,2,0.1596244872611799
2019-03-19,77,1.4752319999999999,0,-2.2222222222222223,1,2,0.49922457566164197
2019-03-20,78,3.12928,0,1.6666666666666665,3.833333333333333,2,0.6446401531751272
2019-03-21,79,5.766816,0.127,6.111111111111111,7.388888888888889,2,0.38158451502872254
2019-03-22,80,4.69392,2.7178,1.6666666666666665,3.833333333333333,3,0.09757523125298376
2019-03-23,81,5.096256,0.3048,-2.2222222222222223,1,3,0.77743504419086
2019-03-24,82,3.3975039999999996,0.0762,0,2.5,3,0.5920497082800864
2019-03-25,83,3.308096,0,-2.2222222222222223,1,3,0.8037198006838648
2019-03-26,84,3.084576,0,-2.2222222222222223,1,3,0.29973777730084017
2019-03-27,85,3.442208,0,-0.5555555555555556,2.0555555555555554,3,0.6149615435039543
2019-03-28,86,8.180832,0,5.555555555555555,6.944444444444445,3,0.604006824813878
2019-03-29,87,3.531616,0,5,6.5,3,0.4252759865656316
2019-03-30,88,3.308096,0.381,7.777777777777778,8.722222222222221,3,0.30482466122028573
2019-03-31,89,5.6327039999999995,0.762,8.333333333333334,9.166666666666668,3,0.522848997773114
2019-04-01,90,5.9009279999999995,0.381,0.5555555555555556,2.9444444444444446,3,0.9012370226462674
2019-04-02,91,5.051552,0,4.444444444444445,6.055555555555555,3,0.5394342267999308
2019-04-03,92,6.124447999999999,0,7.777777777777778,8.722222222222221,3,0.6178536469685123
2019-04-04,93,6.437376,0,1.1111111111111112,3.388888888888889,3,0.41950386796457756
2019-04-05,94,4.068064,0.254,0,2.5,2,0.36810127871204135
2019-04-06,95,2.9504639999999998,0.2159,6.111111111111111,7.388888888888889,2,0.27875891901492944
2019-04-07,96,1.0728959999999998,0.1778,5.555555555555555,6.944444444444445,2,0.21571097133489622
2019-04-08,97,3.978656,0.508,5.555555555555555,6.944444444444445,2,0.3279051319967828
2019-04-09,98,3.173984,0.5334,1.6666666666666665,3.833333333333333,3,0.1587394205691436
2019-04-10,99,4.291583999999999,0.025400000000000002,1.6666666666666665,3.833333333333333,3,0.5025783302537172
2019-04-11,100,1.966976,0,3.333333333333333,5.166666666666666,3,0.351148649686959
2019-04-12,101,5.453887999999999,0.2286,8.88888888888889,9.61111111111111,3,0.5056907689047857
2019-04-13,102,4.4704,0.050800000000000005,16.11111111111111,15.38888888888889,3,0.8221795501276221
2019-04-14,103,2.2799039999999997,0.6096,7.222222222222222,8.277777777777779,3,0.6792491508795603
2019-04-15,104,5.14096,0.762,8.333333333333334,9.166666666666668,3,0.218163113843561
2019-04-16,105,5.14096,0,6.111111111111111,7.388888888888889,3,0.44057771373943727
2019-04-17,106,1.609344,0,7.222222222222222,8.277777777777779,3,0.42594000344250926
2019-04-18,107,7.778496,0.41910000000000003,8.333333333333334,9.166666666666668,3,0.6820961964648355
2019-04-19,108,6.660896,0.8382000000000001,14.444444444444445,14.055555555555557,3,0.6486861279591116
2019-04-20,109,2.503424,1.8796,8.88888888888889,9.61111111111111,3,0.16287066571738446
2019-04-21,110,4.112768,0,17.22222222222222,16.27777777777778,3,0.5758576661491573
2019-04-22,111,5.14096,0,15,14.5,3,0.6764292930068663
2019-04-23,112,3.12928,0.5334,14.444444444444445,14.055555555555557,3,0.6338551603205063
2019-04-24,113,3.263392,0.1524,11.11111111111111,11.38888888888889,3,0.5631146261514125
2019-04-25,114,1.6987519999999998,0,10.555555555555555,10.944444444444445,3,0.2890262606928268
2019-04-26,115,5.096256,0.8382000000000001,9.444444444444445,10.055555555555557,3,0.41010704927895814
2019-04-27,116,3.844544,1.5748,6.666666666666666,7.833333333333333,3,0.3174477460195203
2019-04-28,117,3.7104320000000004,0,7.222222222222222,8.277777777777779,3,0.3368478840398265
2019-04-29,118,3.57632,0,5.555555555555555,6.944444444444445,3,0.5202982135160021
2019-04-30,119,2.9504639999999998,0.20320000000000002,8.88888888888889,9.61111111111111,3,0.4465829002603723
2019-05-01,120,2.1457919999999997,0.40640000000000004,6.666666666666666,7.833333333333333,3,0.389155221250232
2019-05-02,121,2.503424,0.1778,6.666666666666666,7.833333333333333,3,0.21802995973869366
2019-05-03,122,2.2352,0.7365999999999999,10.555555555555555,10.944444444444445,3,0.20252988779287615
2019-05-04,123,2.190496,0.025400000000000002,11.666666666666666,11.833333333333334,2,0.19593630895841294
2019-05-05,124,2.2352,0,12.777777777777777,12.722222222222221,2,0.40118262308262365
2019-05-06,125,1.966976,0,16.666666666666668,15.833333333333336,2,0.49873211871905215
2019-05-07,126,2.995168,0.762,13.333333333333332,13.166666666666666,2,0.6452008745903345
2019-05-08,127,4.291583999999999,0,8.333333333333334,9.166666666666668,2,0.5051974900569128
2019-05-09,128,2.6375360000000003,1.6002,9.444444444444445,10.055555555555557,3,0.4616961471934865
2019-05-10,129,5.856224,3.2004,13.333333333333332,13.166666666666666,3,0.6054219213409774
2019-05-11,130,4.112768,0.025400000000000002,10,10.5,3,0.5540783216346762
2019-05-12,131,1.4752319999999999,0,10,10.5,3,0.3504782736343577
2019-05-13,132,3.084576,0.5334,11.11111111111111,11.38888888888889,3,0.4376023405035996
2019-05-14,133,1.78816,0.4572,7.777777777777778,8.722222222222221,3,0.36449208186841525
2019-05-15,134,3.3975039999999996,0.4487333333333333,11.11111111111111,11.38888888888889,3,0.44915660448724193
2019-05-16,135,1.519936,0.4402666666666667,12.777777777777777,12.722222222222221,3,0.3684573926309408
2019-05-17,136,4.828032,0.4318,17.22222222222222,16.27777777777778,3,0.5444682727514949
2019-05-18,137,2.9504639999999998,0,14.444444444444445,14.055555555555557,3,0.6809689325781985
2019-05-19,138,2.771648,1.7272,18.333333333333332,17.166666666666664,3,0.5476401794687317
2019-05-20,139,5.14096,0.381,18.88888888888889,17.611111111111114,3,0.5759329288272315
2019-05-21,140,6.3032639999999995,0.025400000000000002,12.777777777777777,12.722222222222221,3,0.7653956291648032
2019-05-22,141,3.442208,0.11430000000000001,12.777777777777777,12.722222222222221,3,0.6455763987608704
2019-05-23,142,4.91744,0.20320000000000002,17.22222222222222,16.27777777777778,3,0.6499857358728338
2019-05-24,143,4.425696,0.1524,13.333333333333332,13.166666666666666,2,0.6865116290988069
2019-05-25,144,4.068064,2.3368,13.88888888888889,13.611111111111112,3,0.48403138845336696
2019-05-26,145,4.425696,0.20320000000000002,20.555555555555554,18.944444444444443,3,0.7269245200649395
2019-05-27,146,3.12928,0,13.88888888888889,13.611111111111112,3,0.7135327526647053
2019-05-28,147,1.78816,1.2446,9.444444444444445,10.055555555555557,3,0.36850880002332037
2019-05-29,148,1.78816,0,12.777777777777777,12.722222222222221,3,0.29646903632639204
2019-05-30,149,4.380992,0,16.666666666666668,15.833333333333336,3,0.48731001718831424
2019-05-31,150,3.173984,0.050800000000000005,14.444444444444445,14.055555555555557,3,0.7295001443382229
2019-06-01,151,1.743456,0.050800000000000005,15,14.5,3,0.41421077560198005
2019-06-02,152,3.978656,1.4478,17.22222222222222,16.27777777777778,3,0.537450915412849
2019-06-03,153,3.621024,0.7874,12.777777777777777,12.722222222222221,3,0.6450478339558641
2019-06-04,154,3.308096,0.127,12.777777777777777,12.722222222222221,3,0.47505463891298605
2019-06-05,155,1.6987519999999998,2.032,16.11111111111111,15.38888888888889,3,0.5373481521916406
2019-06-06,156,3.084576,0.254,17.77777777777778,16.72222222222222,3,0.5666453451615646
2019-06-07,157,1.8775680000000001,0,18.333333333333332,17.166666666666664,3,0.5572042268825764
2019-06-08,158,2.503424,0,17.22222222222222,16.27777777777778,3,0.7653476311282306
2019-06-09,159,2.771648,0,19.444444444444443,18.055555555555557,3,0.7824832462887406
2019-06-10,160,4.157472,0.10160000000000001,23.88888888888889,21.61111111111111,3,1.135434975385159
2019-06-11,161,3.978656,1.651,16.666666666666668,15.833333333333336,3,0.7153707151294523
2019-06-12,162,2.369312,0,16.666666666666668,15.833333333333336,3,0.6071286198182266
2019-06-13,163,4.24688,0.1143,16.11111111111111,15.38888888888889,3,0.8571872237397269
2019-06-14,164,4.24688,0.2286,16.666666666666668,15.833333333333336,3,0.5710091549638042
2019-06-15,165,5.185664,0.2286,20,18.5,3,0.7664447243422214
2019-06-16,166,1.78816,0,18.333333333333332,17.166666666666664,3,0.6031511397178984
2019-06-17,167,1.609344,0,17.22222222222222,16.27777777777778,2,0.4964145165015011
2019-06-18,168,1.430528,1.1853333333333331,20.555555555555554,18.944444444444443,3,0.5415169343264427
2019-06-19,169,2.9504639999999998,2.3706666666666663,22.22222222222222,20.27777777777778,3,0.6187671021710769
2019-06-20,170,3.486912,3.5559999999999996,19.444444444444443,18.055555555555557,3,0.5084091590233093
2019-06-21,171,5.409184,1.7779999999999998,20.555555555555554,18.944444444444443,3,0.6660140804592134
2019-06-22,172,3.6657279999999997,0,19.444444444444443,18.055555555555557,3,0.7551139313808723
2019-06-23,173,3.442208,0,20.555555555555554,18.944444444444443,3,0.8146832237265326
2019-06-24,174,1.4752319999999999,0,20,18.5,3,0.7441478179335789
2019-06-25,175,1.8775680000000001,0.8889999999999999,21.11111111111111,19.38888888888889,3,0.5583102929490397
2019-06-26,176,2.190496,0.4318,23.88888888888889,21.61111111111111,3,0.6013371669118661
2019-06-27,177,1.922272,0,23.88888888888889,21.61111111111111,3,0.6616874833399088
2019-06-28,178,2.2799039999999997,0.635,24.444444444444443,22.055555555555557,3,0.6939265128311214
2019-06-29,179,2.2352,1.016,22.77777777777778,20.722222222222225,3,0.7806887949197423
2019-06-30,180,3.218688,0.025400000000000002,20,18.5,3,0.5104870006034554
2019-07-01,181,1.385824,0,21.666666666666668,19.833333333333336,3,0.55731978317593
2019-07-02,182,2.324608,0,24.444444444444443,22.055555555555557,3,0.61325892573366
2019-07-03,183,1.4752319999999999,0,25,22.5,3,0.5698842744320552
2019-07-04,184,1.385824,0,25,22.5,2,0.5889552647539509
2019-07-05,185,4.02336,0,25.555555555555554,22.944444444444443,1,0.8310454335000316
2019-07-06,186,3.531616,0.3556,26.11111111111111,23.38888888888889,1,0.8505588384981804
2019-07-07,187,3.3975039999999996,0,19.444444444444443,18.055555555555557,1,0.7055251198066863
2019-07-08,188,1.743456,0,20.555555555555554,18.944444444444443,1,0.6419132172377057
2019-07-09,189,1.8775680000000001,0,22.22222222222222,20.27777777777778,1,0.6621117351825758
2019-07-10,190,1.654048,0,24.444444444444443,22.055555555555557,1,0.6915111235436047
2019-07-11,191,3.933952,1.651,25,22.5,2,0.9145714452765628
2019-07-12,192,1.8775680000000001,0.7112,23.333333333333332,21.166666666666668,2,0.5179778745616025
2019-07-13,193,2.503424,0.10160000000000001,23.333333333333332,21.166666666666668,1,0.4714789344207865
2019-07-14,194,3.57632,0,22.77777777777778,20.722222222222225,1,0.606236378118701
2019-07-15,195,1.8328639999999998,0,21.11111111111111,19.38888888888889,1,0.6995465321136183
2019-07-16,196,3.57632,0.4318,22.22222222222222,20.27777777777778,1,0.6137036886829951
2019-07-17,197,3.442208,0.8636,24.444444444444443,22.055555555555557,2,0.6301257724731723
2019-07-18,198,2.01168,0,23.333333333333332,21.166666666666668,2,0.44503762623713766
2019-07-19,199,3.889248,0,27.22222222222222,24.27777777777778,2,0.7917034244952605
2019-07-20,200,2.6375360000000003,0,28.333333333333332,25.166666666666668,2,0.6911540761035173
2019-07-21,201,2.8163519999999997,0.1778,27.22222222222222,24.27777777777778,2,0.778552099787846
2019-07-22,202,1.34112,0.025400000000000002,20.555555555555554,18.944444444444443,2,0.5028051876319839
2019-07-23,203,1.430528,0.012700000000000001,22.77777777777778,20.722222222222225,2,0.3843780484314961
2019-07-24,204,1.8775680000000001,0,21.11111111111111,19.38888888888889,2,0.5189480908069838
2019-07-25,205,2.190496,0,21.666666666666668,19.833333333333336,1,0.5037918163828237
2019-07-26,206,1.922272,0,23.88888888888889,21.61111111111111,1,0.6757539678046656
2019-07-27,207,2.771648,0.40640000000000004,25,22.5,1,0.7108771634650781
2019-07-28,208,4.068064,0.8128000000000001,26.666666666666664,23.833333333333332,1,1.0262049887870321
2019-07-29,209,2.2352,0,26.666666666666664,23.833333333333332,1,0.6221339558564261
2019-07-30,210,4.649216,0.0762,27.77777777777778,24.722222222222225,1,1.0297328702308024
2019-07-31,211,2.861056,0.1524,24.444444444444443,22.055555555555557,1,0.5657162199598449
2019-08-01,212,1.78816,0,21.666666666666668,19.833333333333336,1,0.545968625778369
2019-08-02,213,1.56464,0,21.11111111111111,19.38888888888889,1,0.5608730639378955
2019-08-03,214,1.966976,0,22.77777777777778,20.722222222222225,1,0.6538454805776023
2019-08-04,215,3.039872,0,20,18.5,1,0.794382472214792
2019-08-05,216,1.922272,0,19.444444444444443,18.055555555555557,1,0.5371506743566584
2019-08-06,217,4.24688,0.0762,23.88888888888889,21.61111111111111,1,0.9287215163215207
2019-08-07,218,3.263392,2.54,25.555555555555554,22.944444444444443,2,0.6966975509292639
2019-08-08,219,3.3975039999999996,0.6858000000000001,25,22.5,2,0.5046687228075774
2019-08-09,220,3.531616,0.10160000000000001,22.77777777777778,20.722222222222225,2,0.8447650444881505
2019-08-10,221,3.621024,0.1524,18.333333333333332,17.166666666666664,2,0.5509226403571776
2019-08-11,222,2.503424,0,20,18.5,2,0.5925792954665626
2019-08-12,223,3.7551360000000003,0,23.333333333333332,21.166666666666668,2,0.8358991451905593
2019-08-13,224,2.414016,0,22.22222222222222,20.27777777777778,2,0.5512771240286893
2019-08-14,225,2.056384,0,20,18.5,2,1.0849073597301004
2019-08-15,226,1.609344,0,20,18.5,2,0.4839702997688099
2019-08-16,227,3.084576,0.025400000000000002,22.22222222222222,20.27777777777778,2,0.5672342345262217
2019-08-17,228,3.486912,0.5842,24.444444444444443,22.055555555555557,2,0.6070135455500806
2019-08-18,229,2.995168,0,23.333333333333332,21.166666666666668,2,0.4358231876799069
2019-08-19,230,4.202176,0.1778,25.555555555555554,22.944444444444443,2,0.8298998033897942
2019-08-20,231,1.609344,0,22.22222222222222,20.27777777777778,2,0.5639226504201573
2019-08-21,232,2.2799039999999997,1.8288,20.555555555555554,18.944444444444443,2,0.6437271674993389
2019-08-22,233,3.3975039999999996,0,22.22222222222222,20.27777777777778,1,0.6511098233204815
2019-08-23,234,2.90576,0,18.88888888888889,17.611111111111114,1,0.5881272936162194
2019-08-24,235,1.966976,0,16.11111111111111,15.38888888888889,1,0.5176747644571467
2019-08-25,236,1.296416,0,18.88888888888889,17.611111111111114,1,0.3855782659250608
2019-08-26,237,1.385824,0,18.333333333333332,17.166666666666664,1,0.5074530169900074
2019-08-27,238,3.263392,0,18.88888888888889,17.611111111111114,1,0.5303534580375753
2019-08-28,239,4.068064,0.8636,22.77777777777778,20.722222222222225,1,0.7160514288027917
2019-08-29,240,1.78816,0,20.555555555555554,18.944444444444443,1,0.3673288709425918
2019-08-30,241,4.872736,0,22.22222222222222,20.27777777777778,1,0.704169988650387
2019-08-31,242,2.771648,0,18.333333333333332,17.166666666666664,1,0.7460268762860918
2019-09-01,243,2.861056,0.254,17.77777777777778,16.72222222222222,1,0.49061722155299503
2019-09-02,244,4.559807999999999,2.9463999999999997,17.22222222222222,16.27777777777778,3,0.6586181694773711
2019-09-03,245,2.190496,0.0762,17.77777777777778,16.72222222222222,3,0.3424921910524499
2019-09-04,246,6.973824,0.48260000000000003,21.11111111111111,19.38888888888889,2,0.6741203749789044
2019-09-05,247,1.385824,0,17.22222222222222,16.27777777777778,2,0.6534051815734975
2019-09-06,248,2.101088,0,17.77777777777778,16.72222222222222,2,0.4183565439971376
2019-09-07,249,2.190496,1.7526,17.77777777777778,16.72222222222222,3,0.5344933736063516
2019-09-08,250,3.084576,0,16.666666666666668,15.833333333333336,3,0.409050734533731
2019-09-09,251,2.056384,0,15,14.5,3,0.38604433124540016
2019-09-10,252,4.112768,0.0762,16.11111111111111,15.38888888888889,3,0.4755785747592835
2019-09-11,253,5.006848,0.0762,20.555555555555554,18.944444444444443,3,0.6297187252594496
2019-09-12,254,3.621024,0.0381,15,14.5,3,0.7739308120380308
2019-09-13,255,3.308096,0,13.88888888888889,13.611111111111112,3,0.40071738438562976
2019-09-14,256,7.37616,0,18.333333333333332,17.166666666666664,3,0.8540754283441767
2019-09-15,257,2.6375360000000003,0,18.333333333333332,17.166666666666664,3,0.5182191566464545
2019-09-16,258,2.101088,0,15.555555555555555,14.944444444444445,1,0.4471501353169822
2019-09-17,259,2.369312,0,13.88888888888889,13.611111111111112,1,0.9609737114703206
2019-09-18,260,1.8328639999999998,0,13.333333333333332,13.166666666666666,1,0.40977943250255455
2019-09-19,261,1.251712,0,13.333333333333332,13.166666666666666,1,0.4522132690727525
2019-09-20,262,1.1176,0,16.666666666666668,15.833333333333336,1,0.3790145501474569
2019-09-21,263,0.759968,0,20,18.5,1,0.3298164772392305
2019-09-22,264,3.621024,0,20,18.5,1,0.4236747269190806
2019-09-23,265,3.6657279999999997,2.286,22.22222222222222,20.27777777777778,1,0.7823220143032019
2019-09-24,266,2.056384,0.3048,16.11111111111111,15.38888888888889,1,0.35364784769798774
2019-09-25,267,2.01168,0,17.22222222222222,16.27777777777778,1,0.2630097628436447
2019-09-26,268,4.291583999999999,1.1176,15.555555555555555,14.944444444444445,2,0.47775444881432094
2019-09-27,269,2.771648,0,15,14.5,2,0.38917866258960304
2019-09-28,270,4.4704,0.050800000000000005,20.555555555555554,18.944444444444443,2,0.6586548740459643
2019-09-29,271,3.978656,0,12.222222222222221,12.277777777777779,2,0.5718861962319715
2019-09-30,272,2.324608,0,11.11111111111111,11.38888888888889,2,0.2798301841064327
2019-10-01,273,4.559807999999999,1.9304000000000001,18.333333333333332,17.166666666666664,3,0.5181436778766396
2019-10-02,274,3.621024,0.10160000000000001,13.333333333333332,13.166666666666666,3,0.39791785339298713
2019-10-03,275,1.6987519999999998,0.050800000000000005,7.222222222222222,8.277777777777779,3,0.22283656067474591
2019-10-04,276,4.91744,0.0762,6.666666666666666,7.833333333333333,3,0.248077347136726
2019-10-05,277,0.8493759999999999,0,6.666666666666666,7.833333333333333,3,0.24220964790263277
2019-10-06,278,6.25856,1.5748,11.11111111111111,11.38888888888889,3,0.37331622246956675
2019-10-07,279,2.9504639999999998,3.1496,15.555555555555555,14.944444444444445,3,0.2593113799968946
2019-10-08,280,1.743456,0,12.222222222222221,12.277777777777779,3,0.2861016987506838
2019-10-09,281,1.296416,0,10.555555555555555,10.944444444444445,3,0.5893361782503928
2019-10-10,282,1.6987519999999998,0,12.777777777777777,12.722222222222221,3,0.28710020517452783
2019-10-11,283,1.430528,0,12.222222222222221,12.277777777777779,3,0.2769708203723412
2019-10-12,284,2.01168,0,14.444444444444445,14.055555555555557,3,0.3109951034710369
2019-10-13,285,2.548128,0,12.222222222222221,12.277777777777779,3,0.47236765482127946
2019-10-14,286,3.933952,0.5588,13.333333333333332,13.166666666666666,3,0.5463797755750213
2019-10-15,287,1.162304,0,8.88888888888889,9.61111111111111,3,0.35592942888251927
2019-10-16,288,3.889248,0.5334,10.555555555555555,10.944444444444445,3,0.279477963342338
2019-10-17,289,8.627872,3.6068,8.333333333333334,9.166666666666668,3,0.5913799904161474
2019-10-18,290,5.588,0.050800000000000005,8.88888888888889,9.61111111111111,3,0.23608032754800873
2019-10-19,291,2.503424,0,7.222222222222222,8.277777777777779,3,0.33323800247162944
2019-10-20,292,1.966976,0,7.222222222222222,8.277777777777779,3,0.3290944205350153
2019-10-21,293,1.251712,0,10,10.5,2,0.16628270539597928
2019-10-22,294,4.380992,0.40640000000000004,11.11111111111111,11.38888888888889,2,0.3064911704928176
2019-10-23,295,2.6375360000000003,0.5588,13.88888888888889,13.611111111111112,3,0.2900647469730806
2019-10-24,296,4.112768,0.3302,12.222222222222221,12.277777777777779,3,0.5410833679882802
2019-10-25,297,0.89408,0.10160000000000001,9.444444444444445,10.055555555555557,3,0.29059851628977096
2019-10-26,298,1.162304,1.016,7.777777777777778,8.722222222222221,3,0.10627410212493978
2019-10-27,299,3.218688,1.9304000000000001,7.222222222222222,8.277777777777779,3,0.30229549286547813
2019-10-28,300,2.548128,0.1524,12.777777777777777,12.722222222222221,3,0.13745948101892888
2019-10-29,301,5.856224,0,13.88888888888889,13.611111111111112,3,0.3505083107127846
2019-10-30,302,3.12928,0,16.11111111111111,15.38888888888889,3,0.4084084329738758
2019-10-31,303,4.649216,8.382,17.77777777777778,16.72222222222222,3,0.340740461007186
2019-11-01,304,6.616192,1.6256000000000002,11.666666666666666,11.833333333333334,3,0.5463840255597903
2019-11-02,305,2.056384,0,3.888888888888889,5.611111111111111,3,0.2877181284674887
2019-11-03,306,3.263392,0.0762,6.111111111111111,7.388888888888889,3,0.3002298948977821
2019-11-04,307,4.068064,0,5,6.5,3,0.25814198773923425
2019-11-05,308,5.588,0.0762,9.444444444444445,10.055555555555557,3,0.43078136474108114
2019-11-06,309,3.978656,0,5,6.5,3,0.368320099031468
2019-11-07,310,3.79984,0.1778,2.2222222222222223,4.277777777777778,3,0.25433859860297625
2019-11-08,311,5.409184,0.3556,-2.7777777777777777,1,3,0.2842693840762656
2019-11-09,312,5.543296,0,-2.2222222222222223,1,3,0.28675923855300933
2019-11-10,313,6.169152,0.025400000000000002,3.888888888888889,5.611111111111111,3,0.39881178075296286
