date,days_elapsed,Uw,ip,Tair,Twater,amc,ET,Hw,Tw,t,site_plot,Zs,A,dHw,Vw,dt,Qip,QET,dVw,Qg,Qnet,QHRT,Qout,Qin,Q_net_check,Q_check
2019-05-22,141,3.442208,0.11430000000000001,12.777777777777777,12.722222222222221,3,0.6455763987608704,0,14.677693078547348,0,OCSP.4,76.17881,1,0,0,1,0.0011430000000000001,0.006455763987608704,0,0,0.005312763987608704,0,-0,0.005312763987608704,0,0
2019-05-23,142,4.91744,0.20320000000000002,17.22222222222222,16.27777777777778,3,0.6499857358728338,0,15.298136148923708,1,OCSP.4,76.17881,1,0,0,1,0.0020320000000000004,0.006499857358728338,0,0,0.004467857358728337,0,-0,0.004467857358728337,0,0
2019-05-24,143,4.425696,0.1524,13.333333333333332,13.166666666666666,2,0.6865116290988069,0,15.66936590053417,2,OCSP.4,76.17881,1,0,0,1,0.0015240000000000002,0.006865116290988069,0,0,0.005341116290988069,0,-0,0.005341116290988069,0,0
2019-05-25,144,4.068064,2.3368,13.88888888888889,13.611111111111112,3,0.48403138845336696,0,14.907444759651467,3,OCSP.4,76.17881,1,0,0,1,0.023368000000000003,0.00484031388453367,0,0,-0.018527686115466332,0,-0.018527686115466332,0,0,-0.037055372230932665
2019-05-26,145,4.425696,0.20320000000000002,20.555555555555554,18.944444444444443,3,0.7269245200649395,0,15.513338777754042,4,OCSP.4,76.17881,1,0,0,1,0.0020320000000000004,0.007269245200649394,0,0,0.005237245200649394,0,-0,0.005237245200649394,0,-8.673617379884035e-19
2019-05-27,146,3.12928,0,13.88888888888889,13.611111111111112,3,0.7135327526647053,0,16.397256983651054,5,OCSP.4,76.17881,1,0,0,1,0,0.007135327526647053,0,0,0.007135327526647053,0,-0,0.007135327526647053,0,0
2019-05-28,147,1.78816,1.2446,9.444444444444445,10.055555555555557,3,0.36850880002332037,0,16.68339408474204,6,OCSP.4,76.17881,1,0,0,1,0.012445999999999999,0.0036850880002332036,0,0,-0.008760911999766795,0,-0.008760911999766795,0,0,-0.017521823999533587
2019-05-29,148,1.78816,0,12.777777777777777,12.722222222222221,3,0.29646903632639204,0,15.324105671894403,7,OCSP.4,76.17881,1,0,0,1,0,0.0029646903632639205,0,0,0.0029646903632639205,0,-0,0.0029646903632639205,0,0
2019-05-30,149,4.380992,0,16.666666666666668,15.833333333333336,3,0.48731001718831424,0,15.65868580782855,8,OCSP.4,76.17881,1,0,0,1,0,0.004873100171883142,0,0,0.004873100171883142,0,-0,0.004873100171883142,0,0
2019-05-31,150,3.173984,0.050800000000000005,14.444444444444445,14.055555555555557,3,0.7295001443382229,0,16.35682319417412,9,OCSP.4,76.17881,1,0,0,1,5.080000000000001e-4,0.007295001443382228,0,0,0.0067870014433822285,0,-0,0.0067870014433822285,0,0
