"","time","IM_a","IM_b","shootP","litterP","ROP_a","LOP_a","PIP_a","DIP_a","rootP","ROP_b","LOP_b","PIP_b","DIP_b","in_IM","in_PIP","in_LOP","in_ROP","in_DIP","out_IM","out_PIP","out_LOP","out_ROP","out_DIP"
"581",580,9.83407831828017e-181,37690.5155142254,0.236303105915283,0.490172796393493,5.49679982510922e-184,2.12195973419112e-184,3.95879396914292e-183,5.73097015686335e-08,1.4748139413637,12.3846696661724,0.284686947167931,21.3960950638992,0.00877260385043605,0,0,0,0,0,0,0,0,0,0
"582",581,1.01428348804583e-180,37690.5155142254,0.234385928241133,0.492068500017699,5.66938061631842e-184,2.17148179580519e-184,4.08308661525822e-183,5.73065047815431e-08,1.47574253838891,12.3850228510805,0.285311640731975,21.3942095657464,0.00877310055910523,0,0,0,0,0,0,0,0,0,0
"583",582,2.82502361840229e-181,37690.5155142254,0.232495071042385,0.49393268577139,1.57905894472059e-184,5.96394555166072e-185,1.13723788862129e-183,5.73033434156828e-08,1.47667087868756,12.3853771268142,0.285938966546366,21.392325791094,0.00877360481295236,0,0,0,0,0,0,0,0,0,0
"584",583,-1.57555555814252e-181,37690.5155142254,0.230630175393746,0.495765798518657,-8.80663468008892e-185,-3.42939927702865e-185,-6.34253627005387e-184,5.73002104206048e-08,1.47759896232787,12.3857324761708,0.286568848682982,21.3904437482234,0.00877411545453019,0,0,0,0,0,0,0,0,0,0
"585",584,-1.28289162748239e-181,37690.5155142254,0.228790885525408,0.497568279171354,-7.17077721505532e-185,-2.74592783390481e-185,-5.16439210017339e-184,5.72971031409134e-08,1.4785267893803,12.3860888821076,0.287201212021602,21.3885634445535,0.00877463201528752,0,0,0,0,0,0,0,0,0,0
"586",585,2.20547265900332e-182,37690.5155142254,0.226976849851346,0.499340563414845,1.23275830575374e-185,4.93303900783978e-186,8.87832248126619e-185,5.72940234210614e-08,1.47945435991595,12.3864463277905,0.287835982467498,21.3866848865938,0.0087751547441447,0,0,0,0,0,0,0,0,0,0
"587",586,6.34608452034193e-182,37690.5155142254,0.225187721491807,0.501083081060851,3.54717088399643e-185,1.36680447860932e-185,2.554671654394e-184,5.72909725149396e-08,1.48038167400597,12.3868047966192,0.288473087060704,21.3848080807588,0.00877568378392304,0,0,0,0,0,0,0,0,0,0
"588",587,2.04605227444256e-182,37690.5155142254,0.223423158380672,0.502796255915021,1.14364960500814e-185,4.31689423191542e-186,8.23656182354967e-185,5.72879492750848e-08,1.48130873172135,12.3871642722314,0.289112453996545,21.3829330336561,0.00877621888310789,0,0,0,0,0,0,0,0,0,0
"589",588,-1.98583224623921e-183,37690.5155142254,0.221680951652123,0.504482313727032,-1.10998936458874e-186,-4.72552704537207e-187,-7.99414084950664e-186,5.72742152570631e-08,1.48223653786341,12.3875251299634,0.289754709284451,21.381059367857,0.00877511445050834,0,0,0,0,0,0,0,0,0,0
"590",589,-7.44939498312268e-184,37690.5155142254,0.219760202556731,0.506334759464341,-4.16387095110694e-187,-1.76428244517533e-187,-2.99881890081452e-186,5.6389096013322e-08,1.48327424019101,12.3879300067849,0.290475768254217,21.3790985636404,0.00864058479145511,0,0,0,0,0,0,0,0,0,0
"591",590,-2.74648240358749e-184,37690.5155142254,0.217524365310098,0.508482408258338,-1.53515799926486e-187,-6.48099386312304e-188,-1.10562043780637e-186,5.51239688394063e-08,1.48450232090015,12.3884108730455,0.29133270671376,21.3768134402929,0.00844801242751665,0,0,0,0,0,0,0,0,0,0
"592",591,-1.01153873282215e-184,37690.5155142254,0.215421476771969,0.510493547007515,-5.65403869047108e-188,-2.37866874211467e-188,-4.07203736379336e-187,5.55654512779907e-08,1.48567787871492,12.3888728837365,0.292156517971138,21.37437486979,0.00851695251465139,0,0,0,0,0,0,0,0,0,0
"593",592,-3.73399695037688e-185,37690.5155142254,0.213680321401419,0.51215207078014,-2.08713344753788e-188,-8.75523491990568e-189,-1.50315302863429e-187,5.66955727637201e-08,1.48666678480173,12.3892628124511,0.292852099390771,21.3722087999502,0.008691236601238,0,0,0,0,0,0,0,0,0,0
"594",593,-1.37932562205762e-185,37690.5155142254,0.211963579241375,0.513781255972687,-7.70979912169421e-189,-3.22471463467653e-189,-5.5525955532972e-188,5.66561102591801e-08,1.48765607485564,12.3896540404601,0.293550222027298,21.3702227252875,0.00868622757145288,0,0,0,0,0,0,0,0,0,0
"595",594,-5.12565729160802e-186,37690.5155142254,0.210047714215151,0.515592112312233,-2.86500790335453e-189,-1.19445747929687e-189,-2.06337803271221e-188,5.58232373586771e-08,1.48877724740972,12.3900987827518,0.294344048907199,21.3680944956212,0.00855972503160705,0,0,0,0,0,0,0,0,0,0
"596",595,-1.88621715993659e-186,37690.5155142254,0.208279343551602,0.517256511455846,-1.05430908919897e-189,-4.38178640792133e-190,-7.59313163427863e-189,5.64525047576656e-08,1.48982870316269,12.3905171658853,0.2950909759021,21.3658840359712,0.00865738969093064,0,0,0,0,0,0,0,0,0,0
"597",596,-6.95133138761474e-187,37690.5155142254,0.206746842426341,0.518693280804886,-3.88547618994339e-190,-1.6104082848674e-190,-2.79831905788757e-189,5.71150536766696e-08,1.49075320618096,12.3908860541833,0.29574961719248,21.363925135452,0.00875998871716081,0,0,0,0,0,0,0,0,0,0
"598",597,-2.5492194300242e-187,37690.5155142254,0.205235470654188,0.520104988384987,-1.42489702274126e-190,-5.88915517836087e-191,-1.02621050788686e-189,5.72330045884545e-08,1.49167740005814,12.3912557598206,0.296409751929124,21.3620516630234,0.0087790909687328,0,0,0,0,0,0,0,0,0,0
"599",598,-9.56327038040308e-188,37690.5155142254,0.203744863779203,0.521492062467824,-5.34543057855817e-191,-2.20379014217817e-191,-3.8497778726093e-190,5.72457293382528e-08,1.4926013305157,12.3916262872893,0.297071353599466,21.3601961677262,0.00878205944881854,0,0,0,0,0,0,0,0,0,0
"600",599,-3.86083903214664e-188,37690.5155142254,0.20227472296741,0.522854868688943,-2.15803236763214e-191,-8.8837250803947e-192,-1.55421441457122e-190,5.72461546495507e-08,1.49352500582962,12.3919976263171,0.297734369899601,21.3583443881021,0.00878314302121506,0,0,0,0,0,0,0,0,0,0
"601",600,-1.51812782210766e-188,37690.5155142254,0.200824762088664,0.524193759501124,-8.48563991151337e-192,-3.48483409920062e-192,-6.1113559115917e-191,5.72477696387105e-08,1.4944484291173,12.3923697647781,0.298398745800754,21.3564942533099,0.00878441022854065,0,0,0,0,0,0,0,0,0,0
"602",601,-4.89741018004747e-189,37690.5155142254,0.199394706647676,0.525509075688501,-2.73742821135885e-192,-1.11717779596164e-192,-1.97149516789502e-191,5.72455056047892e-08,1.49537159794141,12.392742688452,0.299064422928909,21.3546465499094,0.00878508325873477,0,0,0,0,0,0,0,0,0,0
"603",602,-1.21478286843763e-189,37690.5155142254,0.197984111287349,0.526801319038601,-6.79008041491914e-193,-2.73120083430487e-193,-4.89021435231965e-192,5.72413930953389e-08,1.49629461482412,12.3931164250801,0.299731413663095,21.3528007672694,0.00878547366815631,0,0,0,0,0,0,0,0,0,0
"604",603,8.40984044558537e-07,37690.515514227,0.196472904605307,0.528179793287411,3.09392108745165e-10,1.23756078351205e-09,3.38545459606683e-09,4.42881477441168e-07,1.49729773746024,12.3935235885826,0.300457875603967,21.3508916348355,0.00869020709112437,0,0,0,0,0,0,0,0,0,0
"605",604,0.351084867488698,37690.5575634353,0.194764283293023,0.529730923528356,0.000142715095073286,0.000570199197476146,0.00141332274474304,0.00152580250264521,1.4984497860085,12.393993896054,0.301299961426977,21.3486695529962,0.00832418585529764,0.809926264469246,0.00326042879411777,0.00119186468038591,0.000297966170096477,0.00225257617378342,0.0351084867488698,0.000141332274474304,5.70199197476146e-05,1.42715095073286e-05,0.000152580250264521
"606",605,0.417474652283019,37690.8469569956,0.196291115034302,0.527688100603071,0.000244241903023121,0.00097249305180105,0.00168058061187807,0.00186150603808554,1.4997471037183,12.3946682430103,0.302552451992947,21.3470443564771,0.00909179114819525,0,0,0,0,0,0,0,0,0,0
"607",606,0.153579354751357,37691.1108522912,0.198532773927595,0.52508883883148,8.98509973345558e-05,0.000355927046122573,0.000618247082950787,5.61345529950556e-08,1.50132022088192,12.3955167017128,0.304384986275014,21.3473378223761,0.00859655830068167,0,0,0,0,0,0,0,0,0,0
"608",607,0.0564982328388262,37691.2079334131,0.197689427507203,0.525784875735571,3.30540688650967e-05,0.000130476118092218,0.000227438562305648,5.59063653913169e-08,1.50249524487914,12.3960498619953,0.305439569273344,21.3454101469123,0.00858183260805035,0,0,0,0,0,0,0,0,0,0
"609",608,0.0207837293930931,37691.2436479165,0.196273812054625,0.527078907212006,1.21594391207357e-05,4.78622875242484e-05,8.3666714780237e-05,5.69406858155359e-08,1.50343531738925,12.3964527741331,0.306186836747478,21.3435245748847,0.00874601576326471,0,0,0,0,0,0,0,0,0,0
"610",609,0.00764469439581911,37691.2567869515,0.194906224777713,0.528323873371423,4.47249838296551e-06,1.75560984132138e-05,3.07743838220433e-05,5.66626356841766e-08,1.5043560136869,12.3968354626325,0.306869471971814,21.3417100495793,0.00878802790362176,0,0,0,0,0,0,0,0,0,0
"611",610,0.00281245470715785,37691.2616191912,0.193556629091534,0.529547360423088,1.64541556256416e-06,6.44098582897692e-06,1.13217816381908e-05,8.59932307200794e-08,1.50527699752656,12.3972142461969,0.307534429238237,21.3398979333527,0.00879489356073168,0,0,0,0,0,0,0,0,0,0
"612",611,0.00103447439709674,37691.2633971715,0.192022143887405,0.530932137815919,6.05215176523675e-07,2.36156656383883e-06,4.16436688008547e-06,5.61215845666002e-08,1.50633956394052,12.3976500651452,0.308294427218272,21.3379710471375,0.00862541114900319,0,0,0,0,0,0,0,0,0,0
"613",612,0.000380257774558035,37691.2640513881,0.19036584533575,0.532419092591216,2.2246831511694e-07,8.65037794794683e-07,1.53076082569818e-06,5.56414635682388e-08,1.50750542855837,12.3981287369695,0.309127163052328,21.3357400319894,0.008553011159102,0,0,0,0,0,0,0,0,0,0
"614",613,0.000140122920493934,37691.264291523,0.188948229960735,0.533685175022528,8.19783634083208e-08,3.17799577002548e-07,5.64077033595246e-07,5.65507000389111e-08,1.50851944644323,12.3985459145674,0.309852173488109,21.3335960898409,0.00869393383549231,0,0,0,0,0,0,0,0,0,0
"615",614,5.1539072941555e-05,37691.2643801068,0.187486031184826,0.534984502839657,3.01527318759529e-08,1.16518582318016e-07,2.07475031755377e-07,5.59985706737359e-08,1.50958151447259,12.3989837899471,0.310612579666676,21.3315829928341,0.00861016247422904,0,0,0,0,0,0,0,0,0,0
"616",615,1.88671189062807e-05,37691.2644127788,0.188444483521719,0.533805286369327,1.10381336951533e-08,4.24787042386682e-08,7.59512321582796e-08,5.42556029041265e-08,1.51092601991035,12.3995432960935,0.311581523788822,21.3291975894587,0.00834360069806568,0,0,0,0,0,0,0,0,0,0
"617",616,6.93847417950131e-06,37691.2644247074,0.190434101551082,0.531373958713106,4.0593270236002e-09,1.55479909198649e-08,2.79314327666554e-08,5.40987628905959e-08,1.51228978877682,12.4001906101066,0.312693267084243,21.326539094036,0.00832106165875881,0,0,0,0,0,0,0,0,0,0
"618",617,2.55795085262584e-06,37691.2644290879,0.192421649730431,0.528726700499655,1.49651908365107e-09,5.70257637804165e-09,1.02972541818938e-08,5.44523899845085e-08,1.51359259311162,12.4008966915827,0.313894248563787,21.3239329387675,0.00837708935966538,0,0,0,0,0,0,0,0,0,0
"619",618,9.28072815774585e-07,37691.2644307178,0.194415560215917,0.525974730280921,5.429653499391e-10,2.05732013595551e-09,3.73603803744683e-09,5.46255055701847e-08,1.51487099080097,12.40163210124,0.315132086153236,21.3214110706131,0.00840538329820277,0,0,0,0,0,0,0,0,0,0
"620",619,3.42592847652708e-07,37691.2644313033,0.196407756603897,0.522677140818046,2.00432597799055e-10,7.54537804720824e-10,1.37913737848194e-09,5.58913476922937e-08,1.51600082256223,12.4025151744584,0.316600778125977,21.319038181783,0.00860207098705334,0,0,0,0,0,0,0,0,0,0
"621",620,1.26016006956446e-07,37691.2644315198,0.198429245273945,0.519214714991973,7.37251691375461e-11,2.75633128774594e-10,5.07288423185682e-10,5.57757939346832e-08,1.51711102959909,12.4034444560977,0.31812549771734,21.3169308200669,0.00858616318482769,0,0,0,0,0,0,0,0,0,0
"622",621,4.63802276693847e-08,37691.2644315995,0.200433402551097,0.516730035114361,2.71345697435549e-11,1.00944187789751e-10,1.86707650318835e-10,5.42911154483014e-08,1.51845746280732,12.4041127229044,0.319208730887889,21.314540397862,0.00835917683111768,0,0,0,0,0,0,0,0,0,0
"623",622,1.71398977077811e-08,37691.2644316287,0.202321325113267,0.514710362536617,1.00276297275838e-11,3.71516553463029e-11,6.89981526296059e-11,5.40896978259206e-08,1.51980831283979,12.4046569077246,0.320082624161035,21.3119328818613,0.00832951512160412,0,0,0,0,0,0,0,0,0,0
"624",623,6.30494222030893e-09,37691.2644316395,0.202366014868373,0.514545765898672,3.68868164308864e-12,1.36130839077268e-11,2.53810946281501e-11,5.4565298018314e-08,1.5210986743052,12.4051758301264,0.320910071624825,21.3093415011242,0.00840407100845631,0,0,0,0,0,0,0,0,0,0
"625",624,2.32486492842748e-09,37691.2644316435,0.203242319716774,0.513530939002094,1.36015308063061e-12,4.99927244181791e-12,9.35894647154989e-12,5.40490916695212e-08,1.52243910047473,12.4057201423942,0.321775338419599,21.3068082049276,0.00832588456432318,0,0,0,0,0,0,0,0,0,0
"626",625,8.55403101457395e-10,37691.264431645,0.20522481503536,0.511053989492317,5.00450219452203e-13,1.83017859748779e-12,3.44349976648001e-12,5.44465627680306e-08,1.52375743634877,12.4063895108573,0.322829740142777,21.304197773388,0.00838866384728705,0,0,0,0,0,0,0,0,0,0
"627",626,3.14805626144039e-10,37691.2644316455,0.205911070457802,0.510117829013682,1.84175793167168e-13,6.70642318427813e-13,1.26727749556514e-12,5.47077913872801e-08,1.52504933952302,12.40696068046,0.323721055737611,21.3016516454054,0.00843030825673807,0,0,0,0,0,0,0,0,0,0
"628",627,1.15484198281687e-10,37691.2644316457,0.204275110783895,0.511670688824594,6.7563575903413e-14,2.45272687058606e-13,4.64891709110695e-13,5.63988603168913e-08,1.52604762447155,12.4073611071002,0.324344910247873,21.2994505827266,0.00869190300975409,0,0,0,0,0,0,0,0,0,0
"629",628,4.2397643464275e-11,37691.2644316458,0.20263852117082,0.513218102622872,2.48045745214186e-14,8.97700445601234e-14,1.70675410364764e-13,5.63226215872377e-08,1.52706133448643,12.4077688601252,0.324980721457406,21.2974932272725,0.00868116010598462,0,0,0,0,0,0,0,0,0,0
"630",629,1.56880823622267e-11,37691.2644316458,0.201439136061476,0.51430475039448,9.17825087094517e-15,3.30971169518865e-14,6.31537433740964e-14,5.50833610579548e-08,1.52827525717618,12.4082585755906,0.325744849285167,21.295327996847,0.00849136312575657,0,0,0,0,0,0,0,0,0,0
"631",630,5.76674249268736e-12,37691.2644316458,0.203405041414218,0.512138686274195,3.3738100096583e-15,1.21126740959112e-14,2.32145246996257e-14,5.40617842797928e-08,1.52965829623706,12.4088439420709,0.326653030595982,21.2928076174644,0.00833531544552319,0,0,0,0,0,0,0,0,0,0
"632",631,2.12552871235337e-12,37691.2644316458,0.205391643928654,0.509746192454266,1.24353221158174e-15,4.44294112356397e-15,8.55650115385965e-15,5.41897214900355e-08,1.53099815867256,12.409491668817,0.327648215599191,21.29020952529,0.0083565246127662,0,0,0,0,0,0,0,0,0,0
"633",632,7.82375515664036e-13,37691.2644316458,0.207378941566741,0.50717916619602,4.57725717665749e-16,1.6268357924762e-15,3.14952085268182e-15,5.46008155808166e-08,1.5322880720649,12.4101879973758,0.328706564668506,21.287679720387,0.00842146670440617,0,0,0,0,0,0,0,0,0,0
"634",633,2.8827833098414e-13,37691.2644316458,0.20937257307061,0.504300216386246,1.68656103489136e-16,5.95938847417654e-16,1.16048955601615e-15,5.52346161375986e-08,1.5334952910116,12.4109705639692,0.329881650990595,21.2853007603561,0.00852087254516052,0,0,0,0,0,0,0,0,0,0
"635",634,1.06424268094444e-13,37691.2644316458,0.211375062178195,0.500977674181843,6.2263099388069e-17,2.18510752115162e-16,4.28420170217579e-16,5.62073084333872e-08,1.53458457377391,12.4118757773879,0.331221976532908,21.2831341230749,0.0086727402272119,0,0,0,0,0,0,0,0,0,0
"636",635,3.9364021384394e-14,37691.2644316458,0.213393789178602,0.49715093857275,2.30297658574976e-17,8.01886239215681e-17,1.58463300184358e-16,5.72285444184715e-08,1.53554400794095,12.4129210253658,0.332744202986151,21.2812556635859,0.00883229870544448,0,0,0,0,0,0,0,0,0,0
"637",636,1.449661074433e-14,37691.2644316458,0.215433404510241,0.493462140071902,8.48118508800424e-18,2.93035286883275e-17,5.83573704932818e-17,5.68154279559687e-08,1.53655479792227,12.4139313044342,0.334189428722084,21.2795004156401,0.00877043544791152,0,0,0,0,0,0,0,0,0,0
"638",637,5.34522388358032e-15,37691.2644316458,0.217462807397787,0.490222097059655,3.12720220560498e-18,1.0731561341617e-17,2.15176647869669e-17,5.61641863594752e-08,1.53767414618137,12.4148209825262,0.335440946623999,21.277549280749,0.00867166686197491,0,0,0,0,0,0,0,0,0,0
"639",638,1.97348368434412e-15,37691.2644316458,0.219482008896247,0.487278428791651,1.15457886607223e-18,3.93766768118885e-18,7.94443063698606e-18,5.55506377861687e-08,1.5388612638731,12.4156312234336,0.336563529258193,21.2754469063745,0.00857856738625115,0,0,0,0,0,0,0,0,0,0
