"","time","IM_a","IM_b","shootP","litterP","ROP_a","LOP_a","PIP_a","DIP_a","rootP","ROP_b","LOP_b","PIP_b","DIP_b"
"528",527,0,23740.7037354912,0.785236768738622,0.0689827429656452,0,0,0,0.000218569304000895,1.70996821142097,8.06730441487952,0.184134427504251,11.7465800992401,0.00667672626625591
"529",528,0,23740.7037354912,0.786120211545263,0.0690781171801251,0,0,0,0.000218542362693537,1.70992738499657,8.06778446531235,0.184212892589834,11.7450841014784,0.00667624485412949
"530",529,0,23740.7037354912,0.787002651115431,0.0691734209455518,0,0,0,0.000218515438117363,1.70988647914294,8.06826469824998,0.184291303315485,11.7435891282088,0.00667576390306966
"531",530,0,23740.7037354912,0.787884088566947,0.0692686539652252,0,0,0,0.000218488530239473,1.70984549405457,8.06874511353535,0.184369659596977,11.742095178658,0.00667528341209826
"532",531,0,23740.7037354912,0.788764525016272,0.0693638159465091,0,0,0,0.00021846163902679,1.70980442992549,8.06922571101083,0.184447961348728,11.7406022520523,0.0066748033802302
"533",532,0,23740.7037354912,0.789643961578501,0.0694589066007892,0,0,0,0.000218434764446072,1.70976328694929,8.06970649051829,0.184526208483851,11.7391103476177,0.0066743238064736
"534",533,0,23740.7037354912,0.790522399367369,0.0695539256434319,0,0,0,0.00021840790646391,1.70972206531914,8.07018745189903,0.184604400914192,11.7376194645799,0.00667384468983004
"535",534,0,23740.7037354912,0.791399839495244,0.0696488727937433,0,0,0,0.000218381065046739,1.70968076522773,8.07066859499384,0.184682538550383,11.7361296021641,0.00667336602929475
"536",535,0,23740.7037354912,0.792276283073134,0.0697437477749285,0,0,0,0.000218354240160846,1.70963938686734,8.07114991964297,0.184760621301875,11.7346407595951,0.00667288782385684
"537",536,0,23740.7037354912,0.79315173121068,0.0698385503140517,0,0,0,0.000218327431772366,1.70959793042979,8.07163142568618,0.184838649076986,11.7331529360974,0.00667241007249946
"538",537,0,23740.7037354912,0.794026185016161,0.069933280141996,0,0,0,0.000218300639847298,1.70955639610645,8.07211311296273,0.184916621782944,11.7316661308951,0.00667193277420004
"539",538,0,23740.7037354912,0.794899645596492,0.0700279369934246,0,0,0,0.000218273864351503,1.70951478408824,8.07259498131136,0.184994539325923,11.7301803432117,0.00667145592793045
"540",539,0,23740.7037354912,0.795772114057223,0.0701225206067415,0,0,0,0.000218247105250716,1.70947309456565,8.07307703057035,0.185072401611085,11.7286955722704,0.00667097953265719
"541",540,0,23740.7037354912,0.796643591502541,0.070217030724053,0,0,0,0.000218220362510543,1.70943132772871,8.07355926057746,0.185150208542619,11.7272118172941,0.00667050358734163
"542",541,0,23740.7037354912,0.797514079035269,0.0703114670911294,0,0,0,0.000218193636096472,1.70938948376699,8.07404167117003,0.185227960023783,11.7257290775052,0.00667002809094013
"543",542,0,23740.7037354912,0.798383577756866,0.0704058294573672,0,0,0,0.000218166925973878,1.70934756286961,8.07452426218487,0.185305655956936,11.7242473521254,0.00666955304240424
"544",543,0,23740.7037354912,0.799252088767428,0.0705001175757521,0,0,0,0.000218140232108023,1.70930556522527,8.07500703345839,0.185383296243581,11.7227666403762,0.0066690784406809
"545",544,0,23740.7037354912,0.800119613165688,0.0705943312028212,0,0,0,0.000218113554464069,1.70926349102217,8.0754899848265,0.185460880784397,11.7212869414786,0.0066686042847126
"546",545,0,23740.7037354912,0.800986152049016,0.0706884700986268,0,0,0,0.000218086893007072,1.70922134044809,8.0759731161247,0.185538409479277,11.7198082546532,0.00666813057343753
"547",546,0,23740.7037354912,0.801851706513418,0.0707825340267,0,0,0,0.000218060247701997,1.70917911369035,8.07645642718802,0.185615882227365,11.71833057912,0.00666765730578979
"548",547,0,23740.7037354912,0.802716277653538,0.0708765227540146,0,0,0,0.000218033618513717,1.70913681093582,8.07693991785108,0.185693298927088,11.7168539140986,0.00666718448069953
"549",548,0,23740.7037354912,0.803579866562661,0.0709704360509516,0,0,0,0.000218007005407018,1.70909443237089,8.07742358794807,0.18577065947619,11.7153782588081,0.00666671209709312
"550",549,0,23740.7037354912,0.804442474332707,0.0710642736912638,0,0,0,0.000217980408346605,1.70905197818153,8.07790743731275,0.185847963771766,11.7139036124671,0.00666624015389332
"551",550,0,23740.7037354912,0.805304102054236,0.0711580354520411,0,0,0,0.000217953827297104,1.70900944855323,8.07839146577849,0.185925211710299,11.7124299742938,0.00666576865001939
"552",551,0,23740.7037354912,0.806164750816448,0.071251721113676,0,0,0,0.000217927262223069,1.70896684367104,8.07887567317823,0.186002403187683,11.7109573435057,0.00666529758438732
"553",552,0,23740.7037354912,0.807024421707183,0.0713453304598288,0,0,0,0.000217900713088984,1.70892416371954,8.07936005934453,0.186079538099263,11.70948571932,0.00666482695590992
"554",553,0,23740.7037354912,0.807883115812922,0.0714388632773945,0,0,0,0.000217874179859269,1.70888140888286,8.07984462410955,0.186156616339863,11.7080151009534,0.00666435676349702
