t,yr,IM_a,IM_b,shootP,litterP,ROP_a,LOP_a,PIP_a,DIP_a,rootP,ROP_b,LOP_b,PIP_b,DIP_b,d_IM_a,d_IM_b,d_shootP,d_litterP,d_ROP_a,d_LOP_a,d_PIP_a,d_DIP_a,d_rootP,d_ROP_b,d_LOP_b,d_PIP_b,d_DIP_b,r_sed_IM,r_sed_OM,r_diffus,r_decay_litter,r_decay_labile,r_decay_refrac,r_mort_shoot,r_mort_root,r_adsorp,r_assim,shootM,rootM,BM,litterM,OM_a,OM_b,TM_a,TM_b,TP,H_b,Z_a,Z_w,H_w,H_a,LOI_a,LOI_b,BD_b,PD_a,PD_b,phi_a,phi_b,V_pore_a,V_pore_b,V_w_b,V_w_a,V_w,d_V_w,TW,Q_ET,Q_precip,Q_ground,Q_in,Q_out
6.08851,0.01666943,0.1428826,29038.7,0.02268976,8.051089e-05,4.179786e-05,0.0001600293,0.0004657973,0.1659649,1.015455,7.253862,0.01240534,7.065753,0.04954435,-0.01497878,0.01815538,0.004028006,2.831171e-05,1.350472e-07,-1.425969e-06,-4.883083e-05,0.01667484,0.002743687,0.0002633935,0.0008930117,-0.02652258,0.001339086,0.127065,0.01078127,0.3489489,0.01293679,0.01293679,0,0.001293679,0.001293679,-0.2833826,0.007816557,22.68976,1015.455,1038.145,0.08051089,22.9721,8281.723,23.11498,37320.42,15.58642,0.1120243,0.01202435,0.5070957,0.4950714,-0.01202435,0.9938186,0.2219086,333145.7,2048022,2048022,1,0.837333,-0.01202435,0.09380168,0.09380168,0.4950714,0.588873,-0.005064742,23.80572,0.007541456,0.00164311,0,0.0004950714,0.001858693
6.08851,0.01666943,0.1428826,29038.7,0.02268977,8.051086e-05,4.179786e-05,0.0001600293,0.0004657973,0.165965,1.015455,7.253862,0.01240534,7.065753,0.04954421,-0.01497878,0.01815538,0.004028006,2.831172e-05,1.350472e-07,-1.425969e-06,-4.883083e-05,0.01667465,0.002743687,0.0002633935,0.0008930116,-0.02652283,0.001339536,0.127065,0.01078127,0.3489459,0.01293679,0.01293679,0,0.001293679,0.001293679,-0.2833853,0.007816557,22.68977,1015.455,1038.145,0.08051086,22.97211,8281.723,23.11499,37320.42,15.58642,0.1120243,0.01202435,0.5070957,0.4950714,-0.01202435,0.9938186,0.2219086,333145.7,2048022,2048022,1,0.837333,-0.01202435,0.09380168,0.09380168,0.4950714,0.588873,-0.005064742,23.80572,0.007541456,0.00164311,0,0.0004950714,0.001858693
6.121115,0.0167587,0.1423952,29038.7,0.02282032,8.143112e-05,4.180228e-05,0.0001599832,0.0004642083,0.1665076,1.015544,7.253871,0.01243428,7.06489,0.04958897,-0.01491971,0.01810033,0.003980727,2.813573e-05,1.355876e-07,-1.398232e-06,-4.863825e-05,0.01661441,0.002711482,0.0002603434,0.0008823174,-0.02642512,0.001397434,0.1271133,0.01078537,0.3473729,0.01278548,0.01278548,0,0.001278548,0.001278548,-0.2823376,0.007723499,22.82032,1015.544,1038.364,0.08143112,23.10354,8281.849,23.24593,37320.55,15.5864,0.1120258,0.01202583,0.506909,0.4948831,-0.01202583,0.9938744,0.2219112,333142.4,2048016,2048016,1,0.8373341,-0.01202583,0.09380305,0.09380305,0.4948831,0.5886862,-0.004803869,23.63183,0.00745155,0.001593421,0,0.0004948831,0.001845457
6.121115,0.0167587,0.1423952,29038.7,0.02282033,8.143109e-05,4.180228e-05,0.0001599832,0.0004642083,0.1665076,1.015544,7.253871,0.01243429,7.06489,0.04958884,-0.01491971,0.01810033,0.003980727,2.813574e-05,1.355876e-07,-1.398232e-06,-4.863825e-05,0.01661423,0.002711482,0.0002603434,0.0008823174,-0.02642535,0.00139784,0.1271133,0.01078537,0.3473702,0.01278548,0.01278548,0,0.001278548,0.001278548,-0.28234,0.007723499,22.82033,1015.544,1038.364,0.08143109,23.10355,8281.849,23.24594,37320.55,15.5864,0.1120258,0.01202583,0.506909,0.4948831,-0.01202583,0.9938744,0.2219112,333142.4,2048016,2048016,1,0.8373341,-0.01202583,0.09380305,0.09380305,0.4948831,0.5886862,-0.004803869,23.63183,0.00745155,0.001593421,0,0.0004948831,0.001845457
6.186324,0.01693723,0.1414261,29038.7,0.02307685,8.325425e-05,4.181115e-05,0.0001598938,0.0004610492,0.1675872,1.015719,7.253888,0.01249113,7.063173,0.04968347,-0.01480225,0.01799083,0.003887831,2.7779e-05,1.366703e-07,-1.343715e-06,-4.825534e-05,0.01650117,0.002648206,0.000254348,0.0008613217,-0.02622116,0.001494293,0.1272101,0.01079358,0.344344,0.01248814,0.01248814,0,0.001248814,0.001248814,-0.2801513,0.007540751,23.07685,1015.719,1038.796,0.08325425,23.36181,8282.098,23.50324,37320.8,15.58636,0.1120288,0.01202876,0.5065355,0.4945067,-0.01202876,0.9939827,0.2219164,333135.9,2048005,2048005,1,0.8373364,-0.01202876,0.09380576,0.09380576,0.4945067,0.5883125,-0.004282123,23.28405,0.007271737,0.001494042,0,0.0004945067,0.001818986
6.186324,0.01693723,0.1414261,29038.7,0.02307687,8.325422e-05,4.181115e-05,0.0001598938,0.0004610492,0.1675873,1.015719,7.253888,0.01249113,7.063173,0.04968333,-0.01480225,0.01799083,0.003887831,2.777902e-05,1.366703e-07,-1.343715e-06,-4.825534e-05,0.01650098,0.002648206,0.000254348,0.0008613216,-0.0262214,0.001494725,0.1272101,0.01079358,0.3443411,0.01248814,0.01248814,0,0.001248814,0.001248814,-0.2801539,0.00754075,23.07687,1015.719,1038.796,0.08325422,23.36183,8282.098,23.50325,37320.8,15.58636,0.1120288,0.01202876,0.5065355,0.4945067,-0.01202876,0.9939827,0.2219164,333135.9,2048005,2048005,1,0.8373364,-0.01202876,0.09380576,0.09380576,0.4945067,0.5883125,-0.004282123,23.28405,0.007271737,0.001494042,0,0.0004945067,0.001818986
6.251534,0.01711577,0.1404647,29038.7,0.02332744,8.505382e-05,4.18201e-05,0.000159808,0.0004579148,0.16866,1.01589,7.253904,0.01254663,7.06147,0.04978303,-0.01468571,0.01788214,0.00379711,2.741668e-05,1.377555e-07,-1.290447e-06,-4.787543e-05,0.01639533,0.002586411,0.0002484899,0.0008408385,-0.02600863,0.001571037,0.127307,0.01080181,0.3414377,0.01219772,0.01219772,0,0.001219772,0.001219772,-0.2778742,0.007362398,23.32744,1015.89,1039.217,0.08505382,23.61412,8282.34,23.75458,37321.04,15.58633,0.1120316,0.01203161,0.5061619,0.4941303,-0.01203161,0.9940868,0.2219215,333129.6,2047995,2047995,1,0.8373387,-0.01203161,0.0938084,0.0938084,0.4941303,0.5879386,-0.003760377,22.93626,0.007091924,0.001394662,0,0.0004941303,0.001792514
6.251534,0.01711577,0.1404647,29038.7,0.02332742,8.505389e-05,4.18201e-05,0.000159808,0.0004579149,0.1686598,1.01589,7.253904,0.01254663,7.06147,0.04978341,-0.01468571,0.01788214,0.00379711,2.741666e-05,1.377555e-07,-1.290447e-06,-4.787543e-05,0.01639586,0.002586411,0.0002484899,0.0008408385,-0.02600795,0.001569825,0.127307,0.01080181,0.3414458,0.01219772,0.01219772,0,0.001219772,0.001219772,-0.2778669,0.007362398,23.32742,1015.89,1039.217,0.08505389,23.6141,8282.34,23.75457,37321.04,15.58633,0.1120316,0.01203161,0.5061619,0.4941303,-0.01203161,0.9940868,0.2219215,333129.6,2047995,2047995,1,0.8373387,-0.01203161,0.0938084,0.0938084,0.4941303,0.5879386,-0.003760377,22.93626,0.007091924,0.001394662,0,0.0004941303,0.001792514
6.316743,0.0172943,0.1395108,29038.7,0.02357213,8.682975e-05,4.182912e-05,0.0001597255,0.0004548052,0.1697258,1.016056,7.25392,0.01260081,7.059781,0.0498876,-0.01457009,0.01777425,0.003708514,2.704945e-05,1.388431e-07,-1.238395e-06,-4.74985e-05,0.01629684,0.002526063,0.0002427659,0.000820855,-0.02578761,0.00162789,0.1274041,0.01081004,0.3386532,0.01191405,0.01191405,0,0.001191405,0.001191405,-0.2755067,0.007188334,23.57213,1016.056,1039.628,0.08682975,23.86051,8282.577,24.00002,37321.28,15.58629,0.1120344,0.0120344,0.5057882,0.4937538,-0.0120344,0.9941871,0.2219264,333123.4,2047984,2047984,1,0.8373408,-0.0120344,0.09381098,0.09381098,0.4937538,0.5875648,-0.003238631,22.58848,0.006912111,0.001295283,0,0.0004937538,0.001766043
6.316743,0.0172943,0.1395108,29038.7,0.02357213,8.682977e-05,4.182912e-05,0.0001597255,0.0004548052,0.1697257,1.016056,7.25392,0.0126008,7.059781,0.04988773,-0.01457009,0.01777425,0.003708514,2.704945e-05,1.388431e-07,-1.238395e-06,-4.74985e-05,0.01629701,0.002526063,0.0002427659,0.000820855,-0.02578738,0.001627485,0.1274041,0.01081004,0.3386559,0.01191405,0.01191405,0,0.001191405,0.001191405,-0.2755043,0.007188334,23.57213,1016.056,1039.628,0.08682977,23.86051,8282.577,24.00002,37321.28,15.58629,0.1120344,0.0120344,0.5057882,0.4937538,-0.0120344,0.9941871,0.2219264,333123.4,2047984,2047984,1,0.8373408,-0.0120344,0.09381098,0.09381098,0.4937538,0.5875648,-0.003238631,22.58848,0.006912111,0.001295283,0,0.0004937538,0.001766043
6.381953,0.01747283,0.1385644,29038.71,0.02381113,8.858154e-05,4.183821e-05,0.0001596464,0.0004517201,0.1707854,1.016219,7.253936,0.01265369,7.058107,0.04999526,-0.01445537,0.01766715,0.003621991,2.667813e-05,1.399331e-07,-1.187527e-06,-4.712451e-05,0.016203,0.002467128,0.0002371731,0.0008013583,-0.02556152,0.001671057,0.1275013,0.01081829,0.33595,0.01163698,0.01163698,0,0.001163698,0.001163698,-0.2730856,0.00701845,23.81113,1016.219,1040.03,0.08858154,24.10119,8282.808,24.23976,37321.51,15.58625,0.1120371,0.01203712,0.5054145,0.4933774,-0.01203712,0.9942836,0.2219312,333117.4,2047974,2047974,1,0.837343,-0.01203712,0.0938135,0.0938135,0.4933774,0.5871908,-0.002716885,22.2407,0.006732298,0.001195904,0,0.0004933774,0.001739571
6.381953,0.01747283,0.1385644,29038.71,0.02381113,8.858156e-05,4.183821e-05,0.0001596464,0.0004517201,0.1707854,1.016219,7.253936,0.01265369,7.058107,0.04999535,-0.01445537,0.01766715,0.003621991,2.667813e-05,1.399331e-07,-1.187527e-06,-4.712451e-05,0.01620313,0.002467128,0.0002371731,0.0008013583,-0.02556136,0.001670771,0.1275013,0.01081829,0.3359519,0.01163698,0.01163698,0,0.001163698,0.001163698,-0.2730838,0.00701845,23.81113,1016.219,1040.03,0.08858156,24.10119,8282.808,24.23976,37321.51,15.58625,0.1120371,0.01203712,0.5054145,0.4933774,-0.01203712,0.9942836,0.2219312,333117.4,2047974,2047974,1,0.837343,-0.01203712,0.0938135,0.0938135,0.4933774,0.5871908,-0.002716885,22.2407,0.006732298,0.001195904,0,0.0004933774,0.001739571
6.557213,0.01795267,0.1360577,29038.71,0.02442622,9.316836e-05,4.186299e-05,0.0001594499,0.0004435482,0.1736046,1.016638,7.253976,0.01278971,7.053682,0.05029363,-0.01415148,0.01738318,0.00339935,2.566501e-05,1.428752e-07,-1.056439e-06,-4.613384e-05,0.01596543,0.002315476,0.0002227688,0.0007512759,-0.02493961,0.00173934,0.1277633,0.01084052,0.3289598,0.01092382,0.01092382,0,0.001092382,0.001092382,-0.2664281,0.00658179,24.42622,1016.638,1041.064,0.09316836,24.7207,8283.404,24.85676,37322.11,15.58615,0.1120441,0.01204412,0.5044097,0.4923656,-0.01204412,0.9945263,0.2219436,333101.9,2047948,2047948,1,0.8373485,-0.01204412,0.09381998,0.09381998,0.4923656,0.5861856,-0.001314616,21.30598,0.006249025,0.0009288081,0,0.0004923656,0.001668426
6.557213,0.01795267,0.1360577,29038.71,0.02442619,9.316874e-05,4.186299e-05,0.0001594499,0.0004435482,0.1736039,1.016638,7.253976,0.0127897,7.053681,0.05029534,-0.01415149,0.01738318,0.00339935,2.566497e-05,1.428752e-07,-1.056439e-06,-4.613384e-05,0.01596778,0.002315476,0.0002227688,0.000751276,-0.02493658,0.001733975,0.1277633,0.01084052,0.3289952,0.01092382,0.01092382,0,0.001092382,0.001092382,-0.2663959,0.006581791,24.42619,1016.638,1041.064,0.09316874,24.72067,8283.404,24.85673,37322.11,15.58615,0.1120441,0.01204412,0.5044097,0.4923656,-0.01204412,0.9945263,0.2219436,333101.9,2047948,2047948,1,0.8373485,-0.01204412,0.09381998,0.09381998,0.4923656,0.5861856,-0.001314616,21.30598,0.006249025,0.0009288081,0,0.0004923656,0.001668426
6.732472,0.0184325,0.1336037,29038.71,0.02500352,9.757621e-05,4.188829e-05,0.0001592756,0.000435548,0.176384,1.017031,7.254014,0.01291723,7.049368,0.05059812,-0.01385396,0.0171048,0.003190434,2.463895e-05,1.458355e-07,-9.331036e-07,-4.51639e-05,0.01573969,0.002173172,0.0002092354,0.0007043937,-0.02430933,0.001761332,0.1280264,0.01086284,0.3222268,0.01025437,0.01025437,0,0.001025437,0.001025437,-0.2596836,0.00617268,25.00352,1017.031,1042.035,0.09757621,25.30226,8283.962,25.43586,37322.67,15.58605,0.1120507,0.0120507,0.5034045,0.4913538,-0.0120507,0.9947474,0.2219552,333087.4,2047924,2047924,1,0.8373536,-0.0120507,0.09382606,0.09382606,0.4913538,0.5851799,8.765326e-05,20.37126,0.005765751,0.000661712,0,0.0004913538,0.00159728
6.732472,0.0184325,0.1336037,29038.71,0.02500345,9.757706e-05,4.188829e-05,0.0001592757,0.0004355481,0.1763825,1.017031,7.254014,0.01291721,7.049366,0.05060177,-0.01385396,0.0171048,0.003190434,2.463887e-05,1.458355e-07,-9.331046e-07,-4.516391e-05,0.01574466,0.002173172,0.0002092354,0.0007043938,-0.02430291,0.001749941,0.1280264,0.01086284,0.3223017,0.01025437,0.01025437,0,0.001025437,0.001025437,-0.2596152,0.006172681,25.00345,1017.031,1042.035,0.09757706,25.30219,8283.962,25.4358,37322.67,15.58605,0.1120507,0.0120507,0.5034045,0.4913538,-0.0120507,0.9947474,0.2219552,333087.4,2047924,2047924,1,0.8373536,-0.0120507,0.09382606,0.09382606,0.4913538,0.5851799,8.765326e-05,20.37126,0.005765751,0.000661712,0,0.0004913538,0.00159728
6.907732,0.01891234,0.1312013,29038.71,0.0255453,0.0001018044,4.191411e-05,0.0001591224,0.0004277161,0.1791236,1.0174,7.254049,0.01303679,7.045163,0.05090558,-0.01356267,0.01683188,0.002994391,2.360981e-05,1.488143e-07,-8.169895e-07,-4.421429e-05,0.01552171,0.002039637,0.000196521,0.0006604997,-0.02367621,0.001748293,0.1282905,0.01088526,0.3156888,0.009625945,0.009625945,0,0.0009625945,0.0009625945,-0.252911,0.005789336,25.5453,1017.4,1042.946,0.1018044,25.84814,8284.486,25.97935,37323.2,15.58595,0.1120569,0.01205687,0.5023989,0.4903421,-0.01205687,0.9949498,0.2219661,333073.8,2047901,2047901,1,0.8373585,-0.01205687,0.09383177,0.09383177,0.4903421,0.5841738,0.001489922,19.43654,0.005282477,0.000394616,0,0.0004903421,0.001526134
6.907732,0.01891234,0.1312013,29038.71,0.02554524,0.0001018051,4.191411e-05,0.0001591224,0.0004277162,0.1791227,1.0174,7.254049,0.01303678,7.045162,0.05090774,-0.01356267,0.01683188,0.002994391,2.360974e-05,1.488143e-07,-8.169904e-07,-4.421429e-05,0.01552465,0.002039637,0.000196521,0.0006604999,-0.0236724,0.001741542,0.1282905,0.01088526,0.3157331,0.009625945,0.009625945,0,0.0009625945,0.0009625945,-0.2528703,0.005789337,25.54524,1017.4,1042.945,0.1018051,25.84808,8284.486,25.97928,37323.2,15.58595,0.1120569,0.01205686,0.5023989,0.4903421,-0.01205686,0.9949498,0.2219661,333073.8,2047901,2047901,1,0.8373585,-0.01205686,0.09383177,0.09383177,0.4903421,0.5841738,0.001489922,19.43654,0.005282477,0.000394616,0,0.0004903421,0.001526134
7.082992,0.01939218,0.1288494,29038.72,0.0260538,0.0001058526,4.194045e-05,0.0001589889,0.0004200489,0.1818247,1.017747,7.254083,0.01314891,7.041069,0.05120996,-0.009536264,0.01654188,0.002924915,2.350591e-05,8.978685e-07,2.217056e-06,-3.108822e-05,0.01540789,0.001992313,0.0001920766,0.0006445566,-0.02305092,0.001416308,0.1283816,0.01089298,0.3107475,0.009404141,0.009404141,0,0.0009404141,0.0009404141,-0.2462229,0.005651304,26.0538,1017.747,1043.8,0.1058526,26.36058,8284.978,26.48943,37323.7,15.58586,0.1120627,0.01206265,0.502057,0.4899943,-0.01206265,0.9951358,0.2219764,333061,2047880,2047880,1,0.837363,-0.01206265,0.09383712,0.09383712,0.4899943,0.5838315,0.00174273,19.09199,0.004929767,0.00024346,0,0.000983378,0.001405965
7.082992,0.01939218,0.1291226,29038.72,0.0260621,0.0001059203,4.199493e-05,0.0001592025,0.0004209396,0.1818321,1.017752,7.254083,0.01315073,7.041068,0.0511886,-0.009572123,0.01657696,0.002924907,2.351308e-05,8.971187e-07,2.212108e-06,-3.120512e-05,0.01537909,0.001992308,0.0001920784,0.0006445466,-0.02308824,0.001482544,0.1283816,0.01089298,0.3103148,0.009404141,0.009404141,0,0.0009404141,0.0009404141,-0.2466216,0.005651228,26.0621,1017.752,1043.814,0.1059203,26.36922,8284.986,26.49834,37323.7,15.58587,0.1120627,0.01206275,0.5020571,0.4899943,-0.01206275,0.9951271,0.2219765,333060.8,2047879,2047879,1,0.8373631,-0.01206275,0.09383721,0.09383721,0.4899943,0.5838315,0.00174273,19.09199,0.004929767,0.00024346,0,0.000983378,0.001405965
7.082992,0.01939218,0.1288495,29038.72,0.02605342,0.0001058526,4.194045e-05,0.0001589891,0.0004200495,0.1818247,1.017746,7.254083,0.01314882,7.041069,0.05121067,-0.009536288,0.01654191,0.002924916,2.350555e-05,8.978685e-07,2.217051e-06,-3.10883e-05,0.01540882,0.001992314,0.0001920765,0.0006445573,-0.02304968,0.001414129,0.1283816,0.01089298,0.3107613,0.009404141,0.009404141,0,0.0009404141,0.0009404141,-0.2462097,0.005651307,26.05342,1017.746,1043.8,0.1058526,26.36021,8284.978,26.48905,37323.7,15.58586,0.1120626,0.01206265,0.502057,0.4899943,-0.01206265,0.9951357,0.2219764,333061,2047880,2047880,1,0.837363,-0.01206265,0.09383712,0.09383712,0.4899943,0.5838315,0.00174273,19.09199,0.004929767,0.00024346,0,0.000983378,0.001405965
7.082992,0.01939218,0.1291771,29038.72,0.02606395,0.0001059338,4.200583e-05,0.0001592451,0.0004211174,0.1818336,1.017754,7.254083,0.01315114,7.041068,0.05118378,-0.009579283,0.01658396,0.002924906,2.351469e-05,8.969688e-07,2.21112e-06,-3.122846e-05,0.0153726,0.001992307,0.0001920788,0.0006445443,-0.02309667,0.001497475,0.1283816,0.01089298,0.3102174,0.009404141,0.009404141,0,0.0009404141,0.0009404141,-0.2467116,0.005651211,26.06395,1017.754,1043.817,0.1059338,26.37113,8284.988,26.50031,37323.71,15.58587,0.1120628,0.01206277,0.5020571,0.4899943,-0.01206277,0.9951254,0.2219766,333060.7,2047879,2047879,1,0.8373631,-0.01206277,0.09383723,0.09383723,0.4899943,0.5838316,0.00174273,19.09199,0.004929767,0.00024346,0,0.000983378,0.001405965
6.942784,0.01900831,0.1307269,29038.72,0.02564954,0.0001026291,4.191934e-05,0.0001590942,0.0004261697,0.1796664,1.017471,7.254056,0.01305978,7.044335,0.05096822,-0.01350514,0.01677795,0.002956657,2.34043e-05,1.494123e-07,-7.9459e-07,-4.402677e-05,0.01548014,0.002013934,0.000194072,0.000652062,-0.02354784,0.001739113,0.1283435,0.01088975,0.3144211,0.009504959,0.009504959,0,0.0009504959,0.0009504959,-0.2515381,0.005715611,25.64954,1017.471,1043.121,0.1026291,25.95318,8284.587,26.08391,37323.3,15.58594,0.1120581,0.01205805,0.5021978,0.4901397,-0.01205805,0.9949882,0.2219682,333071.1,2047897,2047897,1,0.8373594,-0.01205805,0.09383286,0.09383286,0.4901397,0.5839726,0.001770376,19.2496,0.005185823,0.0003411968,0,0.0004901397,0.001511905
6.942784,0.01900831,0.1307269,29038.72,0.02564954,0.0001026291,4.191934e-05,0.0001590942,0.0004261697,0.1796663,1.017471,7.254056,0.01305978,7.044335,0.05096825,-0.01350514,0.01677795,0.002956657,2.34043e-05,1.494123e-07,-7.945899e-07,-4.402677e-05,0.01548018,0.002013934,0.000194072,0.000652062,-0.02354779,0.001739021,0.1283435,0.01088975,0.3144217,0.009504959,0.009504959,0,0.0009504959,0.0009504959,-0.2515375,0.005715611,25.64954,1017.471,1043.121,0.1026291,25.95318,8284.587,26.08391,37323.3,15.58594,0.1120581,0.01205805,0.5021978,0.4901397,-0.01205805,0.9949882,0.2219682,333071.1,2047897,2047897,1,0.8373594,-0.01205805,0.09383286,0.09383286,0.4901397,0.5839726,0.001770376,19.2496,0.005185823,0.0003411968,0,0.0004901397,0.001511905
6.977836,0.01910427,0.1302545,29038.72,0.02575251,0.0001034459,4.192458e-05,0.0001590667,0.0004246297,0.1802082,1.017541,7.254063,0.01308249,7.043512,0.05102916,-0.01344787,0.01672423,0.002919399,2.319912e-05,1.500111e-07,-7.724547e-07,-4.384004e-05,0.01543643,0.001988556,0.0001916535,0.0006437343,-0.02342256,0.001734272,0.1283965,0.01089425,0.3131241,0.009385494,0.009385494,0,0.0009385494,0.0009385494,-0.2501982,0.005642837,25.75251,1017.541,1043.294,0.1034459,26.05695,8284.687,26.18721,37323.4,15.58592,0.1120592,0.01205922,0.5019966,0.4899374,-0.01205922,0.995026,0.2219703,333068.5,2047892,2047892,1,0.8373603,-0.01205922,0.09383395,0.09383395,0.4899374,0.5837713,0.00205083,19.06265,0.005089168,0.0002877776,0,0.0004899374,0.001497676
6.977836,0.01910427,0.1302545,29038.72,0.02575252,0.0001034459,4.192458e-05,0.0001590667,0.0004246297,0.1802082,1.017541,7.254063,0.01308249,7.043512,0.05102912,-0.01344787,0.01672422,0.002919399,2.319913e-05,1.500111e-07,-7.724546e-07,-4.384004e-05,0.01543638,0.001988556,0.0001916535,0.0006437343,-0.02342263,0.001734393,0.1283965,0.01089425,0.3131233,0.009385494,0.009385494,0,0.0009385494,0.0009385494,-0.2501989,0.005642837,25.75252,1017.541,1043.294,0.1034459,26.05696,8284.687,26.18721,37323.4,15.58592,0.1120592,0.01205922,0.5019966,0.4899374,-0.01205922,0.995026,0.2219703,333068.5,2047892,2047892,1,0.8373603,-0.01205922,0.09383395,0.09383395,0.4899374,0.5837713,0.00205083,19.06265,0.005089168,0.0002877776,0,0.0004899374,0.001497676
7.012888,0.01920024,0.1297841,29038.72,0.0258542,0.0001042554,4.192985e-05,0.00015904,0.0004230963,0.1807485,1.017611,7.25407,0.01310491,7.042693,0.05108984,-0.0128098,0.01666721,0.002900542,2.31373e-05,2.664693e-07,-2.964745e-07,-4.175995e-05,0.01540867,0.001975711,0.0001904393,0.000639457,-0.02329785,0.001681825,0.1284225,0.01089646,0.3120634,0.009325176,0.009325176,0,0.0009325176,0.0009325176,-0.2488643,0.005605653,25.8542,1017.611,1043.465,0.1042554,26.15943,8284.785,26.28921,37323.5,15.5859,0.1120604,0.01206038,0.5018985,0.4898381,-0.01206038,0.9950632,0.2219723,333066,2047888,2047888,1,0.8373612,-0.01206038,0.09383502,0.09383502,0.4898381,0.5836732,0.002152779,18.96736,0.005012789,0.0002523632,0,0.0005664577,0.001475833
7.012888,0.01920024,0.1297943,29038.72,0.02585452,0.000104258,4.193188e-05,0.000159048,0.0004231295,0.1807488,1.017611,7.25407,0.01310498,7.042693,0.051089,-0.01281114,0.01666851,0.002900541,2.313757e-05,2.66441e-07,-2.966593e-07,-4.176431e-05,0.01540754,0.001975711,0.0001904394,0.0006394566,-0.02329932,0.001684429,0.1284225,0.01089646,0.3120464,0.009325176,0.009325176,0,0.0009325176,0.0009325176,-0.24888,0.00560565,25.85452,1017.611,1043.465,0.104258,26.15976,8284.786,26.28956,37323.5,15.5859,0.1120604,0.01206039,0.5018985,0.4898381,-0.01206039,0.9950629,0.2219724,333066,2047888,2047888,1,0.8373612,-0.01206039,0.09383502,0.09383502,0.4898381,0.5836732,0.002152779,18.96736,0.005012789,0.0002523632,0,0.0005664577,0.001475833
7.006446,0.0191826,0.1298698,29038.72,0.02583605,0.0001041096,4.192888e-05,0.0001590446,0.0004233754,0.1806498,1.017598,7.254068,0.01310091,7.042842,0.05107875,-0.01311059,0.01667869,0.002898312,2.310382e-05,2.084497e-07,-5.274476e-07,-4.274052e-05,0.01540863,0.001974192,0.0001902896,0.0006389902,-0.02332063,0.001706412,0.1284263,0.01089678,0.3121825,0.009317953,0.009317953,0,0.0009317953,0.0009317953,-0.2491079,0.005601475,25.83605,1017.598,1043.434,0.1041096,26.14113,8284.768,26.271,37323.48,15.5859,0.1120602,0.01206017,0.501884,0.4898238,-0.01206017,0.9950565,0.221972,333066.4,2047889,2047889,1,0.8373611,-0.01206017,0.09383483,0.09383483,0.4898238,0.5836586,0.002190459,18.9559,0.005020418,0.0002531813,0,0.0005281467,0.001482254
7.006446,0.0191826,0.1298794,29038.72,0.02583544,0.0001041069,4.193055e-05,0.0001590516,0.0004234069,0.180649,1.017598,7.254068,0.01310077,7.042845,0.05107794,-0.01311186,0.01667993,0.002898312,2.310328e-05,2.084265e-07,-5.276106e-07,-4.274466e-05,0.01540776,0.001974193,0.0001902895,0.0006389912,-0.02332209,0.001708749,0.1284263,0.01089678,0.3121703,0.009317953,0.009317953,0,0.0009317953,0.0009317953,-0.2491236,0.005601481,25.83544,1017.598,1043.433,0.1041069,26.14053,8284.767,26.27041,37323.48,15.5859,0.1120602,0.01206017,0.5018839,0.4898238,-0.01206017,0.9950561,0.221972,333066.5,2047889,2047889,1,0.8373611,-0.01206017,0.09383482,0.09383482,0.4898238,0.5836586,0.002190459,18.9559,0.005020418,0.0002531813,0,0.0005281467,0.001482254
6.983558,0.01911994,0.1301776,29038.72,0.02576923,0.0001035786,4.192544e-05,0.0001590623,0.0004243788,0.1802965,1.017553,7.254064,0.01308617,7.043378,0.05103905,-0.01343854,0.01671547,0.002913361,2.316568e-05,1.501089e-07,-7.688658e-07,-4.380962e-05,0.01542922,0.001984443,0.0001912615,0.0006423852,-0.02340223,0.001733581,0.1284052,0.01089498,0.3129116,0.009366135,0.009366135,0,0.0009366135,0.0009366135,-0.2499807,0.005631046,25.76923,1017.553,1043.322,0.1035786,26.07379,8284.703,26.20397,37323.42,15.58591,0.1120594,0.01205941,0.5019637,0.4899043,-0.01205941,0.9950321,0.2219706,333068.1,2047892,2047892,1,0.8373605,-0.01205941,0.09383412,0.09383412,0.4899043,0.5837385,0.002096612,19.03213,0.00507339,0.0002790572,0,0.0004899043,0.001495353
6.983558,0.01911994,0.1301776,29038.72,0.02576919,0.0001035784,4.192544e-05,0.0001590623,0.000424379,0.1802965,1.017553,7.254064,0.01308617,7.043378,0.05103904,-0.01343854,0.01671548,0.002913361,2.316565e-05,1.501089e-07,-7.688663e-07,-4.380965e-05,0.01542923,0.001984443,0.0001912615,0.0006423852,-0.02340224,0.00173359,0.1284052,0.01089498,0.3129117,0.009366135,0.009366135,0,0.0009366135,0.0009366135,-0.2499808,0.005631046,25.76919,1017.553,1043.322,0.1035784,26.07376,8284.703,26.20394,37323.42,15.58591,0.1120594,0.01205941,0.5019637,0.4899043,-0.01205941,0.9950321,0.2219706,333068.1,2047892,2047892,1,0.8373605,-0.01205941,0.09383412,0.09383412,0.4899043,0.5837385,0.002096612,19.03213,0.00507339,0.0002790572,0,0.0004899043,0.001495353
