t,yr,IM_a,IM_b,shootP,litterP,ROP_a,LOP_a,PIP_a,DIP_a,rootP,ROP_b,LOP_b,PIP_b,DIP_b,d_IM_a,d_IM_b,d_shootP,d_litterP,d_ROP_a,d_LOP_a,d_PIP_a,d_DIP_a,d_rootP,d_ROP_b,d_LOP_b,d_PIP_b,d_DIP_b,r_sed_IM,r_sed_OM,r_diffus,r_decay_litter,r_decay_labile,r_decay_refrac,r_mort_shoot,r_mort_root,r_adsorp,r_assim,shootM,rootM,BM,litterM,OM_a,OM_b,TM_a,TM_b,TP,H_b,Z_a,Z_w,H_w,H_a,LOI_a,LOI_b,BD_b,PD_a,PD_b,phi_a,phi_b,V_pore_a,V_pore_b,V_w_b,V_w_a,V_w,d_V_w,TW,Q_ET,Q_precip,Q_ground,Q_in,Q_out
2.042384,0.005591742,0.07008482,29038.63,0.006643053,6.995838e-06,1.468155e-05,5.845717e-05,0.0002284765,0.07545005,1.004525,7.252822,0.00878989,7.191961,0.0457938,0.1137816,0.008600716,0.003587477,7.534646e-06,2.432294e-05,9.662473e-05,0.0003709282,0.02836093,0.002443619,0.0002304635,0.0008210938,-0.03601968,0.0007674856,0.1227187,0.01041249,0.6156031,0.01146286,0.01146286,0,0.001146286,0.001146286,-0.3849937,0.00711077,6.643053,1004.525,1011.168,0.006995838,6.723188,8266.137,6.793273,37304.77,15.58629,0.1118409,0.01184095,0.5244463,0.5126054,-0.01184095,0.9896832,0.2215839,333552,2048703,2048703,1,0.8371887,-0.01184095,0.09363198,0.09363198,0.5126054,0.6062374,0.0002411471,22.01788,0.00622281,0.008269973,0,0.01632699,0.0005126054
2.058217,0.005635091,0.0718739,29038.63,0.006699827,7.115583e-06,1.506449e-05,5.997821e-05,0.0002343089,0.07589863,1.004564,7.252826,0.008802883,7.191391,0.04580616,0.112208,0.008820144,0.003583997,7.591121e-06,2.404808e-05,9.550866e-05,0.0003657981,0.02830253,0.002441249,0.0002302574,0.0008202165,-0.03598401,0.000794691,0.1227169,0.01041235,0.6142305,0.01145195,0.01145195,0,0.001145195,0.001145195,-0.3846179,0.007103332,6.699827,1004.564,1011.263,0.007115583,6.781985,8266.192,6.853859,37304.82,15.5863,0.1118416,0.0118416,0.5244542,0.5126126,-0.0118416,0.9895134,0.2215851,333550.5,2048700,2048700,1,0.8371892,-0.0118416,0.09363258,0.09363258,0.5126126,0.6062452,0.0001603618,22.00381,0.006193505,0.008133237,0,0.01614667,0.0005126126
2.058217,0.005635091,0.07187389,29038.63,0.006699827,7.115583e-06,1.506449e-05,5.997821e-05,0.0002343089,0.07589863,1.004564,7.252826,0.008802883,7.191391,0.04580617,0.112208,0.008820143,0.003583997,7.591121e-06,2.404808e-05,9.550866e-05,0.0003657981,0.02830254,0.002441249,0.0002302574,0.0008202165,-0.035984,0.0007946794,0.1227169,0.01041235,0.6142305,0.01145195,0.01145195,0,0.001145195,0.001145195,-0.3846178,0.007103332,6.699827,1004.564,1011.263,0.007115583,6.781985,8266.192,6.853859,37304.82,15.5863,0.1118416,0.0118416,0.5244542,0.5126126,-0.0118416,0.9895134,0.2215851,333550.5,2048700,2048700,1,0.8371892,-0.0118416,0.09363258,0.09363258,0.5126126,0.6062452,0.0001603618,22.00381,0.006193505,0.008133237,0,0.01614667,0.0005126126
2.07405,0.00567844,0.07363807,29038.63,0.006756546,7.236221e-06,1.544307e-05,6.148159e-05,0.0002400601,0.0763463,1.004602,7.252829,0.008815863,7.190822,0.04581896,0.1106375,0.009036511,0.003580521,7.647408e-06,2.377328e-05,9.439303e-05,0.0003606781,0.02824489,0.002438881,0.0002300514,0.00081934,-0.03594762,0.0008204015,0.1227152,0.0104122,0.6128694,0.01144105,0.01144105,0,0.001144105,0.001144105,-0.3842343,0.007095902,6.756546,1004.602,1011.359,0.007236221,6.840707,8266.247,6.914345,37304.88,15.58632,0.1118422,0.01184225,0.5244621,0.5126199,-0.01184225,0.98935,0.2215862,333549.1,2048698,2048698,1,0.8371897,-0.01184225,0.09363318,0.09363318,0.5126199,0.6062531,7.957648e-05,21.98973,0.006164199,0.007996501,0,0.01596635,0.0005126199
2.07405,0.00567844,0.07363807,29038.63,0.006756546,7.236221e-06,1.544307e-05,6.148159e-05,0.0002400601,0.0763463,1.004602,7.252829,0.008815863,7.190822,0.04581896,0.1106375,0.009036511,0.003580521,7.647408e-06,2.377328e-05,9.439303e-05,0.0003606781,0.02824489,0.002438881,0.0002300514,0.00081934,-0.03594762,0.0008203996,0.1227152,0.0104122,0.6128694,0.01144105,0.01144105,0,0.001144105,0.001144105,-0.3842343,0.007095902,6.756546,1004.602,1011.359,0.007236221,6.840707,8266.247,6.914345,37304.88,15.58632,0.1118422,0.01184225,0.5244621,0.5126199,-0.01184225,0.98935,0.2215862,333549.1,2048698,2048698,1,0.8371897,-0.01184225,0.09363318,0.09363318,0.5126199,0.6062531,7.957648e-05,21.98973,0.006164199,0.007996501,0,0.01596635,0.0005126199
2.089884,0.005721789,0.07537741,29038.63,0.00681321,7.357749e-06,1.58173e-05,6.296731e-05,0.0002457304,0.07679305,1.004641,7.252833,0.008828829,7.190253,0.04583214,0.10907,0.009249823,0.003577049,7.703508e-06,2.349853e-05,9.327783e-05,0.0003555681,0.02818795,0.002436516,0.0002298456,0.0008184644,-0.03591056,0.0008447245,0.1227135,0.01041205,0.6115193,0.01143016,0.01143016,0,0.001143016,0.001143016,-0.3838435,0.007088481,6.81321,1004.641,1011.454,0.007357749,6.899352,8266.303,6.974729,37304.93,15.58633,0.1118429,0.0118429,0.52447,0.5126271,-0.0118429,0.9891928,0.2215874,333547.6,2048695,2048695,1,0.8371902,-0.0118429,0.09363378,0.09363378,0.5126271,0.6062609,-1.208812e-06,21.97566,0.006134894,0.007859765,0,0.01578602,0.0005126271
2.089884,0.005721789,0.07537741,29038.63,0.00681321,7.357749e-06,1.58173e-05,6.296731e-05,0.0002457304,0.07679305,1.004641,7.252833,0.008828829,7.190253,0.04583214,0.10907,0.009249823,0.003577049,7.703508e-06,2.349853e-05,9.327783e-05,0.0003555681,0.02818795,0.002436516,0.0002298456,0.0008184644,-0.03591056,0.0008447227,0.1227135,0.01041205,0.6115193,0.01143016,0.01143016,0,0.001143016,0.001143016,-0.3838435,0.007088481,6.81321,1004.641,1011.454,0.007357749,6.899352,8266.303,6.974729,37304.93,15.58633,0.1118429,0.0118429,0.52447,0.5126271,-0.0118429,0.9891928,0.2215874,333547.6,2048695,2048695,1,0.8371902,-0.0118429,0.09363378,0.09363378,0.5126271,0.6062609,-1.208812e-06,21.97566,0.006134894,0.007859765,0,0.01578602,0.0005126271
2.248216,0.00615528,0.09141516,29038.63,0.007376834,8.621309e-06,1.932052e-05,7.685469e-05,0.0002980134,0.08121321,1.005025,7.252869,0.008957728,7.184598,0.0459809,0.09356326,0.01121629,0.003542511,8.254321e-06,2.075373e-05,8.214968e-05,0.0003050162,0.02764989,0.00241299,0.0002277952,0.0008097583,-0.03551179,0.001027556,0.1226961,0.01041058,0.59852,0.01132184,0.01132184,0,0.001132184,0.001132184,-0.3796289,0.007014731,7.376834,1005.025,1012.402,0.008621309,7.48163,8266.852,7.573046,37305.48,15.58642,0.1118494,0.01184936,0.5245489,0.5126995,-0.01184936,0.9879289,0.2215988,333533.3,2048671,2048671,1,0.8371953,-0.01184936,0.09363976,0.09363976,0.5126995,0.6063393,-0.0008090617,21.83492,0.005841839,0.006492406,0,0.0139828,0.0005126995
2.248216,0.00615528,0.09141507,29038.63,0.007376834,8.621316e-06,1.932052e-05,7.685467e-05,0.0002980131,0.08121269,1.005025,7.252869,0.008957728,7.184598,0.04598199,0.09356327,0.01121628,0.003542511,8.254321e-06,2.075373e-05,8.214968e-05,0.0003050163,0.02765158,0.00241299,0.0002277952,0.0008097583,-0.03550988,0.001023952,0.1226961,0.01041058,0.5985427,0.01132184,0.01132184,0,0.001132184,0.001132184,-0.3796084,0.007014731,7.376834,1005.025,1012.402,0.008621316,7.48163,8266.852,7.573045,37305.48,15.58642,0.1118494,0.01184936,0.5245489,0.5126995,-0.01184936,0.9879289,0.2215988,333533.3,2048671,2048671,1,0.8371953,-0.01184936,0.09363976,0.09363976,0.5126995,0.6063393,-0.0008090617,21.83492,0.005841839,0.006492406,0,0.0139828,0.0005126995
2.406549,0.006588771,0.1050218,29038.63,0.007935017,9.970621e-06,2.238955e-05,8.898353e-05,0.0003423711,0.08555277,1.005405,7.252905,0.009085256,7.179011,0.04614969,0.07835777,0.01288395,0.003508312,8.786939e-06,1.80139e-05,7.106426e-05,0.0002554463,0.02715139,0.002389696,0.0002257585,0.0008011409,-0.03508059,0.001136803,0.1226788,0.01040911,0.5862066,0.01121454,0.01121454,0,0.001121454,0.001121454,-0.3750583,0.006941818,7.935017,1005.405,1013.34,0.009970621,8.05636,8267.395,8.161382,37306.03,15.58651,0.1118558,0.01185575,0.5246277,0.512772,-0.01185575,0.9871319,0.2216102,333519.1,2048648,2048648,1,0.8372004,-0.01185575,0.09364568,0.09364568,0.512772,0.6064176,-0.001616915,21.69418,0.005548785,0.005125047,0,0.01217957,0.000512772
2.406549,0.006588771,0.1050214,29038.63,0.007935016,9.970648e-06,2.238955e-05,8.898348e-05,0.0003423699,0.08555087,1.005405,7.252905,0.009085256,7.179009,0.04615368,0.07835782,0.0128839,0.003508312,8.786938e-06,1.80139e-05,7.106426e-05,0.0002554465,0.02715758,0.002389696,0.0002257585,0.0008011409,-0.03507356,0.001123583,0.1226788,0.01040911,0.5862899,0.01121454,0.01121454,0,0.001121454,0.001121454,-0.3749832,0.006941818,7.935016,1005.405,1013.34,0.009970648,8.05636,8267.395,8.161382,37306.03,15.58651,0.1118558,0.01185575,0.5246277,0.512772,-0.01185575,0.9871319,0.2216102,333519.1,2048648,2048648,1,0.8372004,-0.01185575,0.09364568,0.09364568,0.512772,0.6064176,-0.001616915,21.69418,0.005548785,0.005125047,0,0.01217957,0.000512772
2.564881,0.007022262,0.1162441,29038.64,0.008487811,1.140287e-05,2.502516e-05,9.936049e-05,0.0003789559,0.08981489,1.005781,7.252941,0.009211426,7.173493,0.04633335,0.0634476,0.01425868,0.003474449,9.301813e-06,1.527903e-05,6.002083e-05,0.0002068392,0.02668393,0.00236663,0.0002237354,0.0007926109,-0.03462602,0.001190073,0.1226615,0.01040764,0.5744674,0.01110826,0.01110826,0,0.001110826,0.001110826,-0.3702289,0.006869729,8.487811,1005.781,1014.269,0.01140287,8.6236,8267.934,8.739844,37306.57,15.58658,0.1118621,0.01186209,0.5247065,0.5128444,-0.01186209,0.9866995,0.2216214,333505,2048624,2048624,1,0.8372053,-0.01186209,0.09365154,0.09365154,0.5128444,0.6064959,-0.002424768,21.55344,0.00525573,0.003757688,0,0.01037634,0.0005128444
2.564881,0.007022262,0.1162438,29038.64,0.008487811,1.14029e-05,2.502516e-05,9.936044e-05,0.0003789546,0.08981344,1.005781,7.252941,0.009211426,7.173492,0.04633641,0.06344765,0.01425863,0.003474449,9.301812e-06,1.527903e-05,6.002083e-05,0.0002068393,0.02668866,0.00236663,0.0002237354,0.0007926109,-0.03462062,0.001179949,0.1226615,0.01040764,0.5745314,0.01110826,0.01110826,0,0.001110826,0.001110826,-0.3701712,0.006869729,8.487811,1005.781,1014.269,0.0114029,8.623599,8267.934,8.739843,37306.57,15.58658,0.1118621,0.01186209,0.5247065,0.5128444,-0.01186209,0.9866996,0.2216214,333505,2048624,2048624,1,0.8372053,-0.01186209,0.09365154,0.09365154,0.5128444,0.6064959,-0.002424768,21.55344,0.00525573,0.003757688,0,0.01037634,0.0005128444
2.723213,0.007455752,0.1251287,29038.64,0.009035271,1.291527e-05,2.722814e-05,0.0001079922,0.0004079195,0.09400396,1.006154,7.252976,0.009336253,7.168047,0.04652418,0.04882688,0.0153463,0.003440919,9.799386e-06,1.254909e-05,4.901863e-05,0.0001591756,0.02623534,0.002343791,0.0002217258,0.0007841668,-0.0341616,0.00121307,0.1226442,0.01040617,0.5631386,0.01100298,0.01100298,0,0.001100298,0.001100298,-0.365285,0.006798455,9.035271,1006.154,1015.19,0.01291527,9.183406,8268.467,9.308535,37307.11,15.58663,0.1118684,0.01186836,0.5247852,0.5129168,-0.01186836,0.9865576,0.2216325,333491.1,2048601,2048601,1,0.8372103,-0.01186836,0.09365734,0.09365734,0.5129168,0.6065742,-0.00323262,21.4127,0.004962675,0.002390328,0,0.008573108,0.0005129168
2.723213,0.007455752,0.1251283,29038.64,0.00903527,1.29153e-05,2.722814e-05,0.0001079921,0.0004079182,0.09400334,1.006154,7.252976,0.009336252,7.168047,0.0465255,0.04882692,0.01534625,0.003440919,9.799386e-06,1.254909e-05,4.901863e-05,0.0001591758,0.02623737,0.002343791,0.0002217258,0.0007841668,-0.03415927,0.001208717,0.1226442,0.01040617,0.5631661,0.01100298,0.01100298,0,0.001100298,0.001100298,-0.3652602,0.006798455,9.03527,1006.154,1015.19,0.0129153,9.183406,8268.467,9.308534,37307.11,15.58663,0.1118684,0.01186836,0.5247852,0.5129168,-0.01186836,0.9865577,0.2216325,333491.1,2048601,2048601,1,0.8372103,-0.01186836,0.09365734,0.09365734,0.5129168,0.6065742,-0.00323262,21.4127,0.004962675,0.002390328,0,0.008573108,0.0005129168
2.888777,0.007909041,0.1319679,29038.64,0.009602084,1.457952e-05,2.906987e-05,0.0001151585,0.0004302154,0.09830966,1.00654,7.253013,0.009465358,7.162432,0.04672579,0.03384173,0.0161827,0.00340621,1.030165e-05,9.69975e-06,3.755725e-05,0.0001103241,0.02577772,0.002320149,0.0002196386,0.0007754275,-0.03367524,0.001223309,0.1226261,0.01040463,0.551611,0.01089397,0.01089397,0,0.001089397,0.001089397,-0.3600981,0.006724786,9.602084,1006.54,1016.143,0.01457952,9.760892,8269.018,9.89286,37307.66,15.58668,0.1118749,0.01187485,0.5248674,0.5129925,-0.01187485,0.9866603,0.221644,333476.7,2048577,2048577,1,0.8372154,-0.01187485,0.09366335,0.09366335,0.5129925,0.6066559,-0.00407737,21.26553,0.004656236,0.0009605186,0,0.006687521,0.0005129925
2.888777,0.007909041,0.1319675,29038.64,0.009602084,1.457956e-05,2.906987e-05,0.0001151585,0.000430214,0.09830921,1.00654,7.253013,0.009465357,7.162431,0.04672676,0.03384179,0.01618265,0.00340621,1.030165e-05,9.69975e-06,3.755725e-05,0.0001103242,0.0257792,0.002320149,0.0002196386,0.0007754275,-0.03367354,0.001220128,0.1226261,0.01040463,0.5516312,0.01089397,0.01089397,0,0.001089397,0.001089397,-0.3600799,0.006724786,9.602084,1006.54,1016.143,0.01457956,9.760892,8269.018,9.892859,37307.66,15.58668,0.1118749,0.01187485,0.5248674,0.5129925,-0.01187485,0.9866603,0.221644,333476.7,2048577,2048577,1,0.8372154,-0.01187485,0.09366335,0.09366335,0.5129925,0.6066559,-0.00407737,21.26553,0.004656236,0.0009605186,0,0.006687521,0.0005129925
3.054341,0.008362331,0.1363514,29038.64,0.01016318,1.632544e-05,3.044029e-05,0.0001204308,0.0004445055,0.1025405,1.006923,7.253049,0.009593023,7.156897,0.04692816,0.0231245,0.0167268,0.003421812,1.094575e-05,7.650246e-06,2.929794e-05,7.538587e-05,0.0253473,0.002330776,0.0002207847,0.0007781213,-0.03319048,0.0011156,0.1226742,0.01040872,0.5405825,0.01094583,0.01094583,0,0.001094583,0.001094583,-0.354919,0.006750534,10.16318,1006.923,1017.086,0.01632544,10.33038,8269.564,10.46673,37308.21,15.5867,0.1118813,0.01188128,0.5246723,0.512791,-0.01188128,0.9869729,0.2216554,333462.5,2048553,2048553,1,0.8372205,-0.01188128,0.09366929,0.09366929,0.512791,0.6064603,-0.004686416,21.33573,0.004638759,0,0,0.005331687,0.000512791
3.054341,0.008362331,0.1366244,29038.64,0.01016663,1.63365e-05,3.04951e-05,0.0001206487,0.0004453955,0.1025413,1.006925,7.253049,0.009593805,7.156896,0.0469215,0.02309074,0.01676029,0.003421808,1.09494e-05,7.649621e-06,2.929308e-05,7.52758e-05,0.02533754,0.002330773,0.0002207858,0.0007781172,-0.03320206,0.001137051,0.1226742,0.01040872,0.5404513,0.01094583,0.01094583,0,0.001094583,0.001094583,-0.3550436,0.006750496,10.16663,1006.925,1017.092,0.0163365,10.33411,8269.568,10.47073,37308.21,15.58671,0.1118813,0.01188132,0.5246723,0.512791,-0.01188132,0.9869518,0.2216554,333462.4,2048553,2048553,1,0.8372205,-0.01188132,0.09366933,0.09366933,0.512791,0.6064603,-0.004686416,21.33573,0.004638759,0,0,0.005331687,0.000512791
2.970523,0.008132848,0.1344346,29038.64,0.009879829,1.543162e-05,2.980533e-05,0.0001179977,0.0004382569,0.1004075,1.00673,7.25303,0.009528569,7.159689,0.04682632,0.02655559,0.01648399,0.003389204,1.054298e-05,8.294906e-06,3.191442e-05,8.657123e-05,0.02555638,0.002308565,0.0002186135,0.0007711462,-0.03343448,0.00122252,0.1226171,0.01040388,0.5460426,0.01084054,0.01084054,0,0.001084054,0.001084054,-0.3575269,0.006688733,9.879829,1006.73,1016.609,0.01543162,10.04306,8269.289,10.1775,37307.93,15.58669,0.111878,0.01187803,0.524908,0.5130299,-0.01187803,0.986791,0.2216496,333469.7,2048565,2048565,1,0.8372179,-0.01187803,0.09366629,0.09366629,0.5130299,0.6066962,-0.004494455,21.19287,0.004504935,0.0002545671,0,0.005756535,0.0005130299
2.970523,0.008132848,0.1344361,29038.64,0.00987983,1.543153e-05,2.980535e-05,0.0001179979,0.0004382616,0.1004075,1.00673,7.25303,0.00952857,7.159689,0.04682638,0.02655541,0.01648417,0.003389204,1.054299e-05,8.294906e-06,3.191441e-05,8.657064e-05,0.02555647,0.002308565,0.0002186135,0.0007711462,-0.03343437,0.001222318,0.1226171,0.01040388,0.5460438,0.01084054,0.01084054,0,0.001084054,0.001084054,-0.3575257,0.006688733,9.87983,1006.73,1016.61,0.01543153,10.04307,8269.289,10.1775,37307.93,15.58669,0.111878,0.01187803,0.524908,0.5130299,-0.01187803,0.9867909,0.2216496,333469.7,2048565,2048565,1,0.8372179,-0.01187803,0.09366629,0.09366629,0.5130299,0.6066962,-0.004494455,21.19287,0.004504935,0.0002545671,0,0.005756535,0.0005130299
3.052268,0.008356654,0.136309,29038.64,0.01015619,1.630323e-05,3.0426e-05,0.0001203762,0.0004443675,0.1024875,1.006918,7.253048,0.009591432,7.156965,0.04692638,0.02315556,0.0167213,0.003420326,1.093356e-05,7.655516e-06,2.932017e-05,7.548712e-05,0.02535334,0.002329764,0.0002206872,0.0007777948,-0.03319521,0.001117307,0.1226719,0.01040853,0.5407296,0.01094105,0.01094105,0,0.001094105,0.001094105,-0.3549696,0.006747666,10.15619,1006.918,1017.074,0.01630323,10.32329,8269.558,10.4596,37308.2,15.5867,0.1118812,0.0118812,0.5246818,0.5128006,-0.0118812,0.986968,0.2216552,333462.7,2048553,2048553,1,0.8372204,-0.0118812,0.09366922,0.09366922,0.5128006,0.6064699,-0.004684831,21.32928,0.004631571,0,0,0.005335088,0.0005128006
3.052268,0.008356654,0.1364679,29038.64,0.01015815,1.630933e-05,3.045729e-05,0.0001205008,0.0004448853,0.1024883,1.006919,7.253048,0.009591879,7.156965,0.046922,0.02313591,0.01674078,0.003420324,1.093565e-05,7.655159e-06,2.931739e-05,7.542307e-05,0.02534688,0.002329763,0.0002206879,0.0007777924,-0.03320284,0.001131453,0.1226719,0.01040853,0.5406425,0.01094105,0.01094105,0,0.001094105,0.001094105,-0.3550516,0.006747644,10.15815,1006.919,1017.077,0.01630933,10.32542,8269.56,10.46189,37308.2,15.58671,0.1118812,0.01188122,0.5246819,0.5128006,-0.01188122,0.9869557,0.2216553,333462.6,2048553,2048553,1,0.8372204,-0.01188122,0.09366924,0.09366924,0.5128006,0.6064699,-0.004684831,21.32928,0.004631571,0,0,0.005335088,0.0005128006
2.9944,0.008198221,0.1350448,29038.64,0.009960698,1.568412e-05,2.999852e-05,0.0001187403,0.0004402459,0.101017,1.006785,7.253036,0.009546968,7.158891,0.04685557,0.02444096,0.01655845,0.003384253,1.061266e-05,7.884798e-06,3.026813e-05,7.967754e-05,0.02549194,0.002305193,0.0002183147,0.0007698998,-0.03336449,0.001222342,0.1226145,0.01040365,0.5444263,0.01082499,0.01082499,0,0.001082499,0.001082499,-0.356779,0.006678241,9.960698,1006.785,1016.745,0.01568412,10.12512,8269.367,10.26017,37308.01,15.5867,0.111879,0.01187896,0.5249198,0.5130408,-0.01187896,0.986838,0.2216513,333467.6,2048561,2048561,1,0.8372186,-0.01187896,0.09366715,0.09366715,0.5130408,0.606708,-0.004616285,21.17164,0.004460741,4.835868e-05,0,0.005484594,0.0005130408
2.9944,0.008198221,0.1350449,29038.64,0.009960698,1.568411e-05,2.999852e-05,0.0001187403,0.0004402464,0.101017,1.006785,7.253036,0.009546968,7.158891,0.04685556,0.02444094,0.01655847,0.003384253,1.061266e-05,7.884798e-06,3.026813e-05,7.967747e-05,0.02549193,0.002305193,0.0002183147,0.0007698998,-0.0333645,0.001222366,0.1226145,0.01040365,0.5444261,0.01082499,0.01082499,0,0.001082499,0.001082499,-0.3567791,0.006678241,9.960698,1006.785,1016.745,0.01568411,10.12512,8269.367,10.26017,37308.01,15.5867,0.111879,0.01187896,0.5249198,0.5130408,-0.01187896,0.9868379,0.2216513,333467.6,2048561,2048561,1,0.8372186,-0.01187896,0.09366715,0.09366715,0.5130408,0.606708,-0.004616285,21.17164,0.004460741,4.835868e-05,0,0.005484594,0.0005130408
3.018278,0.008263595,0.1356033,29038.64,0.01004145,1.593834e-05,3.01819e-05,0.0001194434,0.0004420667,0.1016249,1.00684,7.253041,0.009565337,7.158095,0.04688475,0.0236661,0.0166296,0.003396067,1.073494e-05,7.742025e-06,2.968523e-05,7.715147e-05,0.02543355,0.00231324,0.0002190958,0.000772461,-0.03329467,0.001185828,0.1226342,0.01040532,0.5428847,0.01086306,0.01086306,0,0.001086306,0.001086306,-0.3560328,0.006700833,10.04145,1006.84,1016.881,0.01593834,10.20701,8269.446,10.34261,37308.09,15.5867,0.1118799,0.01187988,0.5248384,0.5129585,-0.01187988,0.9868889,0.2216529,333465.6,2048558,2048558,1,0.8372194,-0.01187988,0.093668,0.093668,0.5129585,0.6066265,-0.004658835,21.22353,0.00451374,0,0,0.005390839,0.0005129585
3.018278,0.008263595,0.1356193,29038.64,0.01004165,1.593897e-05,3.018509e-05,0.0001194561,0.0004421188,0.101625,1.00684,7.253041,0.009565382,7.158095,0.04688431,0.02366412,0.01663156,0.003396067,1.073515e-05,7.741988e-06,2.968494e-05,7.714503e-05,0.0254329,0.00231324,0.0002190959,0.0007724608,-0.03329543,0.001187237,0.1226342,0.01040532,0.542876,0.01086306,0.01086306,0,0.001086306,0.001086306,-0.356041,0.00670083,10.04165,1006.84,1016.882,0.01593897,10.20723,8269.446,10.34285,37308.09,15.5867,0.1118799,0.01187989,0.5248384,0.5129585,-0.01187989,0.9868876,0.2216529,333465.6,2048558,2048558,1,0.8372194,-0.01187989,0.09366801,0.09366801,0.5129585,0.6066265,-0.004658835,21.22353,0.00451374,0,0,0.005390839,0.0005129585
3.009378,0.008239227,0.135401,29038.64,0.01001136,1.584338e-05,3.011469e-05,0.0001191859,0.0004414074,0.1013985,1.006819,7.253039,0.009558493,7.158392,0.04687387,0.02380193,0.01660346,0.003389743,1.068326e-05,7.764715e-06,2.978108e-05,7.759429e-05,0.02545461,0.002308932,0.0002186809,0.0007710703,-0.03332069,0.001203627,0.1226243,0.01040449,0.5434507,0.01084272,0.01084272,0,0.001084272,0.001084272,-0.3563109,0.006688623,10.01136,1006.819,1016.831,0.01584338,10.17651,8269.417,10.31191,37308.06,15.5867,0.1118795,0.01187954,0.5248794,0.5129999,-0.01187954,0.9868694,0.2216523,333466.3,2048559,2048559,1,0.8372191,-0.01187954,0.09366769,0.09366769,0.5129999,0.6066675,-0.004652028,21.19584,0.004482885,0,0,0.005405438,0.0005129999
3.009378,0.008239227,0.1354062,29038.64,0.01001143,1.584358e-05,3.011572e-05,0.00011919,0.0004414242,0.1013985,1.006819,7.253039,0.009558508,7.158392,0.04687373,0.02380129,0.01660409,0.003389743,1.068332e-05,7.764703e-06,2.978099e-05,7.759221e-05,0.0254544,0.002308932,0.0002186809,0.0007710703,-0.03332094,0.00120408,0.1226243,0.01040449,0.5434479,0.01084272,0.01084272,0,0.001084272,0.001084272,-0.3563136,0.006688622,10.01143,1006.819,1016.831,0.01584358,10.17658,8269.417,10.31198,37308.06,15.5867,0.1118795,0.01187954,0.5248794,0.5129999,-0.01187954,0.986869,0.2216523,333466.3,2048559,2048559,1,0.8372191,-0.01187954,0.09366769,0.09366769,0.5129999,0.6066675,-0.004652028,21.19584,0.004482885,0,0,0.005405438,0.0005129999
3.024355,0.008280232,0.1357579,29038.64,0.01006224,1.600412e-05,3.023111e-05,0.0001196324,0.0004425707,0.1017795,1.006854,7.253042,0.009570065,7.157893,0.04689163,0.02357131,0.01664947,0.003400391,1.077058e-05,7.726495e-06,2.961948e-05,7.684247e-05,0.02541836,0.002316185,0.0002193796,0.0007734117,-0.03327786,0.001175428,0.1226409,0.0104059,0.5424877,0.01087696,0.01087696,0,0.001087696,0.001087696,-0.3558532,0.006709179,10.06224,1006.854,1016.916,0.01600412,10.2281,8269.466,10.36386,37308.11,15.5867,0.1118801,0.01188012,0.5248104,0.5129303,-0.01188012,0.9869008,0.2216533,333465,2048557,2048557,1,0.8372196,-0.01188012,0.09366822,0.09366822,0.5129303,0.6065985,-0.004663483,21.24244,0.004534806,0,0,0.005380872,0.0005129303
3.024355,0.008280232,0.1357609,29038.64,0.01006227,1.600424e-05,3.023172e-05,0.0001196348,0.0004425807,0.1017795,1.006854,7.253042,0.009570074,7.157893,0.04689155,0.02357093,0.01664985,0.003400391,1.077062e-05,7.726488e-06,2.961943e-05,7.684123e-05,0.02541825,0.002316185,0.0002193796,0.0007734116,-0.03327799,0.001175678,0.1226409,0.0104059,0.5424861,0.01087696,0.01087696,0,0.001087696,0.001087696,-0.3558546,0.006709178,10.06227,1006.854,1016.916,0.01600424,10.22815,8269.466,10.36391,37308.11,15.5867,0.1118801,0.01188012,0.5248104,0.5129303,-0.01188012,0.9869006,0.2216533,333465,2048557,2048557,1,0.8372196,-0.01188012,0.09366823,0.09366823,0.5129303,0.6065985,-0.004663483,21.24244,0.004534806,0,0,0.005380872,0.0005129303
3.039332,0.008321238,0.1361122,29038.64,0.01011328,1.616621e-05,3.034716e-05,0.0001200772,0.0004437259,0.1021599,1.006889,7.253046,0.009581675,7.157395,0.04690895,0.02334098,0.0166952,0.003411073,1.085852e-05,7.688279e-06,2.945788e-05,7.609161e-05,0.0253815,0.002323461,0.0002200805,0.0007757597,-0.03323581,0.001148564,0.1226576,0.01040731,0.5415173,0.0109113,0.0109113,0,0.00109113,0.00109113,-0.3554038,0.006729796,10.11328,1006.889,1017.002,0.01616621,10.27987,8269.516,10.41599,37308.16,15.5867,0.1118807,0.01188071,0.5247414,0.5128607,-0.01188071,0.9869324,0.2216544,333463.8,2048555,2048555,1,0.83722,-0.01188071,0.09366877,0.09366877,0.5128607,0.6065295,-0.004674937,21.28903,0.004586727,0,0,0.005356306,0.0005128607
