"","time","IM_a","IM_b","shootP","litterP","ROP_a","LOP_a","PIP_a","DIP_a","rootP","ROP_b","LOP_b","PIP_b","DIP_b","in_IM","in_PIP","in_LOP","in_ROP","in_DIP","out_IM","out_PIP","out_LOP","out_ROP","out_DIP"
"419",418,6.56452904171032e-61,36971.268337069,0.261995870922513,0.135095373208336,1.55734329653573e-64,1.7023667950923e-64,1.39475333615407e-63,3.4051774023312e-08,1.63134697134121,9.83711904716305,0.302018450739906,20.578362839091,0.00441462602425008,0,0,0,0,0,0,0,0,0,0
"420",419,2.37397374258356e-61,36971.268337069,0.262876560325212,0.134225803093154,5.63192282443025e-65,6.10432233166024e-65,5.04393807441806e-64,3.33428837871906e-08,1.63112982158565,9.83759672123482,0.301508863313748,20.5786927543263,0.00432265532027051,0,0,0,0,0,0,0,0,0,0
"421",420,8.75197653967519e-62,36971.268337069,0.263742125153607,0.133338044458365,2.07628481935241e-65,2.23204485779596e-65,1.85951625761621e-64,3.37223872219063e-08,1.63086537840299,9.83808729843887,0.300982229460452,20.5789663090046,0.00437179390083935,0,0,0,0,0,0,0,0,0,0
"422",421,3.20828169226259e-62,36971.268337069,0.264603269087395,0.13233228615479,7.6112025022616e-66,8.10399064581162e-66,6.81657673410094e-65,3.49012482611199e-08,1.63043503643477,9.83864662124112,0.300377731024934,20.579433761324,0.00452447237381504,0,0,0,0,0,0,0,0,0,0
"423",422,1.18116890611335e-62,36971.268337069,0.265481770993258,0.131306161693781,2.80215909827524e-66,2.95479786367226e-66,2.50960771427072e-65,3.49141877572223e-08,1.6299834044044,9.83922116603562,0.299752260169262,20.5800824617796,0.00452595255192225,0,0,0,0,0,0,0,0,0,0
"424",423,4.36043672807515e-63,36971.268337069,0.266359952209845,0.130335854961229,1.03445302249235e-66,1.08083502512654e-66,9.26453921511938e-66,3.46424467896713e-08,1.62959187798159,9.8397681946467,0.299152591268082,20.5806541104134,0.00449059641876574,0,0,0,0,0,0,0,0,0,0
"425",424,1.61075785345039e-63,36971.268337069,0.267250796276157,0.12954053876105,3.82129918151705e-67,3.9624226927041e-67,3.42234740003674e-66,3.26683097986912e-08,1.62943311144408,9.84021937425133,0.298655045179779,20.5810197386985,0.00423457526286952,0,0,0,0,0,0,0,0,0,0
"426",425,5.93106929938538e-64,36971.268337069,0.268115849617606,0.128875231365135,1.40706377502447e-67,1.44962906651282e-67,1.26016331708138e-66,3.18720140922551e-08,1.6294137475277,9.84059886284705,0.298234673788741,20.58098341501,0.00413140051381533,0,0,0,0,0,0,0,0,0,0
"427",426,2.19134974632692e-64,36971.268337069,0.268959511669622,0.128108879315389,5.19867277016169e-68,5.31624811444061e-68,4.65592024949519e-67,3.29533306679354e-08,1.62923134864092,9.84103834400394,0.297745690044684,20.5809978822817,0.00427152363246948,0,0,0,0,0,0,0,0,0,0
"428",427,8.07084708468213e-65,36971.268337069,0.269824381823403,0.127346964245399,1.91469632091382e-68,1.94335432634604e-68,1.71479794291791e-67,3.24994524257398e-08,1.6290683192072,9.84147775900488,0.297254418628804,20.5811687808549,0.0042125562780213,0,0,0,0,0,0,0,0,0,0
