"","time","IM_a","IM_b","shootP","litterP","ROP_a","LOP_a","PIP_a","DIP_a","rootP","ROP_b","LOP_b","PIP_b","DIP_b","in_IM","in_PIP","in_LOP","in_ROP","in_DIP","out_IM","out_PIP","out_LOP","out_ROP","out_DIP"
"646",645,0.65035770248878,20303.7739743429,0.285425989346569,0.627130533005925,0.000738204456470629,0.00280095075704193,0.00261807163527442,0.00996412125737818,2.4817852786862,14.4001320642193,0.518383443541441,14.8950434420481,0.0125295987833288,6.06833456733039e-06,2.44286098915804e-08,9.3769151958489e-09,2.34422879896223e-09,1.68773213816846e-08,0.0163015650849032,6.56233715631301e-05,7.02073349647391e-05,1.85034911512087e-05,0.000249756050507943
"647",646,0.486721875428604,20303.9194107784,0.286226776357357,0.625822441801185,0.000699127453491063,0.0026413439154682,0.00195934134623274,0.00999230238543041,2.48289605762934,14.4008967108425,0.519216377254026,14.892880416251,0.0128103707159938,5.98153107995396e-06,2.40791748848549e-08,9.24278466451421e-09,2.31069616612855e-09,1.66359025315457e-08,0.019534371490845,7.8637315614751e-05,0.000106009193103151,2.80591772948701e-05,0.00040103672487284
"648",647,0.438069377172976,20304.0329329735,0.28311197814393,0.628530335931149,0.000699069282086517,0.00263866332430003,0.0017634864725519,0.0103721111662867,2.48377771551302,14.4015071851942,0.519887784657727,14.8910831818131,0.013014778425127,0.147751567308516,0.000594786816481869,0.000228308756106573,5.70771890266431e-05,0.000410928345898774,9.66451183786244e-07,3.89053350404779e-09,5.82131376048266e-09,1.5422587617996e-09,2.28825378749589e-08
"649",648,0.425725590465598,20304.1423198004,0.283153276168864,0.627990669850884,0.000721502607340026,0.00272072052542163,0.00171379548292144,0.0110050965502363,2.48484188400432,14.4022428544418,0.520690281671949,14.8893297251409,0.0128243621523412,0.046336056000934,0.000186529833416749,7.15994253134936e-05,1.78998563283734e-05,0.000128870367975036,9.39218813989622e-07,3.78090722507393e-09,6.00234508404592e-09,1.59175026902941e-09,2.42790049770087e-08
"650",649,0.332176413184177,20304.2426883913,0.285751120539252,0.624748549200617,0.00068347768608682,0.002565390595534,0.00133720511333483,0.0108808037236692,2.48624622886978,14.4032074228002,0.521718677708271,14.8870362519961,0.0125572772298961,5.61434063742146e-06,2.26010177435473e-08,8.67539445190302e-09,2.16884861297575e-09,1.56146682805096e-08,0.0306004145346294,0.000123184636722488,0.000236326278901249,6.29626297633293e-05,0.00100235023077815
"651",650,0.204995284288372,20304.3254129952,0.288425503353422,0.621428867649014,0.000560421472920518,0.00209179145817417,0.000825226390195111,0.00937021988598654,2.4876919489507,14.4041977428727,0.522758930607287,14.8844180651642,0.0125359446304746,4.41672544565199e-06,1.77799133704512e-08,6.82481486274516e-09,1.70620371568629e-09,1.22838472358201e-08,0.0545507240597395,0.000219598695914499,0.000556640797965186,0.000149132197028662,0.00249348311183825
"652",651,0.102365103801723,20304.3847963503,0.29063363959885,0.61870161261183,0.000404531101802673,0.0015029763651247,0.000412079650444112,0.00718105144673315,2.48888562507458,14.4050158242355,0.523612880594873,14.8819208963148,0.0127999158440413,3.33286671061469e-06,1.34167455322192e-08,5.15001408669042e-09,1.2875035216726e-09,9.26940694736742e-09,0.0330427113185799,0.0001330163153672,0.000485149844107598,0.000130579698743273,0.00231799120116049
"653",652,0.0483262604208273,20304.4205229228,0.292674467351968,0.616191951947346,0.000303053750912233,0.00112115912040099,0.00019454157483256,0.00583280335319954,2.48998885743487,14.4057698360382,0.524389157553876,14.8796976063689,0.0128356726523822,2.82485385565395e-06,1.13716954915449e-08,4.36502219039429e-09,1.09125554759857e-09,7.85651579509672e-09,0.00774482066865918,3.11774508632863e-05,0.00017967821745204,4.85677338436934e-05,0.00093477160394177
"654",653,0.0235177547069449,20304.4400703246,0.295234658286732,0.613058444615994,0.000248184070972938,0.000913263944054587,9.46727720575529e-05,0.00524293999718372,2.49137284757485,14.4067079620999,0.525327281830744,14.8771780406379,0.0125669557299077,2.62734584176967e-06,1.05766097611676e-08,4.05982875121512e-09,1.01495718780378e-09,7.30720425190511e-09,0.00334606409944163,1.34698727716065e-05,0.000129937561412405,3.53111859649845e-05,0.000745956130536663
"655",654,0.0361192966489587,20304.4544269911,0.298111757696563,0.609556671233334,0.000231390024612956,0.000849947562928539,0.000145401377858414,0.005230059730448,2.49292815236127,14.4077554542648,0.526347718235695,14.8741878369473,0.0124088093081351,0.0571178724908612,0.000229932975750563,8.8259709574605e-05,2.20649273936512e-05,0.00015885687909433,7.96849513407761e-08,3.20778719257357e-10,1.87512040592641e-09,5.10483441336777e-10,1.15383491317823e-08
"656",655,1.86619984665734,20304.5701901006,0.300629292465675,0.606509479807418,0.000974553334276585,0.00381480496689596,0.00751255019443907,0.0111438084417096,2.49428908339583,14.4086678593231,0.527218979919479,14.8715253788617,0.0124708065149141,3.83457117226037,0.0154364005855824,0.00592525812408371,0.00148131453102093,0.0106647531241264,4.11713565240038e-06,1.65738885368432e-08,8.41607053193876e-09,2.15002068771069e-09,2.45850256182705e-08
"657",656,4.05833206559044,20304.9448827955,0.302821912814825,0.603868394724924,0.00195071213898791,0.00769250099591495,0.0163371695711257,0.0187819103061497,2.49547437192364,14.4094683947326,0.527996828623315,14.8701666498373,0.0126274820181548,1.2990926001921,0.00522961052839457,0.00200738456464426,0.000501846141161064,0.00361305117157637,8.95333030192348e-06,3.60424117604929e-08,1.6970888816187e-08,4.30358330024664e-09,4.14359012407709e-08
"658",657,4.59840144244242,20305.390584382,0.305301032737998,0.600896546909217,0.00231295147285304,0.00909836719792498,0.0185112659356428,0.021996801501905,2.4968145366289,14.410372316723,0.52886577411719,14.8691456671571,0.0124850304436412,0.67246920998695,0.00270708343658404,0.0010391132334421,0.000259778308360525,0.00187027904449082,1.01448098158618e-05,4.08388164275171e-08,2.00724547460995e-08,5.10274126761504e-09,4.85284659434958e-08
"659",658,4.93199066068536,20305.8259721097,0.307889623453609,0.597809643531645,0.00259098662275588,0.0101598533440964,0.0198541584189224,0.0245957865138158,2.49821387914599,14.411313139344,0.529754533296378,14.8678464545,0.0124917740486676,0.86556255799513,0.00348439754456773,0.0013374850402477,0.000334371260061925,0.00240731246854496,1.08807610410987e-05,4.38014522514105e-08,2.2414263135356e-08,5.71613132352775e-09,5.42622429940932e-08
"660",659,5.45954118732397,20306.2496840431,0.310359106733699,0.594880107868415,0.00293931741330141,0.0114987220636093,0.021977859060402,0.0277102638897036,2.49954883446674,14.4122091610134,0.530590154767645,14.8666157027003,0.0125030084165648,1.03697811236172,0.00417444580418643,0.0016023598751321,0.000400589968783024,0.00288405536542469,1.20446219671173e-05,4.84866758847326e-08,2.53680218921492e-08,6.48460481748531e-09,6.11332787332877e-08
"661",660,6.07566405559713,20306.6671083221,0.31310202400298,0.591643513356705,0.00331936450409435,0.012950211756639,0.0244581153856474,0.0310644666328118,2.50103154099464,14.4131995375835,0.531492032036057,14.8652330934751,0.0123697700459553,1.0301639289248,0.00414701471464068,0.00159183045894584,0.000397957614736459,0.00286510368065146,1.34038876597869e-05,5.3958518443315e-08,2.85702405478673e-08,7.3230495477736e-09,6.85331870141533e-08
"662",661,6.67536504960347,20307.0818854993,0.315803349812939,0.588473992769452,0.00369191345878679,0.0143650079288962,0.0268722640242283,0.0343645381781976,2.50249180385451,14.4141723685057,0.532363220220937,14.8637107757869,0.0124192307139356,0.998834165330037,0.00402089401968554,0.00154341906483522,0.000385854766208804,0.0027779689844454,1.47269240685755e-05,5.92845168608468e-08,3.16915074218909e-08,8.14495218932408e-09,7.58136732060883e-08
"663",662,6.96700777936557,20307.5025787904,0.318268289522217,0.58559730550033,0.00394714754174813,0.015310995386965,0.0280462972608645,0.0368213736684444,2.50382430305151,14.4150598279678,0.533151015153736,14.8624054107423,0.0125210738396657,0.425868915482432,0.00171437245027304,0.000658061394064448,0.000164515348516112,0.00118443148994477,1.53703346243194e-05,6.18746221511863e-08,3.37785072131056e-08,8.70803944096546e-09,8.12338456528364e-08
"664",663,6.95110662910122,20307.9165646233,0.320886997495084,0.582557222735706,0.00408066950761311,0.0157620707811,0.0279822857940732,0.0384064130961391,2.50523992642676,14.4159991054321,0.533967603097678,14.8611113254097,0.0124379591336539,0.370330178537402,0.00149079642234515,0.000572241797165193,0.000143060449291298,0.00102996652065972,1.53352541409592e-05,6.17334026067944e-08,3.47736517526575e-08,9.00261027539454e-09,8.47306964054025e-08
"665",664,6.95770304813727,20308.3172819831,0.323705892813425,0.579303145280287,0.00421772051246575,0.0162184661680939,0.0280088402540366,0.0400125442001637,2.50676376724688,14.4170056807002,0.534821680679147,14.859572112871,0.0123609094242272,0.444343539600539,0.00178874366044073,0.000686608762656038,0.00017165219066401,0.00123581332546942,1.53498068974821e-05,6.17919859970147e-08,3.57805330482215e-08,9.30496673485241e-09,8.82740787728661e-08
"666",665,6.94114541940243,20308.7077237263,0.326580698450536,0.575920212148522,0.00434176014360015,0.0166159362403553,0.0279421860759248,0.0415248760966903,2.50828415442776,14.4180542613463,0.535690772545844,14.8579302290844,0.012372730864762,0.303473321467197,0.00122165831504008,0.000468933208613837,0.000117233302153459,0.000844023466461965,1.53132781175095e-05,6.16449362083347e-08,3.66574156651613e-08,9.57861802068268e-09,9.16105250707288e-08
"667",666,6.74745134844374,20309.0878891426,0.329365879782088,0.572704360840714,0.00439322656916771,0.0167264018887128,0.0271624537053275,0.0425062627296848,2.5097740897028,14.419054949415,0.536506077365671,14.8562882820192,0.0124051906816539,0.0694857853944518,0.000279721087487417,0.000107370862586993,2.68427156467483e-05,0.000193254659667989,1.48859579853002e-05,5.99247217585978e-08,3.69011205717033e-08,9.69216119559254e-09,9.37756211094665e-08
"668",667,6.39905001013056,20309.4534448675,0.332056603993066,0.569652804236464,0.00437413484201368,0.016562197060979,0.0257599337412542,0.0429410361448022,2.51122867165974,14.4200081893633,0.537270177323522,14.854683807235,0.012410112527268,2.77811738485243e-05,1.11835537534367e-07,4.29280403590782e-08,1.07320100897695e-08,7.7265317889067e-08,0.0346318568538916,0.000139413559275284,8.96351234782841e-05,2.36729532459376e-05,0.000232398217637032
"669",668,5.92949837025922,20309.8046773487,0.33492575067381,0.566384519506695,0.00426971276496512,0.0160682945273539,0.0238697126753094,0.0425574573158675,2.51276615185559,14.4210306275078,0.538068574024686,14.8529361466075,0.0123681522901998,2.67333145442342e-05,1.07617288543355e-07,4.13088666427166e-08,1.03272166606792e-08,7.4350999628419e-08,0.199357036159857,0.000802529130761702,0.000540235846793375,0.000143553000426939,0.00143083411567243
"670",669,5.30825883354215,20310.1426072011,0.337805839859337,0.562776134268486,0.0040382862211479,0.0150944299408154,0.0213688587551268,0.040887373702216,2.51416662991265,14.4221608912292,0.538924567738779,14.8512395412673,0.0125302881202052,2.49168966465611e-05,1.0030513992498e-07,3.85021004043488e-08,9.6255251010872e-09,6.9299157433113e-08,0.363423356190075,0.00146299240678845,0.00103342142139037,0.000276476256672357,0.00279930332009481
"671",670,4.57768633461813,20310.4653687575,0.340704730478824,0.558860821612048,0.00369694438422822,0.013716249309815,0.0184278754629707,0.0380681940991768,2.51544886980203,14.4233895788155,0.539825288556848,14.84978010672,0.0126542503317514,2.25971006477834e-05,9.09665988716779e-08,3.49175039865252e-08,8.7293759966313e-09,6.2847314315877e-08,0.448841438592252,0.00180685034499827,0.00134487612787059,0.000362484826289647,0.0037325805560046
"672",671,3.78425287630777,20310.7715916153,0.343615660778339,0.554918093276081,0.00326825007665845,0.0120346023032642,0.0152338398980335,0.0342688118331577,2.51671991669506,14.4246310238052,0.540708998123033,14.8483822781428,0.0126887173959032,1.9750850299311e-05,7.95087699327576e-08,3.05194194960185e-08,7.62985487400462e-09,5.49312903506667e-08,0.521468942060394,0.00209921869251395,0.0016583646855344,0.000450363906845129,0.00472223227051861
"673",672,2.94217682789652,20311.0599858787,0.346526536703531,0.550826099513431,0.00274904450140313,0.0100431499633276,0.0118439893455562,0.0294116925161157,2.51791599565204,14.4259233008501,0.541598859930482,14.8470143408672,0.01280013174429,1.64019549625065e-05,6.60274997682947e-08,2.53446376469675e-08,6.33615941174188e-09,4.5617304405139e-08,0.58048329136779,0.00233678610104101,0.0019814855079872,0.000542378821408873,0.00580284499373832
"674",673,2.10596899623135,20311.3261824859,0.349447450245728,0.546387110953805,0.00216883586218097,0.0078553066750467,0.00847776181123303,0.0237697017837569,2.51896174775749,14.4273285006074,0.542528459659655,14.8458265463283,0.0129770374243738,1.28909995580127e-05,5.18938426715262e-08,1.9919437253175e-08,4.97985931329375e-09,3.58525951490916e-08,0.556273221462245,0.00223932635378936,0.0020749102942739,0.000572878952176993,0.00627855804530314
"675",674,1.25995760437073,20311.570022799,0.352389475959208,0.541856543206092,0.00148448967002104,0.00532903186323401,0.00507206919058243,0.0167708392451767,2.51997366894382,14.4287682419998,0.543445632043067,14.8447792612421,0.0130255007830936,8.49443447325739e-06,3.41950865916222e-08,1.31257745941109e-08,3.28144364852772e-09,2.3624818139171e-08,0.632544070213164,0.00254636130539975,0.00267536581657381,0.000745267249316283,0.00841956497602385
"676",675,0.484995690151933,20311.7777655953,0.355325544510079,0.536861398296838,0.000722376057516987,0.00256761551255922,0.00195239243689748,0.00856444592198759,2.52076235087827,14.4303600411325,0.544411681624964,14.8438151582095,0.0133566716237,4.12851149070307e-06,1.66196829657763e-08,6.37946074064949e-09,1.59486518516237e-09,1.14822632937371e-08,0.493112203517008,0.00198506616911763,0.002610585143109,0.000734465185409258,0.00870777387562055
"677",676,0.162534657693784,20311.8943294223,0.358286835354987,0.530866565033915,0.000357642170230745,0.00125599937340857,0.000654297435747636,0.00477359887672596,2.52111940383048,14.4322690023559,0.545481656030611,14.8432110527367,0.0137539557015769,3.18240514900399e-06,1.28110493973927e-08,4.91751779173428e-09,1.22937944793357e-09,8.85094153437503e-09,0.0407286854435788,0.000163956874338222,0.000314734125771909,8.9619627342064e-05,0.00119619046080797
"678",677,0.0760107963596269,20311.9552284649,0.361290609446695,0.524684428851625,0.000274117169983065,0.000950643455944452,0.000305988088035587,0.00429894200823427,2.52140606978313,14.4342440045222,0.546510802091581,14.8428394955064,0.0138155456610093,2.57996172360424e-06,1.03858608621284e-08,3.98660983872151e-09,9.96652459680377e-10,7.17541900147231e-09,0.0140809014016731,5.66838962892918e-05,0.000176105466754582,5.07798500725529e-05,0.000796373429151563
"679",678,0.0348969907198838,20311.9887554092,0.364316975508798,0.519909812742091,0.000226252841736785,0.000776978971823728,0.000140480878769539,0.0041434094004784,2.52231141650812,14.4357790865607,0.547271153797675,14.8418439132427,0.0131389739033593,2.26299188156961e-06,9.10987112679868e-09,3.49682152935544e-09,8.74205382338861e-10,6.29385885791652e-09,0.00297401908070092,1.1972173110508e-05,6.62163195117714e-05,1.92818995136049e-05,0.000353112929280663
