"","time","IM_a","IM_b","shootP","litterP","ROP_a","LOP_a","PIP_a","DIP_a","rootP","ROP_b","LOP_b","PIP_b","DIP_b","in_IM","in_PIP","in_LOP","in_ROP","in_DIP","out_IM","out_PIP","out_LOP","out_ROP","out_DIP"
"411",410,1.81836836654688e-46,31799.5671423398,0.546385611562309,0.185437157569522,1.58711847451109e-48,2.15634511176706e-48,7.32000040083177e-49,7.96407525815334e-08,1.81427432361165,12.3986473687084,0.343800771131166,29.2611121917574,0.0124177348636303,0,0,0,0,0,0,0,0,0,0
"412",411,6.69303730248329e-47,31799.5671423398,0.549011382618969,0.184244275359477,5.84185435074176e-49,7.86477559525957e-49,2.69434052188217e-49,8.04561778764803e-08,1.81573784384956,12.39931930989,0.343337651545465,29.2578788050253,0.0125458900999168,0,0,0,0,0,0,0,0,0,0
"413",412,2.4613816455374e-47,31799.5671423398,0.551660582601337,0.183116264284969,2.14835693049008e-49,2.86699552618355e-49,9.90850641894358e-50,8.01282151352276e-08,1.81727683041688,12.3999599696184,0.342891765439702,29.2546739348425,0.0124958115128911,0,0,0,0,0,0,0,0,0,0
"414",413,9.13320618869531e-48,31799.5671423398,0.554318499562686,0.182065449556765,7.97169624168317e-50,1.0554202153457e-49,3.67665178255866e-50,7.96299303594166e-08,1.81889037946425,12.4005616061529,0.342469394718221,29.2513506337632,0.0124191959969191,0,0,0,0,0,0,0,0,0,0
"415",414,3.37651054440024e-48,31799.5671423398,0.556958502406245,0.181009024585197,2.9471048677424e-50,3.86971294441747e-50,1.3592437590277e-50,7.98626692799585e-08,1.8204702694163,12.4011713248107,0.342037897731583,29.2479715601824,0.0124565798497702,0,0,0,0,0,0,0,0,0,0
"416",415,1.24276364426002e-48,31799.5671423398,0.559573498861192,0.179865769205862,1.08471593299957e-50,1.41134364395047e-50,5.00285340499951e-51,8.05573691084426e-08,1.82192653581342,12.4018366122025,0.341563055056241,29.2447437285348,0.0125659586134493,0,0,0,0,0,0,0,0,0,0
"417",416,4.57529189401832e-49,31799.5671423398,0.562184790075724,0.178683928144741,3.99343192769411e-51,5.14657708308637e-51,1.84182364334333e-51,8.08434750116308e-08,1.8233273105582,12.4025303257027,0.341063359140531,29.2416738694315,0.0126115749478959,0,0,0,0,0,0,0,0,0,0
"418",417,1.68901620161437e-49,31799.5671423398,0.564803283671782,0.177533468327003,1.4742165925496e-51,1.88229436512468e-51,6.79928198284007e-52,8.06770186400564e-08,1.82475475968401,12.4032115932093,0.340568183197359,29.2386172640976,0.0125866059808464,0,0,0,0,0,0,0,0,0,0
"419",418,6.22887215590032e-50,31799.5671423398,0.567441054528401,0.176477006783737,5.43671912461321e-52,6.8816370095432e-52,2.50748679512648e-52,7.994042681307e-08,1.82628741867843,12.4038426043306,0.340105796634553,29.2354485567605,0.0124727211882122,0,0,0,0,0,0,0,0,0,0
"420",419,2.29805201701095e-50,31799.5671423398,0.570089270133134,0.175522743756532,2.00579864821989e-52,2.51886927379764e-52,9.25100875880128e-53,7.92654913362711e-08,1.82792760595309,12.4044173090444,0.339681806706765,29.2320679301396,0.0123684938458372,0,0,0,0,0,0,0,0,0,0
"421",420,8.48087477414276e-51,31799.5671423398,0.572711983318657,0.174548687405312,7.40232467836984e-53,9.22004021093494e-53,3.41405008403331e-53,7.96142995649562e-08,1.82951147072247,12.4050087472325,0.339242783517055,29.2286275004172,0.0124239866174018,0,0,0,0,0,0,0,0,0,0
"422",421,3.09232877548429e-51,31799.5671423398,0.575295103065575,0.173445716610244,2.69906374259774e-53,3.32952444687383e-53,1.24484391020476e-53,8.07143665514894e-08,1.83090615193739,12.4056842621482,0.33873781763035,29.2254094781316,0.0125966286071126,0,0,0,0,0,0,0,0,0,0
"423",422,1.1315519428862e-51,31799.5671423398,0.577888393685188,0.17232342902323,9.87647512167226e-54,1.20633443669263e-53,4.55516100470801e-54,8.07192036601853e-08,1.83227710626015,12.406377811401,0.338215339233142,29.2223947597434,0.0125983187795355,0,0,0,0,0,0,0,0,0,0
"424",423,4.18953779603626e-52,31799.5671423398,0.580492077440114,0.17126387821891,3.6567358727092e-54,4.42576513165411e-54,1.6865349678582e-54,8.043743119212e-08,1.83371410818189,12.4070386414041,0.337713862664681,29.2192972639773,0.0125553265204503,0,0,0,0,0,0,0,0,0,0
"425",424,1.54642798227999e-52,31799.5671423398,0.583146994228744,0.170396646104297,1.34976194336155e-54,1.62122394106786e-54,6.22528067381837e-55,7.86425626821974e-08,1.83540463462438,12.4075841005029,0.337297499556797,29.2159690500291,0.0122762351560435,0,0,0,0,0,0,0,0,0,0
"426",425,5.71575844142097e-53,31799.5671423398,0.585789811619075,0.169671784623763,4.9888603349656e-55,5.9536483405882e-55,2.30092839558757e-55,7.78788016617171e-08,1.83723419252129,12.4080436126517,0.336945460568837,29.2122321465539,0.0121581524275434,0,0,0,0,0,0,0,0,0,0
"427",426,2.10591211764709e-53,31799.5671423398,0.588399151412825,0.168835819768628,1.83809402379872e-55,2.17711398935687e-55,8.47753284147098e-56,7.8851272694285e-08,1.83889744636899,12.4085776449369,0.336534888853863,29.2085191578772,0.0123110507751788,0,0,0,0,0,0,0,0,0,0
"428",427,7.76413645168245e-54,31799.5671423398,0.591030958241255,0.168008485114938,6.77673711652334e-56,7.96662251196828e-56,3.1255208231738e-56,7.83839912882355e-08,1.84058438875051,12.4091103692589,0.336123556426859,29.2049782756593,0.0122391270090938,0,0,0,0,0,0,0,0,0,0
"429",428,2.85693088647719e-54,31799.5671423398,0.593533337327274,0.167344725412858,2.49360243707935e-56,2.91357048337929e-56,1.15008243757976e-56,7.8596618756422e-08,1.84232220903154,12.409541035599,0.335789988512686,29.2012704264275,0.0122734379373647,0,0,0,0,0,0,0,0,0,0
"430",429,1.05092945454032e-54,31799.5671423398,0.596095989789616,0.166610059571386,9.17278139784337e-57,1.06446101775394e-56,4.23060814849626e-57,7.85364593323487e-08,1.84403162161973,12.4100212545735,0.335417057435438,29.197634064123,0.0122651131957108,0,0,0,0,0,0,0,0,0,0
"431",430,3.87742046757922e-55,31799.5671423398,0.598715410175583,0.165806251459282,3.3843118758323e-57,3.89808691861182e-57,1.56088941597529e-57,7.83424413095826e-08,1.84570924459674,12.4105507734344,0.335004397669996,29.1940532429576,0.0122358402088325,0,0,0,0,0,0,0,0,0,0
"432",431,1.42807500014492e-55,31799.5671423398,0.601198093272044,0.165160148576879,1.24646042980917e-57,1.42695882289918e-57,5.74884042518295e-58,7.86520898622091e-08,1.84742838716399,12.4109796879335,0.334669205661371,29.1903543364801,0.0122853011048765,0,0,0,0,0,0,0,0,0,0
"433",432,5.24968415935347e-56,31799.5671423398,0.603254569563761,0.164633603216118,4.58205876649762e-58,5.21911185496506e-58,2.11330612969706e-58,8.04384040358357e-08,1.84885812596845,12.4113315203291,0.334393730909991,29.1870383883381,0.012565220080906,0,0,0,0,0,0,0,0,0,0
"434",433,1.92379835770711e-56,31799.5671423398,0.605218484657839,0.164133945067116,1.67914047061285e-58,1.90332623690532e-58,7.74441802255828e-59,8.08867870809083e-08,1.85022351278569,12.4116673231593,0.334130385004395,29.1840654001373,0.0126361071464148,0,0,0,0,0,0,0,0,0,0
"435",434,7.13210454852331e-57,31799.5671423398,0.607271484861243,0.163614931436829,6.22508348657751e-59,7.02192154767107e-59,2.8710908699488e-59,8.05699027972497e-08,1.85165083488427,12.4120181594724,0.33385482599858,29.181077415395,0.0125875062266002,0,0,0,0,0,0,0,0,0,0
"436",435,2.59252039089069e-57,31799.5671423398,0.609385763339518,0.163083955256844,2.262818185593e-59,2.53850687725236e-59,1.04364168721888e-59,8.02228451871176e-08,1.85312075991867,12.4123792580339,0.333570771020793,29.1780004412872,0.012534209765128,0,0,0,0,0,0,0,0,0,0
"437",436,9.51409885667372e-58,31799.5671423398,0.611854294334025,0.162459607081499,8.30414911607096e-60,9.25856208010018e-60,3.82998344700961e-60,7.83587407202431e-08,1.85482602211132,12.4128067259037,0.333233957065901,29.1746505513514,0.0122440026382312,0,0,0,0,0,0,0,0,0,0
"438",437,3.50197219996639e-58,31799.5671423398,0.61444611224926,0.161687228012366,3.05661101350203e-60,3.38192584199765e-60,1.40974944236057e-60,7.86654710223408e-08,1.85646534695319,12.4133397271101,0.332813013688395,29.1710307466071,0.0122929855590095,0,0,0,0,0,0,0,0,0,0
"439",438,1.29375360842493e-58,31799.5671423398,0.617036155082218,0.160899796442415,1.12922127945721e-60,1.23971321997457e-60,5.20811795149751e-61,7.85937559509241e-08,1.85807500397008,12.4138877772521,0.33237884113967,29.1675148045704,0.0122827817941277,0,0,0,0,0,0,0,0,0,0
"440",439,4.76475032863711e-59,31799.5671423398,0.619607929754458,0.160096394182744,4.1587961010197e-61,4.52886442376173e-61,1.91809178806387e-61,7.90577764317848e-08,1.8596365992136,12.4144519087651,0.331930598277818,29.1639954142565,0.0123563153367783,0,0,0,0,0,0,0,0,0,0
"441",440,1.75653050000751e-59,31799.5671423398,0.622117965984415,0.159144787104155,1.53314480107144e-61,1.65347496042499e-61,7.07106667751011e-62,8.0566149066555e-08,1.86093729119196,12.4151264370553,0.331392587337608,29.1607631323294,0.0125929572758057,0,0,0,0,0,0,0,0,0,0
"442",441,6.47026919335281e-60,31799.5671423398,0.62461838148834,0.158118234145338,5.64741664051899e-62,6.02629332268835e-62,2.604663277264e-62,8.11093670553596e-08,1.86211774566228,12.4158615580323,0.330803345114841,29.1578772236532,0.0126786696391004,0,0,0,0,0,0,0,0,0,0
"443",442,2.36837373433724e-60,31799.5671423398,0.627163804950552,0.157191473786128,2.06717724387807e-62,2.18409532874343e-62,9.53409496316213e-63,8.02115082332633e-08,1.86345742895028,12.4165320922071,0.330263400620893,29.1549277548062,0.0125392033121917,0,0,0,0,0,0,0,0,0,0
"444",443,8.73332336799071e-61,31799.5671423398,0.629758202932276,0.156425778709025,7.62266827570227e-63,7.98922804007992e-63,3.51567546655498e-63,7.87109781098643e-08,1.86504483195083,12.4170914571173,0.329811519635625,29.1516377414544,0.0123056283344402,0,0,0,0,0,0,0,0,0,0
"445",444,3.23139559190856e-61,31799.5671423398,0.632361931130004,0.155756361111559,2.8204448211509e-63,2.93526207486197e-63,1.30082646966278e-63,7.79535782475955e-08,1.86675954621453,12.4175848750427,0.329412183109426,29.1480119826189,0.0121882816641618,0,0,0,0,0,0,0,0,0,0
"446",445,1.18861175615962e-61,31799.5671423398,0.634869752507266,0.155175014790256,1.0374507783615e-63,1.07289986173167e-63,4.78486025801494e-64,7.8031564905482e-08,1.86848851082325,12.4180168745675,0.329062164833316,29.1442612905296,0.0122015527620191,0,0,0,0,0,0,0,0,0,0
"447",446,4.36192748591738e-62,31799.5671423398,0.637168997788747,0.154657170765912,3.80720200853687e-64,3.91489825509365e-64,1.75593194056431e-64,7.86415942262605e-08,1.87008836363655,12.4184045977913,0.328747822776356,29.1407103080407,0.0122978994037221,0,0,0,0,0,0,0,0,0,0
"448",447,1.61990394086164e-62,31799.5671423398,0.639500828388831,0.154136009903233,1.41389364156019e-64,1.44585583756768e-64,6.52106455136708e-65,7.86073897812347e-08,1.8717108900132,12.4187976280127,0.328429015480982,29.1372072460592,0.0122935423793005,0,0,0,0,0,0,0,0,0,0
"449",448,5.97275515998006e-63,31799.5671423398,0.641977488332643,0.153586874337752,5.21317365201282e-65,5.29871664260113e-65,2.40438466536625e-65,7.77337067638322e-08,1.87343415543385,12.4192148865574,0.328090400536166,29.1336134241045,0.012157931808869,0,0,0,0,0,0,0,0,0,0
"450",449,2.18520771788277e-63,31799.5671423398,0.644575726801205,0.152992083821045,1.90730525426051e-65,1.92548578519406e-65,8.79674419390541e-66,7.74028024115145e-08,1.87520930376206,12.4196705080763,0.327720476258805,29.129799795608,0.0121072671146715,0,0,0,0,0,0,0,0,0,0
"451",450,8.07208722618953e-64,31799.5671423398,0.647169060484313,0.152402749140506,7.04552443841696e-66,7.06583704744455e-66,3.24948909243648e-66,7.72367679418174e-08,1.87697979318202,12.42012573955,0.32735065419979,29.1259648078178,0.0120823572337144,0,0,0,0,0,0,0,0,0,0
"452",451,2.9737694828911e-64,31799.5671423398,0.649339382076608,0.151933789050366,2.59558215599439e-66,2.58919490849473e-66,1.19711683326751e-66,7.95229456936692e-08,1.87848997264102,12.4204907872176,0.327054006376519,29.1223262518851,0.0124409700746724,0,0,0,0,0,0,0,0,0,0
"453",452,1.09378992558883e-64,31799.5671423398,0.651140416765484,0.151547221389609,9.54687856472553e-67,9.4810483722036e-67,4.40314671165368e-67,8.1017845899127e-08,1.87974319216728,12.4207936108902,0.326807891154241,29.1193672354953,0.0126755899648984,0,0,0,0,0,0,0,0,0,0
"454",453,4.02455207050175e-65,31799.5671423398,0.653491583242331,0.151022265566899,3.51273210656159e-67,3.46729819307887e-67,1.62011852555408e-67,7.85523188908703e-08,1.88134505027161,12.4212076581689,0.32647134224134,29.1162464389268,0.0122908218746418,0,0,0,0,0,0,0,0,0,0
"455",454,1.48055371389414e-65,31799.5671423398,0.655888122439051,0.150487134812109,1.29226519502742e-67,1.26756743568931e-67,5.96009806293484e-68,7.86929165052901e-08,1.88297144695701,12.4216330083294,0.326125469596017,29.1126561141146,0.0123138639036813,0,0,0,0,0,0,0,0,0,0
"456",455,5.44687525020995e-66,31799.5671423398,0.657826931694944,0.150080495204322,4.75417220020283e-68,4.64095339159084e-68,2.19268712260615e-68,8.02085554002672e-08,1.88432057079839,12.4219585671296,0.325860740556791,29.1094760149563,0.0125518382959997,0,0,0,0,0,0,0,0,0,0
