X,t,IM_a,IM_b,shootP,litterP,ROP_a,LOP_a,PIP_a,DIP_a,rootP,ROP_b,LOP_b,PIP_b,DIP_b,in_IM,in_PIP,in_LOP,in_ROP,in_DIP,out_IM,out_PIP,out_LOP,out_ROP,out_DIP,date,dt,site.plot,A,porosity,HRT,Zs,Zw,Hw,Vw,Tw,dHw,dVw,Uw,ip,Tair,Twater,amc,ET,NATw,Qg,Qip,QET,Qnet,QHRT,Qout,Qin,Q_net_check,Q_check,site,plot,k_TSS,k_TP,k_f_OSS,k_f_SRP,k_OSS2ROP,k_SRP2PIP,k_ISS2PIP,k_shootM,shootM_sd,k_rootM,rootM_sd,k_BM2P_litter,k_BM2P_root,k_BM2P_shoot,k_BM2P_rootshoot,k_BM2P,sand,silt,clay,k_clay,k_f_fines,k_Ex_max,k_PSR,k_LOI,obs_TM_a,obs_IM_a,obs_OM_a,obs_TP_a,obs_IP_a,obs_OP_a,simyears,k_HRT,Z_a_actual,k_HRT_a,k_HRT_b,Z_a,k_DIP_E_O2,k_DIP_E_N2,IO_use_k_DIP_E,IO_Q_net,IO_HRT_power_model,est_Litter_gm2_mean,est_Litter_tp_gm2_mean,est_Litter_gm2_sd,est_Litter_tp_gm2_sd,obs_shootM_t49,obs_shootM_t92,obs_shootM_t458,street,street_abbrev1,street_abbrev2,id,forcingfile,outfile,TP,in_TP,out_TP
232,231,0.682771886885457,20248.171203563,0.235921194291882,0.681611010233894,2.72149077216224e-4,0.00107945771663291,0.00882686650990871,0.0155946084525326,2.01210116000265,14.0773342542239,0.293262436301364,15.8512696998885,0.0138572789254226,0.105731598228786,0.00136689679433355,1.01666746091211e-4,2.54166865228027e-5,0.00125453644554707,0.256912619782834,0.00332136317134927,4.06177107247362e-4,1.02403941553661e-4,0.00586792132040404,2020-03-02,1,OCSP.0,1,1,100,75.09847021,75.35900732250721,0.31264453500864986,0.31264553500864983,2.5,0.06143863061815863,0.06143863061815863,4.559807999999999,0.1524,0,2.5,2,0.27145605266337836,TRUE,0,0.0015240000000000002,0.0027145605266337834,-0.08661551594392565,0.003126455350086498,0.08974197129401215,0.003126455350086498,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.1911301156239,0.0027485166724946337,0.009697865540554332
233,232,0.624094080426261,20248.3071313578,0.235094999350298,0.681793506995839,2.61210798601693e-4,0.00103431192671676,0.00806828055366462,0.0151695185728866,2.01322995605171,14.0779902469877,0.294802573331419,15.8503679686462,0.0134888441232554,0.334474396671453,0.00432408086376945,3.21615525822528e-4,8.04038814556321e-5,0.00396863688581282,0.0624094080426261,8.06828055366462e-4,1.03431192671676e-4,2.61210798601693e-5,0.00151695185728866,2020-03-03,1,OCSP.0,1,1,100,75.09847021,75.41020618135568,0.3740831656268085,0.37408416562680846,7.833333333333333,0.17377109940025554,0.1737710994002556,2.01168,0.2794,6.666666666666666,7.833333333333333,2,0.28408242680305146,TRUE,0,0.0027939999999999996,0.0028408242680305145,0.061485454886189145,0.0037408416562680845,0.0037408416562680845,0.06522629654245723,-6.938893903907228e-18,-6.938893903907228e-18,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.191301417338295,0.00869473715686043,0.0024533321851869672
234,233,0.977431229712285,20248.4325340811,0.237157008541863,0.678995020851421,3.60267584849113e-4,0.00142684172807344,0.0126362188499622,0.0204449333040569,2.01453447847549,14.0787458990405,0.29656512071936,15.848703931085799,0.0132885360630237,0.776550207421618,0.0100392314780565,7.46695728500924e-4,1.86673932125231e-4,0.00921399613102902,0.0977431229712285,0.00126362188499622,1.42684172807344e-4,3.60267584849113e-5,0.00204449333040569,2020-03-04,1,OCSP.0,1,1,100,75.09847021,75.55501543085589,0.547854265027064,0.547855265027064,6.944444444444445,0.029352242937392248,0.029352242937392248,4.9621439999999994,0.1397,5.555555555555555,6.944444444444445,2,0.22864501250069763,TRUE,0,0.0013969999999999998,0.0022864501250069763,0.17466054952526255,0.0054785526502706405,0.0054785526502706405,0.1801391021755332,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.2028582562444,0.020186597269711674,0.0034868261466941652
235,234,1.2485216464736,20248.5876292968,0.236534239953281,0.678961901230081,4.44570311693585e-4,0.00175962969260391,0.0161408724053144,0.0249265283073727,2.01570913676485,14.0794260884521,0.298144355087271,15.8474308400954,0.0134463503176119,0.307158192210458,0.00397093731031348,2.95349493060003e-4,7.38373732650007e-5,0.00364452210248968,0.12485216464736,0.00161408724053144,1.75962969260391e-4,4.44570311693585e-5,0.00249265283073727,2020-03-05,1,OCSP.0,1,1,100,75.09847021,75.57947563330372,0.5772065079644563,0.5772075079644563,4.722222222222222,0.03983809485104073,0.03983809485104073,3.218688,0,2.7777777777777777,4.722222222222222,2,0.31274234218856567,TRUE,0,0,0.003127423421885657,0.0324796663592779,0.005772075079644563,0.005772075079644563,0.03825174143892247,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.21292451261758,0.007984646279128163,0.00432716007169846
236,235,1.29219950824867,20248.7477560194,0.234223627472054,0.680677797345487,4.73268276472455e-4,0.00187045589531679,0.0167055392621844,0.0266303330775349,2.01676522817479,14.080039577627,0.2995664033358,15.8465329199772,0.0135905723733722,0.353736218046394,0.00457309745229639,3.40136826321013e-4,8.50342065802533e-5,0.00419718404983273,0.129219950824867,0.00167055392621844,1.87045589531679e-4,4.73268276472455e-5,0.00266303330775349,2020-03-06,1,OCSP.0,1,1,100,75.09847021,75.61267404567958,0.617044602815497,0.617045602815497,3.833333333333333,-0.012235163572375973,-0.012235163572375973,4.649216,0,1.6666666666666665,3.833333333333333,2,0.25468786393055265,TRUE,0,0,0.0025468786393055263,0.042384973490346256,0.00617045602815497,0.00617045602815497,0.048555429518501225,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.217075722817214,0.009195452535030386,0.0045679596511508545
237,236,1.27275822182206,20248.9079284567,0.232216475951119,0.682155008402976,4.83809407036894e-4,0.00190966300960003,0.0164542025516888,0.0273848490965031,2.01769735048675,14.0805829779597,0.300824787462326,15.8458957109638,0.0137779429868397,0.204536919434324,0.00264425076496685,1.96673495934599e-4,4.91683739836496e-5,0.00242689058132881,0.144676929111205,0.00187038155034987,2.17075148389668e-4,5.49955663888823e-5,0.0031128896309811,2020-03-07,1,OCSP.0,1,1,100,75.09847021,75.60247807603594,0.604809439243121,0.6048104392431211,1,-0.02701583143162911,-0.02701583143162911,4.380992,0,-3.333333333333333,1,2,0.33051776450693177,TRUE,0,0,0.0033051776450693177,-0.008929985927306656,0.00604810439243121,0.014978090319737868,0.00604810439243121,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.21938277827834,0.005316983216213909,0.00525534189610952
238,237,1.16264899986242,20249.0635801158,0.230208844294935,0.683619814389073,4.66366374560762e-4,0.00183775369542346,0.0150307118919004,0.0266621407088058,2.01864383565973,14.081135912699,0.302102961897789,15.8454029565464,0.0137409116736591,0.195400613657862,0.0025261367168762,1.87888435506615e-4,4.69721088766537e-5,0.0023184856317561,0.163240130828494,0.00211036639258241,2.58027275391775e-4,6.5479528220742e-5,0.003743461128843,2020-03-08,1,OCSP.0,1,1,100,75.09847021,75.57996488317625,0.5777936078114919,0.577794607811492,4.277777777777778,-0.06927714955727426,-0.06927714955727426,2.190496,0,2.2222222222222223,4.277777777777778,2,0.30590236309076985,TRUE,0,0,0.0030590236309076986,-0.023956807800721413,0.00577794607811492,0.029734753878836333,0.00577794607811492,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.218852209831276,0.005079482893015568,0.006177334325037927
239,238,0.998136844663552,20249.2146699779,0.231451770887075,0.681586454528506,4.2381224871236e-4,0.00166524076671044,0.0129039007839887,0.0244575076082356,2.02002079264848,14.0819386037927,0.303948085017443,15.844389729503,0.0132126801509835,0.171972231552402,0.0022232548827524,1.65360757738142e-4,4.13401894345354e-5,0.00204050100176967,0.227650987857432,0.00294306915569228,3.79801334445161e-4,9.66613722369602e-5,0.00557816876244286,2020-03-09,1,OCSP.0,1,1,100,75.09847021,75.52223392521185,0.5085164582542177,0.5085174582542177,11.833333333333334,0.019841140616000508,0.019841140616000508,3.57632,0,11.666666666666666,11.833333333333334,2,0.34568984958953375,TRUE,0,0,0.0034568984958953373,-0.06582025106137893,0.005085174582542176,0.0709054256439211,0.005085174582542176,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.215998577935835,0.004470456831694747,0.008997700624817261
240,239,0.919787103605687,20249.351540148,0.234001724171727,0.678129214646287,4.03232270607095e-4,0.00157997603016241,0.0118909963005331,0.0234015515627508,2.02162922299745,14.0828724054672,0.306076851397405,15.8423396067102,0.0130219437307683,0.253445460921189,0.0032765397844638,2.43701748153742e-4,6.09254370384355e-5,0.00300720478088393,0.0919787103605687,0.00118909963005331,1.57997603016241e-4,4.03232270607095e-5,0.00234015515627508,2020-03-10,1,OCSP.0,1,1,100,75.09847021,75.53876820905852,0.5283575988702182,0.5283585988702182,9.166666666666668,0.11105336036921476,0.11105336036921476,4.783328,0.3048,8.333333333333334,9.166666666666668,2,0.49364823549610504,TRUE,0,0.0030480000000000004,0.00493648235496105,0.021729622970961555,0.005283585988702182,0.005283585988702182,0.027013208959663738,0,3.469446951953614e-18,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.21534672528509,0.006588371750539907,0.0037275756164053403
241,240,1.12100478373411,20249.4798926167,0.233797608122855,0.677676658755688,4.5920134752852e-4,0.00180127022826241,0.0144923359808018,0.026376378604857,2.02281000638367,14.0835573787284,0.307629677957697,15.840484259094,0.0134618520259525,0.60429149268671,0.00781227294426361,5.81059501428513e-4,1.45264875357128e-4,0.00717009592221519,0.112100478373411,0.00144923359808018,1.80127022826241e-4,4.5920134752852e-5,0.0026376378604857,2020-03-11,1,OCSP.0,1,1,100,75.09847021,75.63131267603286,0.6394109592394329,0.639411959239433,2.5,0.07920943416544335,0.07920943416544335,2.90576,0,0,2.5,2,0.30774429683834414,TRUE,0,0,0.0030774429683834413,0.1141308033375982,0.006394119592394329,0.006394119592394329,0.12052492292999253,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.22254662722971,0.01570869324326444,0.004312918616144973
242,241,1.41565915595497,20249.6218980621,0.231563564515967,0.679328352935429,5.39989496489244e-4,0.00212170734759321,0.0183016240609228,0.0305915703553525,2.02384969010041,14.0841622077189,0.308998407717068,15.8394337804983,0.0135707101250242,0.524786818375868,0.00678443749799646,5.04611384955947e-4,1.26152846238987e-4,0.00622674962664065,0.141565915595497,0.00183016240609228,2.12170734759321e-4,5.39989496489244e-5,0.00305915703553525,2020-03-12,1,OCSP.0,1,1,100,75.09847021,75.6973205378374,0.7186203934048763,0.7186213934048763,5.611111111111111,0.039367827028883084,0.039367827028883084,2.771648,0.2667,3.888888888888889,5.611111111111111,2,0.6089148111502659,TRUE,0,0.002667,0.0060891481115026595,0.082631582276946,0.007186213934048763,0.007186213934048763,0.08981779621099477,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.23246160487146,0.013641951355832044,0.005155489126035776
243,242,1.56662537969827,20249.7757028592,0.233060085254318,0.677113243404899,5.87793819627775e-4,0.00230795116676742,0.0202533135344976,0.0331421048477651,2.02513247111014,14.0849078772424,0.310678021331016,15.8383517882921,0.0133332777270251,0.385681018009101,0.00498607943115729,3.70853508194255e-4,9.27133770485638e-5,0.00457621847729129,0.156662537969827,0.00202533135344976,2.30795116676742e-4,5.87793819627775e-5,0.00331421048477651,2020-03-13,1,OCSP.0,1,1,100,75.09847021,75.73012706036147,0.7579882204337594,0.7579892204337594,8.722222222222221,0.06646021826394988,0.06646021826394988,5.990336,0.5334,7.777777777777778,8.722222222222221,2,0.43991326613127646,TRUE,0,0.005334,0.004399132661312765,0.03843295969019585,0.007579892204337594,0.007579892204337594,0.04601285189453344,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.23886792773055,0.010025864793691398,0.005629116336865789
244,243,1.6984652704784,20249.9305559924,0.235155849958916,0.674289572901249,6.30138003755273e-4,0.00247200188454177,0.0219577380120573,0.0353924820348292,2.02645264034546,14.0856731797101,0.312390265176564,15.8369848105432,0.0133279920203892,0.51231257812769,0.00662317067433524,4.92616716973646e-4,1.23154179243412e-4,0.00607873910486657,0.16984652704784,0.00219577380120573,2.47200188454177e-4,6.30138003755273e-5,0.00353924820348292,2020-03-14,1,OCSP.0,1,1,100,75.09847021,75.78551057558143,0.8244484386977092,0.8244494386977093,6.5,0.03653367450470446,0.03653367450470446,6.3032639999999995,0,5,6.5,2,0.21536557922879443,TRUE,0,0,0.0021536557922879444,0.06861387405623783,0.008244494386977093,0.008244494386977093,0.07685836844321492,0,0,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.244726670591064,0.013317680675418869,0.006045235993518354
245,244,1.82896889590511,20250.0893431536,0.233350343290769,0.675535070599496,6.72006167196036e-4,0.00263632691615279,0.0236448872676532,0.037614539798295,2.02747381124655,14.0862659713409,0.313712412964558,15.835999779629,0.0136755824955131,0.420837341280942,0.00544057994364221,4.04658246337385e-4,1.01164561584346e-4,0.00499335857140509,0.182896889590511,0.00236448872676532,2.63632691615279e-4,6.72006167196036e-5,0.0037614539798295,2020-03-15,1,OCSP.0,1,1,100,75.09847021,75.81595530433535,0.8609821132024137,0.8609831132024137,1,0.023474628863977,0.023474628863977,4.202176,0,-2.7777777777777777,1,2,0.1507133957717474,TRUE,0,0,0.0015071339577174738,0.038040808462421936,0.008609831132024136,0.008609831132024136,0.04665063959444607,6.938893903907228e-18,6.938893903907228e-18,OCSP,0,7.072297790285597,0.10941041666666666,0.4261835485239737,0.4401020059390625,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.002114800736592615,0.0016183052916145923,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.4469039267027926,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,df.hydroclimate.1m.OCSP.0x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_siphon_10d_OCSP.0_2023-08-23.csv,33.250580731716084,0.01093976132296903,0.0064567760149297024
