site,plot,site.plot,k_TSS,k_TP,k_f_OSS,k_f_SRP,k_OSS2ROP,k_SRP2PIP,k_ISS2PIP,k_shootM,shootM_sd,k_rootM,rootM_sd,k_BM2P_litter,k_BM2P_root,k_BM2P_shoot,k_BM2P_rootshoot,k_BM2P,sand,silt,clay,k_clay,k_f_fines,k_Ex_max,k_PSR,k_LOI,obs_TM_a,obs_IM_a,obs_OM_a,obs_TP_a,obs_IP_a,obs_OP_a,simdays,simyears,k_HRT,Z_a_actual,k_HRT_a,k_HRT_b,Z_a,k_DIP_E_O2,k_DIP_E_N2,IO_use_k_DIP_E,IO_Q_net,IO_HRT_power_model,est_Litter_gm2_mean,est_Litter_tp_gm2_mean,est_Litter_gm2_sd,est_Litter_tp_gm2_sd,obs_shootM_t49,obs_shootM_t92,obs_shootM_t458,street,street_abbrev1,street_abbrev2,id,sim_IM_deposition,sim_litterP_t365,sim_shootM_t49,sim_shootM_t92,sim_shootM_t458,sim_init_TP,sim_final_TP,sim_in_TP,sim_out_TP,sim_in_DIP,sim_out_DIP,sim_delta_TP,sim_delta_TP_yr,sim_TP_retention,sim_TP_retention_efficiency,sim_TP_retention_eff2,sim_TP_check,parsheet,sim_in_IM,sim_out_IM,IO_Hx,scenario,obs_IM_a_minus_ash,Csource,Cx,Hx,CxHx,assumptions,HRTx,sim_delta_DIP,sim_DIP_efficiency,DIP_change
Union St,2,OCD.2,47.70833333333333,0.119,0.23310810810810811,0.2587269102990033,0.001,0.6226967541715571,8.99848780395894e-4,333.211767392559,122.46737593604402,2007.93175659104,1432.08641928521,1140.97736625514,0.00206538818181819,0.002592825,0.00232910659090909,0.00203713779778124,6.255000000000025,83.74499999999998,10,0.1,0.9374499999999998,5.196789836398223,0.1206313090294518,0.18659215532097315,506,48.6019210245445,457.398078975455,0.715412500125398,0.316935833078845,0.398476667046552,NA,2,10,77.66302273,5.8,-3.6,0.366082729999988,0.0188066666666666,0.06557,TRUE,TRUE,FALSE,338.027632043759,0.244286583772041,55.6375603928744,0.040208279647465,369.333333333333,453.333333333333,624.040742995328,Union St,UnSt,Un,Un2,115.64242673949776,0.352566582589362,354.80433570209254,378.9581442975339,260.2595450335129,48.338224001445894,48.76428711590032,1.4232756131835913,1.041421123253807,0.3340490151578782,0.3536061468683405,0.426063114454422,0.213031557227211,0.3818544899297842,26.829272306271715,26.82927230627171,0.04420862452463781,pars_lcbp_stream_2xC_10d,1.4232756131835913,1.041421123253807,NA,stream_2xC_10d,2.862113126998999,stream,Cx2,Hx1,Hx1 Cx2,settlingVelocity,10d,-0.009778565855231153,-5.854569486223217,-5.854569486223217
Union St,4,OCD.4,47.70833333333333,0.119,0.23310810810810811,0.2587269102990033,0.001,0.6226967541715571,8.99848780395894e-4,369.424229098895,153.56065391367002,1387.69426822105,444.640026548937,540.718918918918,0.00125820192307689,0.0015570414507772,0.00140762168692705,0.00121419321114496,15.989999999999965,75.26000000000003,8.75,0.0875,0.8401000000000003,5.001352208575525,0.09233054552352692,0.17654644294310856,243.074074074074,23.4000582114528,219.674015862621,0.22410797496054,0.0781563808908914,0.145951594069649,NA,2,10,77.82101905,5.8,-3.6,0.5240790499999974,0.0229639166666666,0.0601306666666666,TRUE,TRUE,FALSE,405.506307033635,0.183777432466555,96.5661467624383,0.0437642478239369,809.333333333333,488,802.634036628523,Union St,UnSt,Un,Un4,49.71731666629785,0.218963929549711,385.9007991070067,406.0103588503488,244.46666334586533,32.70074521355189,32.950685107087516,0.7807328074620062,0.5496049335426063,0.19698458164090285,0.1892098911377051,0.2499398935356254,0.1249699467678127,0.23112787391939993,29.603965877999507,29.603965877999507,0.01881201961622547,pars_lcbp_stream_2xC_10d,0.7807328074620062,0.5496049335426063,NA,stream_2xC_10d,1.4326566251907025,stream,Cx2,Hx1,Hx1 Cx2,settlingVelocity,10d,0.003887345251598881,3.9468523061214995,3.9468523061214995
Swamp Rd,0,OCSP.0,24.5,0.112,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.00211480073659261,0.00161830529161459,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.446903926702793,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,NA,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,76.81482846930157,0.337425852272134,381.1322252742323,449.74572969885617,448.1867705089465,33.00877684687167,33.4293485661058,2.616312918569715,2.2449252745857544,0.8327133589496253,1.020155520214809,0.4205717192341325,0.21028585961706625,0.37138764398396074,14.19507740637503,14.195077406375034,0.04918407525017176,pars_lcbp_stream_2xC_10d,2.616312918569715,2.2449252745857544,NA,stream_2xC_10d,32.283647597743496,stream,Cx2,Hx1,Hx1 Cx2,settlingVelocity,10d,-0.09372108063259182,-22.509805955511624,-22.509805955511624
Swamp Rd,2,OCSP.2,24.5,0.112,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.00337158064516128,0.00229827891747115,0.00149551557425682,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,NA,2,10,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,FALSE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,64.58665585250128,0.271751758925851,305.67111839937513,377.10067193863574,446.65742187168513,44.58459211189371,44.87386205737562,2.107297370439336,1.866607482172946,0.682145858124076,0.8716568408216188,0.2892699454819052,0.1446349727409526,0.24068988826639015,11.42173343177524,11.421733431775236,0.04858005721551506,pars_lcbp_stream_2xC_10d,2.107297370439336,1.866607482172946,NA,stream_2xC_10d,105.98114630467418,stream,Cx2,Hx1,Hx1 Cx2,settlingVelocity,10d,-0.09475549134877137,-27.781592520213245,-27.781592520213245
Swamp Rd,4,OCSP.4,24.5,0.112,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,184.218894527124,47.05377199815902,505.249639402518,277.930990779603,1086.76239669421,0.00112845598006643,0.0042594693877551,0.00269396268391076,0.00154117320708231,24.085000000000036,68.41499999999996,7.5,0.075,0.7591499999999997,3.775993712508853,0.13297581035271647,0.1731102200487646,278.814814814814,46.0126609910497,232.802153823765,0.398397047695111,0.126733907565323,0.271663140129787,NA,2,10,76.17881,1.1,-2.3,1.0803397899999965,0.022903,0.145474909090909,TRUE,TRUE,FALSE,222.745139812483,0.142453723309971,36.4643245796891,0.0233202789911956,29.3333333333333,305.333333333333,337.773333333333,Swamp Rd,SwRd,Sw,Sw4,7.050806458799343,0.229677024075314,239.0533551084302,288.4548764028659,340.29514176107136,36.26090854605418,36.348936805176294,0.10907503734342888,0.019478122848015,0.03508576191795647,0.00906637492687284,0.08802825912211176,0.04401412956105588,0.08959691449541388,82.14245594371236,82.14245594371236,-0.00156865537330211,pars_lcbp_stream_2xC_10d,0.10907503734342888,0.019478122848015,NA,stream_2xC_10d,22.7324456086732,stream,Cx2,Hx1,Hx1 Cx2,settlingVelocity,10d,0.013009693495541815,74.15938993123937,74.15938993123937
Prindle Rd,0,LC.0,1.75,0.035875,0.6578947368421058,0.4048979591836735,0.001,0.8986323989222718,0.00214853237446707,150.725081711143,93.711297504515,1646.41692839786,353.267919377839,1553.74431818181,9.96070552659719e-4,0.00165864220183486,0.00132735637724728,0.00104724113038905,37.29999999999997,51.45000000000003,11.25,0.1125,0.6270000000000003,3.36386359246735,0.12147797442676464,0.2397294933393994,313.148148148148,52.9400045537338,260.208143594414,0.960115662843554,0.291514199827499,0.668601463016054,NA,2,10,83.52687857,0.71,-3.5,0,0.0824854411111111,0.291137111111111,TRUE,TRUE,FALSE,183.590197584565,0.289284459920396,88.8783299316962,0.140046255253222,60,309.333333333333,227.925442576573,Prindle Rd,PrRd,Pr,Pr0,5.744634849997965,0.15824880864277,224.3595517490457,288.95563195121014,404.1133483585737,24.99349025177655,24.9980204217912,0.6904401237128177,0.6893034945759209,0.32620476989442987,0.5165780090760582,0.00453017001465028,0.00226508500732514,0.00113662913689682,0.16462385337408314,0.1646238533740796,0.00339354087775345,pars_lcbp_stream_0p5xC_10d,0.6904401237128177,0.6893034945759209,NA,stream_0p5xC_10d,26.9191901942924,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,10d,-0.09518661959081418,-58.36004152950893,-58.36004152950893
Prindle Rd,2,LC.2,1.75,0.035875,0.6578947368421058,0.4048979591836735,0.001,0.8986323989222718,0.00214853237446707,386.903207558561,137.479152199727,974.783356019687,374.477282856358,755.17277486911,0.00134371428571426,0.00102681434599156,0.00118526431585291,0.00121508035083845,16.730000000000018,52.01999999999998,31.25,0.3125,0.8326999999999998,4.149553649786964,0.0858006252762118,0.1883375969585359,461.666666666666,35.8625091174314,425.804157549235,0.367765561069667,0.0957963234070333,0.271969237662633,NA,2,10,83.91616429,0.71,-3.5,0.3892857200000037,0.131826666666666,0.217345,TRUE,TRUE,FALSE,456.215242907155,0.172538323791271,134.205424064571,0.0507558203541006,616,565.333333333333,468.730596939066,Prindle Rd,PrRd,Pr,Pr2,1.8546408804977543,0.231779887967072,405.5915044032277,427.74700291158945,258.70760358977446,26.80984713440076,26.85022028092461,0.14676879594504122,0.10889647676014148,0.06890916049454866,0.08265121132159771,0.04037314652384793,0.02018657326192396,0.03787231918489973,25.80406750702059,25.80406750702059,0.0025008273389482,pars_lcbp_stream_0p5xC_10d,0.14676879594504122,0.10889647676014148,NA,stream_0p5xC_10d,0,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,10d,-0.006871025413524523,-19.942269980398567,-19.942269980398567
Prindle Rd,4,LC.4,1.75,0.035875,0.6578947368421058,0.4048979591836735,0.001,0.8986323989222718,0.00214853237446707,281.625443010268,70.672109987179,1223.05257538127,304.22925216218,952.897297297297,0.00133514062499997,0.00115744210526315,0.00124629136513156,0.00128273942390656,15.484999999999973,49.51500000000003,35,0.35,0.8451500000000003,3.858700771779686,0.06977935939270782,0.1529428865306386,446.037037037037,37.2992644212135,408.737772615823,0.330085903626654,0.0865960319645949,0.243489871662059,NA,2,10,83.99556818,0.71,-3.5,0.46868961000001264,0.191737777777777,0.265600111111111,TRUE,TRUE,FALSE,348.622324130009,0.17673643371412,19.2333307449722,0.00975046647627449,473.333333333333,434.666666666666,530.780739736627,Prindle Rd,PrRd,Pr,Pr4,1.068744269599847,0.185551893018074,299.03304130891314,318.47922137043753,210.7543723260881,25.494684440958466,25.51986931610397,0.07851308016610432,0.05606390319152804,0.03676995837904844,0.04325866512183937,0.02518487514550571,0.01259243757275285,0.02244917697457628,28.592913342696804,28.592913342696804,0.00273569817092943,pars_lcbp_stream_0p5xC_10d,0.07851308016610432,0.05606390319152804,NA,stream_0p5xC_10d,0,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,10d,-0.003244353371395465,-17.646761184500555,-17.646761184500555
Union St,0,OCD.0,11.927083333333332,0.02975,0.23310810810810811,0.2587269102990033,0.001,0.6226967541715571,8.99848780395894e-4,354.012206655189,108.429491307935,1583.69628350651,619.961531509493,1147.873853211,0.00138203979238753,0.00149412565445026,0.00143808272341889,0.00137088800208802,6.44999999999996,78.55000000000004,15,0.15,0.9355000000000004,5.103527418687243,0.1262952221135821,0.30288495639071317,547.925925925925,213.696933915849,334.228992010076,1.25286250901663,0.700275821144989,0.552586687871641,NA,2,10,77.29694,5.8,-3.6,0,0.0260909166666666,0.0547148333333333,TRUE,TRUE,FALSE,342.862534024978,0.3584557979593,75.6734157132886,0.0791150152668373,636,450.666666666666,904.824856131649,Union St,UnSt,Un,Un0,75.96041737109772,0.263834298378906,383.2007599987429,414.3565107727367,302.5084359296453,33.17004239124319,33.39753566083724,0.9271741676321388,0.7022059604571657,0.23063913233544625,0.30787561783896866,0.22749326959404925,0.11374663479702464,0.22496820717497312,24.263856244993057,24.263856244993057,0.00252506241907612,pars_lcbp_stream_0p5xC_10d,0.9271741676321388,0.7022059604571657,NA,stream_0p5xC_10d,180.2740347148414,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,10d,-0.038618242751761206,-33.488022921968025,-33.488022921968025
Union St,2,OCD.2,11.927083333333332,0.02975,0.23310810810810811,0.2587269102990033,0.001,0.6226967541715571,8.99848780395894e-4,333.211767392559,122.46737593604402,2007.93175659104,1432.08641928521,1140.97736625514,0.00206538818181819,0.002592825,0.00232910659090909,0.00203713779778124,6.255000000000025,83.74499999999998,10,0.1,0.9374499999999998,5.196789836398223,0.1206313090294518,0.18659215532097315,506,48.6019210245445,457.398078975455,0.715412500125398,0.316935833078845,0.398476667046552,NA,2,10,77.66302273,5.8,-3.6,0.366082729999988,0.0188066666666666,0.06557,TRUE,TRUE,FALSE,338.027632043759,0.244286583772041,55.6375603928744,0.040208279647465,369.333333333333,453.333333333333,624.040742995328,Union St,UnSt,Un,Un2,28.910615436303488,0.351671179108678,354.66457226212543,378.7933525578446,258.2736038056744,48.338224001445894,48.41745681401306,0.3558189032958979,0.2888005358937397,0.08351225378946954,0.116847206796746,0.07923281256716308,0.03961640628358154,0.06701836740215816,18.834965422403624,18.834965422403627,0.01221444516500491,pars_lcbp_stream_0p5xC_10d,0.3558189032958979,0.2888005358937397,NA,stream_0p5xC_10d,2.862113126998999,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,10d,-0.01666747650363823,-39.916241622830945,-39.916241622830945
Union St,4,OCD.4,11.927083333333332,0.02975,0.23310810810810811,0.2587269102990033,0.001,0.6226967541715571,8.99848780395894e-4,369.424229098895,153.56065391367002,1387.69426822105,444.640026548937,540.718918918918,0.00125820192307689,0.0015570414507772,0.00140762168692705,0.00121419321114496,15.989999999999965,75.26000000000003,8.75,0.0875,0.8401000000000003,5.001352208575525,0.09233054552352692,0.17654644294310856,243.074074074074,23.4000582114528,219.674015862621,0.22410797496054,0.0781563808908914,0.145951594069649,NA,2,10,77.82101905,5.8,-3.6,0.5240790499999974,0.0229639166666666,0.0601306666666666,TRUE,TRUE,FALSE,405.506307033635,0.183777432466555,96.5661467624383,0.0437642478239369,809.333333333333,488,802.634036628523,Union St,UnSt,Un,Un4,12.429376754800614,0.218691497258686,385.9007991070067,406.0103588503488,243.265113577234,32.70074521355189,32.75588232290744,0.19518320186550156,0.14497022462637638,0.04924614541022568,0.05487123799700132,0.05513710935554883,0.02756855467777441,0.05021297723912518,25.726075174095335,25.726075174095342,0.00492413211642364,pars_lcbp_stream_0p5xC_10d,0.19518320186550156,0.14497022462637638,NA,stream_0p5xC_10d,1.4326566251907025,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,10d,-0.00281254629338782,-11.42240177361703,-11.42240177361703
Swamp Rd,0,OCSP.0,6.125,0.02799999999999999,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,302.235611594258,73.013113489712,1064.50872301703,164.5863743358,1421.03517587939,0.00148665566037735,0.00274294581280788,0.00211480073659261,0.00161830529161459,1.454999999999984,87.29500000000002,11.25,0.1125,0.9854500000000002,3.446903926702793,0.1664318278220391,0.29914264435717103,544.851851851851,78.8807570753897,465.971094776462,1.68142067364895,1.03113392874902,0.65028674489993,NA,2,10,75.09847021,1.1,-2.3,0,0.11172225,0.22923775,TRUE,TRUE,FALSE,331.519963640025,0.474308185422424,61.1163465620979,0.087439631445522,446.666666666666,438.666666666666,712.353430434621,Swamp Rd,SwRd,Sw,Sw0,19.203658048299985,0.337228002770533,381.1322252742323,449.74572969885617,441.5181072183224,33.00877684687167,32.90627161242759,0.6540782296424288,0.7732407680289577,0.20817833973740632,0.4670476974529374,-0.10250523444408088,-0.05125261722204044,-0.1191625383865289,-18.218392385827094,-18.218392385827094,0.01665730394244802,pars_lcbp_stream_0p5xC_10d,0.6540782296424288,0.7732407680289577,NA,stream_0p5xC_10d,32.283647597743496,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,10d,-0.12943467885776555,-124.3498041352745,-124.3498041352745
Swamp Rd,2,OCSP.2,6.125,0.02799999999999999,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.00337158064516128,0.00229827891747115,0.00149551557425682,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,NA,2,10,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,FALSE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,16.146704007100197,0.271651135266929,305.67111839937513,377.10067193863574,443.6623344481745,44.58459211189371,44.46395497764883,0.5268243426098341,0.6621752165563778,0.1705364645310191,0.413436653096076,-0.12063713424488044,-0.06031856712244021,-0.13535087394654366,-25.691841283572664,-25.69184128357267,0.01471373970166323,pars_lcbp_stream_0p5xC_10d,0.5268243426098341,0.6621752165563778,NA,stream_0p5xC_10d,105.98114630467418,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,10d,-0.12145009428252847,-142.4329918138273,-142.4329918138273
Swamp Rd,4,OCSP.4,6.125,0.02799999999999999,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,184.218894527124,47.05377199815902,505.249639402518,277.930990779603,1086.76239669421,0.00112845598006643,0.0042594693877551,0.00269396268391076,0.00154117320708231,24.085000000000036,68.41499999999996,7.5,0.075,0.7591499999999997,3.775993712508853,0.13297581035271647,0.1731102200487646,278.814814814814,46.0126609910497,232.802153823765,0.398397047695111,0.126733907565323,0.271663140129787,NA,2,10,76.17881,1.1,-2.3,1.0803397899999965,0.022903,0.145474909090909,TRUE,TRUE,FALSE,222.745139812483,0.142453723309971,36.4643245796891,0.0233202789911956,29.3333333333333,305.333333333333,337.773333333333,Swamp Rd,SwRd,Sw,Sw4,1.7626938784014785,0.229654377516918,239.0533551084302,288.4548764028659,339.46641996437927,36.26090854605418,36.281227286742535,0.02726875933585721,0.00707562681497432,0.00877144047948913,0.00447258369662841,0.02031874068835293,0.01015937034417646,0.02019313252088288,74.05225984861663,74.05225984861661,1.2560816747004405e-4,pars_lcbp_stream_0p5xC_10d,0.02726875933585721,0.00707562681497432,NA,stream_0p5xC_10d,22.7324456086732,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,10d,0.0021494283914303604,49.00970134737888,49.00970134737888
Prindle Rd,0,LC.0,1.75,0.035875,0.6578947368421058,0.4048979591836735,0.001,0.8986323989222718,0.00214853237446707,150.725081711143,93.711297504515,1646.41692839786,353.267919377839,1553.74431818181,9.96070552659719e-4,0.00165864220183486,0.00132735637724728,0.00104724113038905,37.29999999999997,51.45000000000003,11.25,0.1125,0.6270000000000003,3.36386359246735,0.12147797442676464,0.2397294933393994,313.148148148148,52.9400045537338,260.208143594414,0.960115662843554,0.291514199827499,0.668601463016054,NA,2,100,83.52687857,0.71,-3.5,0,0.0824854411111111,0.291137111111111,TRUE,TRUE,FALSE,183.590197584565,0.289284459920396,88.8783299316962,0.140046255253222,60,309.333333333333,227.925442576573,Prindle Rd,PrRd,Pr,Pr0,2.0159977689982043,0.15855157464549,224.52127311644463,289.74684535767,404.34847242999126,24.99349025177655,24.949646333588113,0.2055153353629307,0.254574909939209,0.09709760539601274,0.22811032894846373,-0.04384391818843625,-0.02192195909421812,-0.0490595745762783,-23.871490898546003,-23.87149089854601,0.00521565638784204,pars_lcbp_stream_0p5xC_100d,0.2055153353629307,0.254574909939209,NA,stream_0p5xC_100d,26.9191901942924,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,100d,-0.06550636177622549,-134.92889244602415,-134.92889244602415
Prindle Rd,2,LC.2,1.75,0.035875,0.6578947368421058,0.4048979591836735,0.001,0.8986323989222718,0.00214853237446707,386.903207558561,137.479152199727,974.783356019687,374.477282856358,755.17277486911,0.00134371428571426,0.00102681434599156,0.00118526431585291,0.00121508035083845,16.730000000000018,52.01999999999998,31.25,0.3125,0.8326999999999998,4.149553649786964,0.0858006252762118,0.1883375969585359,461.666666666666,35.8625091174314,425.804157549235,0.367765561069667,0.0957963234070333,0.271969237662633,NA,2,100,83.91616429,0.71,-3.5,0.3892857200000037,0.131826666666666,0.217345,TRUE,TRUE,FALSE,456.215242907155,0.172538323791271,134.205424064571,0.0507558203541006,616,565.333333333333,468.730596939066,Prindle Rd,PrRd,Pr,Pr2,1.105419245097437,0.231756994020048,405.6141675801929,427.7575773078326,258.60757867104775,26.80984713440076,26.83319605676759,0.07867053420530394,0.05835333422865959,0.03693646481759756,0.04869330094907052,0.02334892236682861,0.0116744611834143,0.02031719997664435,25.825679438788622,25.82567943878862,0.00303172239018426,pars_lcbp_stream_0p5xC_100d,0.07867053420530394,0.05835333422865959,NA,stream_0p5xC_100d,0,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,100d,-0.005878418065736479,-31.82989002746054,-31.82989002746054
Prindle Rd,4,LC.4,1.75,0.035875,0.6578947368421058,0.4048979591836735,0.001,0.8986323989222718,0.00214853237446707,281.625443010268,70.672109987179,1223.05257538127,304.22925216218,952.897297297297,0.00133514062499997,0.00115744210526315,0.00124629136513156,0.00128273942390656,15.484999999999973,49.51500000000003,35,0.35,0.8451500000000003,3.858700771779686,0.06977935939270782,0.1529428865306386,446.037037037037,37.2992644212135,408.737772615823,0.330085903626654,0.0865960319645949,0.243489871662059,NA,2,100,83.99556818,0.71,-3.5,0.46868961000001264,0.191737777777777,0.265600111111111,TRUE,TRUE,FALSE,348.622324130009,0.17673643371412,19.2333307449722,0.00975046647627449,473.333333333333,434.666666666666,530.780739736627,Prindle Rd,PrRd,Pr,Pr4,0.7765923099941574,0.185530936158108,299.03501423583333,318.47553821671045,210.70700001064705,25.494684440958466,25.51291791317774,0.05122949392469602,0.03597007049350818,0.0239922616130404,0.03007236814277016,0.01823347221927562,0.00911673610963781,0.01525942343118784,29.78640283587066,29.78640283587066,0.00297404878808778,pars_lcbp_stream_0p5xC_100d,0.05122949392469602,0.03597007049350818,NA,stream_0p5xC_100d,0,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,100d,-0.003040053264864879,-25.3419482822956,-25.3419482822956
Union St,0,OCD.0,11.927083333333332,0.02975,0.23310810810810811,0.2587269102990033,0.001,0.6226967541715571,8.99848780395894e-4,354.012206655189,108.429491307935,1583.69628350651,619.961531509493,1147.873853211,0.00138203979238753,0.00149412565445026,0.00143808272341889,0.00137088800208802,6.44999999999996,78.55000000000004,15,0.15,0.9355000000000004,5.103527418687243,0.1262952221135821,0.30288495639071317,547.925925925925,213.696933915849,334.228992010076,1.25286250901663,0.700275821144989,0.552586687871641,NA,2,100,77.29694,5.8,-3.6,0,0.0260909166666666,0.0547148333333333,TRUE,TRUE,FALSE,342.862534024978,0.3584557979593,75.6734157132886,0.0791150152668373,636,450.666666666666,904.824856131649,Union St,UnSt,Un,Un0,30.026875392697548,0.263914342845119,383.2130078776421,414.5764214683398,302.05189570765066,33.17004239124319,33.26194370168813,0.3222006434978313,0.23409391523181663,0.0801489940601386,0.13559624762745656,0.0919013104449391,0.04595065522246955,0.08810672826601462,27.34529866530439,27.3452986653044,0.00379458217892447,pars_lcbp_stream_0p5xC_100d,0.3222006434978313,0.23409391523181663,NA,stream_0p5xC_100d,180.2740347148414,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,100d,-0.02772362678365898,-69.18022392859221,-69.18022392859221
Union St,2,OCD.2,11.927083333333332,0.02975,0.23310810810810811,0.2587269102990033,0.001,0.6226967541715571,8.99848780395894e-4,333.211767392559,122.46737593604402,2007.93175659104,1432.08641928521,1140.97736625514,0.00206538818181819,0.002592825,0.00232910659090909,0.00203713779778124,6.255000000000025,83.74499999999998,10,0.1,0.9374499999999998,5.196789836398223,0.1206313090294518,0.18659215532097315,506,48.6019210245445,457.398078975455,0.715412500125398,0.316935833078845,0.398476667046552,NA,2,100,77.66302273,5.8,-3.6,0.366082729999988,0.0188066666666666,0.06557,TRUE,TRUE,FALSE,338.027632043759,0.244286583772041,55.6375603928744,0.040208279647465,369.333333333333,453.333333333333,624.040742995328,Union St,UnSt,Un,Un2,17.715160817097058,0.351696434773631,354.6745694988584,378.796439129376,258.1716428332457,48.338224001445894,48.38990728611988,0.206511840621669,0.16698360948340263,0.04846923276076023,0.07897984459166993,0.05168328467398453,0.02584164233699226,0.03952823113826637,19.14090302002699,19.14090302002699,0.01215505353571816,pars_lcbp_stream_0p5xC_100d,0.206511840621669,0.16698360948340263,NA,stream_0p5xC_100d,2.862113126998999,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,100d,-0.015255305915454851,-62.94841096723634,-62.94841096723634
Union St,4,OCD.4,11.927083333333332,0.02975,0.23310810810810811,0.2587269102990033,0.001,0.6226967541715571,8.99848780395894e-4,369.424229098895,153.56065391367002,1387.69426822105,444.640026548937,540.718918918918,0.00125820192307689,0.0015570414507772,0.00140762168692705,0.00121419321114496,15.989999999999965,75.26000000000003,8.75,0.0875,0.8401000000000003,5.001352208575525,0.09233054552352692,0.17654644294310856,243.074074074074,23.4000582114528,219.674015862621,0.22410797496054,0.0781563808908914,0.145951594069649,NA,2,100,77.82101905,5.8,-3.6,0.5240790499999974,0.0229639166666666,0.0601306666666666,TRUE,TRUE,FALSE,405.506307033635,0.183777432466555,96.5661467624383,0.0437642478239369,809.333333333333,488,802.634036628523,Union St,UnSt,Un,Un4,11.005484500696184,0.218680474586378,385.9007991070067,406.0103588503488,243.2682269918712,32.70074521355189,32.74969484642866,0.134732539200284,0.09119451978041014,0.03399400231951446,0.03926143785646159,0.04894963287677001,0.024474816438385,0.04353801941987385,32.31440576886425,32.314405768864255,0.00541161345689615,pars_lcbp_stream_0p5xC_100d,0.134732539200284,0.09119451978041014,NA,stream_0p5xC_100d,1.4326566251907025,stream,Cx0.5,Hx1,Hx1 Cx0.5,settlingVelocity,100d,-0.0026337177684735667,-15.495190849955703,-15.495190849955703
