X,t,IM_a,IM_b,shootP,litterP,ROP_a,LOP_a,PIP_a,DIP_a,rootP,ROP_b,LOP_b,PIP_b,DIP_b,in_IM,in_PIP,in_LOP,in_ROP,in_DIP,out_IM,out_PIP,out_LOP,out_ROP,out_DIP,date,dt,site.plot,A,porosity,HRT,Zs,Zw,Hw,Vw,Tw,dHw,dVw,Uw,ip,Tair,Twater,amc,ET,NATw,Qg,Qip,QET,Qnet,QHRT,Qout,Qin,Q_net_check,Q_check,site,plot,k_TSS,k_TP,k_f_OSS,k_f_SRP,k_OSS2ROP,k_SRP2PIP,k_ISS2PIP,k_shootM,shootM_sd,k_rootM,rootM_sd,k_BM2P_litter,k_BM2P_root,k_BM2P_shoot,k_BM2P_rootshoot,k_BM2P,sand,silt,clay,k_clay,k_f_fines,k_Ex_max,k_PSR,k_LOI,obs_TM_a,obs_IM_a,obs_OM_a,obs_TP_a,obs_IP_a,obs_OP_a,simyears,k_HRT,Z_a_actual,k_HRT_a,k_HRT_b,Z_a,k_DIP_E_O2,k_DIP_E_N2,IO_use_k_DIP_E,IO_Q_net,IO_HRT_power_model,est_Litter_gm2_mean,est_Litter_tp_gm2_mean,est_Litter_gm2_sd,est_Litter_tp_gm2_sd,obs_shootM_t49,obs_shootM_t92,obs_shootM_t458,street,street_abbrev1,street_abbrev2,id,forcingfile,outfile,TP,in_TP,out_TP
117,116,0.788291795636139,31778.3073594218,0.592421381762126,0.114922861544139,5.43455334094478e-4,0.00210196410200351,0.00317333735354679,0.0142029417341969,1.46204957048461,12.2134956623004,0.128254533014502,30.0498942578831,0.0126204632144482,0.0066883183221601,2.69244085522853e-5,9.55075912273486e-6,2.38768978068371e-6,1.86016272790583e-5,0.0347364947864734,1.39834788396148e-4,9.26241595749164e-5,2.39476466505908e-5,6.2586013736751e-4,2019-11-08,1,OCSP.2,1,1,100,75.18614762,75.83432761606979,0.7778159952837427,0.7778169952837427,1,-0.0838344565713669,-0.0838344565713669,5.409184,0.3556,-2.7777777777777777,1,3,0.2842693840762656,FALSE,0,0.003556,0.002842693840762656,-0.031257917022385985,0.007778169952837427,0.039036086975223414,0.007778169952837427,0,6.938893903907228e-18,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.59368042872717,5.746448473476217e-5,8.822667319891651e-4
118,117,0.662156369434603,31778.382058562,0.585575173906112,0.12273741019416,4.99282750642604e-4,0.00192607673206088,0.00266556819777641,0.0139454239712526,1.46294212025024,12.2136468287713,0.128503592020771,30.0469617086195,0.012758947730882,0.00596744002927271,2.40224501317558e-5,8.52136210534645e-6,2.13034052633661e-6,1.65967123405115e-5,0.079153404108848,3.18638929530266e-4,2.30240977743129e-4,5.96836806990713e-5,0.0016670198007886,2019-11-09,1,OCSP.2,1,1,100,75.18614762,75.76446556892698,0.6939815387123758,0.6939825387123758,1,-0.10178437508384941,-0.10178437508384941,5.543296,0,-2.2222222222222223,1,3,0.28675923855300933,FALSE,0,0,0.0028675923855300935,-0.0809668641858368,0.006939825387123758,0.08790668957296056,0.006939825387123758,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.5921621331447,5.1270865103950365e-5,0.0022755833887610666
119,118,0.515323486436737,31778.4511017178,0.577660676241148,0.13176095821452,4.30497192111221e-4,0.00165561284771408,0.00207447962508604,0.0128851129464395,1.46398925310092,12.2138290446845,0.12881427512594,30.043981314439,0.012558485438648,0.00509221342730155,2.04991491355662e-5,7.27155938206091e-6,1.81788984551523e-6,1.41625221225247e-5,0.0865765386202866,3.48521404720232e-4,2.78150003683089e-4,7.23253602052108e-5,0.00216475380609521,2019-11-10,1,OCSP.2,1,1,100,75.18614762,75.6796452563571,0.5921971636285264,0.5921981636285264,5.611111111111111,-0.055204587866495625,-0.055204587866495625,6.169152,0.025400000000000002,3.888888888888889,5.611111111111111,3,0.39881178075296286,FALSE,0,2.5400000000000005e-4,0.0039881178075296285,-0.09805025727631979,0.005921981636285264,0.10397223891260506,0.005921981636285264,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.58963970985603,4.375112048566704e-5,0.002863750574703742
120,119,0.394722147740602,31778.5113021925,0.569832064064532,0.140675322711972,3.70307366374134e-4,0.0014197538297117,0.00158898842107908,0.0119216353989639,1.46504166160787,12.2140180030081,0.1291486017773,30.0407115187393,0.0126367175878991,0.00461751852632281,1.85882234235988e-5,6.59370637960779e-6,1.64842659490195e-6,1.28422952442645e-5,0.0464073422477706,1.86816802418753e-4,1.6691995181966e-4,4.35369051028989e-5,0.0014016224254952,2019-11-11,1,OCSP.2,1,1,100,75.18614762,75.63364143313503,0.5369925757620307,0.5369935757620308,1.1666666666666667,-0.13585799087541656,-0.1358579908754166,3.978656,0.8382000000000001,-1.6666666666666665,1.1666666666666667,3,0.3427691030755267,FALSE,0,0.008382,0.0034276910307552673,-0.060158896835740355,0.005369935757620308,0.06552883259336066,0.005369935757620308,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.5873645745131,3.967265164237304e-5,0.0017988960848365119
121,120,0.268708927114975,31778.5652622035,0.563259336084714,0.148150725528905,2.90134982975714e-4,0.00110949707859443,0.00108171121450948,0.0101230282057049,1.46593842281742,12.2141844175259,0.129453924102617,30.0377440319607,0.0127916772365637,0.00344929867326024,1.38854525494116e-5,4.92551627836366e-6,1.23137906959091e-6,9.59322885119724e-6,0.101223748262201,4.07485024206349e-4,4.17952072478916e-4,1.09295030850335e-4,0.00381338599259486,2019-11-12,1,OCSP.2,1,1,100,75.18614762,75.52042644073885,0.4011345848866142,0.40113558488661416,1,-0.09803161318178577,-0.09803161318178577,5.275072000000001,1.2192,-6.666666666666666,1,3,0.07177197371256423,TRUE,0,0.012192000000000001,7.177197371256423e-4,-0.14733227113829098,0.004011355848866142,0.15134362698715711,0.004011355848866142,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.584126906738604,2.963557674856341e-5,0.004748118120130459
122,121,0.155162833338655,31778.6092910065,0.556813630790523,0.155473561108625,2.02007850853316e-4,7.70522735352457e-4,6.24621514065566e-4,0.00781226390596643,1.46682988430859,12.2143538689222,0.129772546557515,30.0348797401986,0.0128240895254974,0.00260634143527392,1.049205469147e-5,3.72179343758639e-6,9.30448359396597e-7,7.24878655674888e-6,0.0486954052465177,1.9602759951367e-4,2.41816394057144e-4,6.33969743180095e-5,0.00245175567246493,2019-11-13,1,OCSP.2,1,1,100,75.18614762,75.43873342975402,0.3031029717048284,0.3031039717048284,1,-0.09819302362511168,-0.09819302362511165,3.486912,0,-8.88888888888889,1,3,0.33560390172615173,TRUE,0,0,0.003356039017261517,-0.09467557416452425,0.0030310397170482837,0.09770661388157253,0.0030310397170482837,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.58035673741779,2.2393083045201867e-5,0.0029529966403537534
123,122,0.0799125903504661,31778.6434425037,0.5504563168447,0.162687922429313,1.3505747501676e-4,5.13848940078408e-4,3.21695099938435e-4,0.0059466631294872,1.4677211147402,12.2145272427294,0.130105936782129,30.0320183267147,0.0128473122201694,0.00176199625622378,7.09306955576306e-6,2.51608865005679e-6,6.29022162514197e-7,4.9004841047675e-6,0.0375487928188592,1.511559393264e-4,2.41443898972323e-4,6.34599019478912e-5,0.00279417824942727,2019-11-14,1,OCSP.2,1,1,100,75.18614762,75.35690591006643,0.20490994807971674,0.20491094807971674,1,-0.08770260839865501,-0.08770260839865501,5.185664,0.025400000000000002,-3.888888888888889,1,3,0.24773122955524882,TRUE,0,2.5400000000000005e-4,0.002477312295552488,-0.09596971132955916,0.0020491094807971676,0.09801882081035633,0.0020491094807971676,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.57728143710513,1.5138664473101548e-5,0.003250237989673884
124,123,0.0285556369733053,31778.6673074185,0.543860683439647,0.170164060563197,7.32379236062954e-5,2.77906712267869e-4,1.14953206367681e-4,0.00385557805245098,1.46865869964683,12.2147136414285,0.130471603136166,30.0291174145332,0.012806598850491,0.0010078563809283,4.05721373521248e-6,1.439194885905e-6,3.59798721476249e-7,2.80306167347519e-6,0.0208474931091633,8.39234011787859e-5,2.02890178020218e-4,5.34685011277809e-5,0.00281482556160292,2019-11-15,1,OCSP.2,1,1,100,75.18614762,75.28382040306755,0.11720733968106173,0.11720833968106173,2.5,-0.08125356079042376,-0.08125356079042376,6.437376,0.050800000000000005,0,2.5,3,0.26461652629331034,TRUE,0,5.080000000000001e-4,0.0026461652629331035,-0.08556444313572191,0.0011720833968106173,0.08673652653253253,0.0011720833968106173,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.57411437749272,8.659269016068919e-6,0.003155107641929705
125,124,0.00380085685708148,31778.6788631721,0.537358450490876,0.177525459609872,2.06981796914318e-5,7.83348119017686e-5,1.53006806703192e-5,0.00149737140555281,1.4695962827234,12.2149042059557,0.130852749890463,30.0261493658631,0.0128792446227887,3.09170773730978e-4,1.24459390588194e-6,4.41488494635595e-7,1.10372123658899e-7,8.59869285746603e-7,0.00820772314717305,3.30409051504541e-5,1.69159343024901e-4,4.46964815949843e-5,0.0032334840293638,2019-11-16,1,OCSP.2,1,1,100,75.18614762,75.21610910240886,0.03595377889063798,0.03595477889063798,1,-0.03595377889063798,-0.03595377889063798,2.771648,0.025400000000000002,-7.777777777777778,1,3,0.3373834652389688,TRUE,0,2.5400000000000005e-4,0.003373834652389688,-0.07813372613803407,3.595477889063798e-4,0.07849327392694046,3.595477889063798e-4,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.570877464234016,2.656323809923037e-6,0.003480380759134139
126,125,1.87007405759799e-4,31778.6800559955,0.531268368916639,0.184412052879211,1.48845457383055e-6,5.62004601452739e-6,7.52814616836847e-7,1.07113078143318e-5,1.47048673320026,12.2150880499615,0.131225253400364,30.0233431493836,0.0133369472350586,0,0,0,0,0,0,0,0,0,0,2019-11-17,1,OCSP.2,1,1,100,75.18614762,75.15860640015602,0,1e-6,1,0,0,2.2799039999999997,0,-5.555555555555555,1,2,0.2031159904810272,TRUE,0,0,0,-0.03595377889063798,0,0,0,-0.03595377889063798,-0.03595377889063798,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.569179127599654,0,0
127,126,6.89028693649592e-5,31778.6801740997,0.525261770411272,0.191196273922462,5.48421013852486e-7,2.0650273118046e-6,2.77374508189206e-7,8.90782611714636e-8,1.47137696782345,12.2152742080981,0.131606284358324,30.0211777417897,0.0132829012768264,0,0,0,0,0,0,0,0,0,0,2019-11-18,1,OCSP.2,1,1,100,75.18614762,75.15185054516219,0,1e-6,1,0,0,2.2799039999999997,0.34290000000000004,-2.2222222222222223,1,3,0.2725387661319953,TRUE,0,0.003429,0,-0.003429,0,0,0,-0.003429,-0.003429,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.56917912758122,0,0
128,127,2.55310037953498e-5,31778.6802175604,0.519027877775355,0.198228624300673,2.02535719804276e-7,7.60443544819351e-7,1.0277728179656e-7,3.422996909544e-7,1.47231384561609,12.2154736132202,0.132020129594291,30.0189138023986,0.0131998273466484,0,0,0,0,0,0,0,0,0,0,2019-11-19,1,OCSP.2,1,1,100,75.18614762,75.17422199797505,0,1e-6,2.5,0.03656224267947437,0.03656224267947437,2.01168,0.6858000000000001,0,2.5,3,0.12038177521772611,TRUE,0,0.006858,0,-0.006858,0,0,0,-0.006858,-0.006858,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.56917912830809,0,0
129,128,0.030249017141138,31778.691097508,0.512473299793122,0.205613080540026,1.36217595767768e-5,5.4401804783157e-5,1.21770055877091e-4,9.20024924066477e-4,1.47331351656396,12.2156918597798,0.132482206732209,30.0161005165487,0.0127464197657787,0.0822886228991909,3.31260026126747e-4,1.1750619184015e-4,2.93765479600375e-5,2.28862057507958e-4,1.11782298280853e-4,4.4998938789378e-7,2.01036573879862e-7,5.0337886517659e-8,3.3998625478629e-6,2019-11-20,1,OCSP.2,1,1,100,75.18614762,75.21661615556623,0.03656224267947437,0.03656324267947437,2.9444444444444446,0.0592849851669996,0.0592849851669996,2.324608,0.254,0.5555555555555556,2.9444444444444446,3,0.14289204616367523,TRUE,0,0.00254,0.0014289204616367525,0.03545116314111112,3.656324267947437e-4,3.656324267947437e-4,0.03581679556790586,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.5695307182679,7.070048234348925e-4,4.101226396154201e-6
130,129,0.084534818774623,31778.7444710144,0.505922985046519,0.212982548697391,4.91870230063293e-5,1.96307015238808e-4,3.40302283466423e-4,0.00202149873234517,1.47432798096026,12.2159196843221,0.132974879142337,30.0130692335801,0.0126461139969777,0.133439187161585,5.37171082321187e-4,1.90547978240101e-4,4.76369945600252e-5,3.71122590827681e-4,3.12390193813327e-4,1.25755396212083e-6,7.25433465479627e-7,1.81765855451984e-7,7.47025178434849e-6,2019-11-21,1,OCSP.2,1,1,100,75.18614762,75.26602030987206,0.09584722784647397,0.09584822784647397,2.9444444444444446,0.040417156824673825,0.040417156824673825,1.922272,0.2286,0.5555555555555556,2.9444444444444446,3,0.037530290542630115,TRUE,0,0.002286,3.7530290542630115e-4,0.0573742880724259,9.584822784647396e-4,9.584822784647396e-4,0.05833277035089064,0,0,OCSP,2,6.125,0.027999999999999997,0.5441176470588236,0.2773542635658915,0.001,1.4192113250241647,9.383718100787632e-4,222.641331127841,87.606748122412,845.857585965251,435.438931442654,1675.10606060606,0.00122497718978101,0.0033715806451612897,0.00229827891747115,0.0014955155742568268,2.9650000000000176,82.03499999999998,15,0.15,0.9703499999999998,4.136546835350299,0.18547916017340912,0.20397912128676132,584.814814814814,149.511479805596,435.303335009218,1.37967071988874,0.763014012062876,0.616656707825864,2,100,75.18614762,1.1,-2.3,0.08767740999999774,0.157933333333333,0.408546,TRUE,TRUE,TRUE,234.874467092758,0.324222941632721,65.3143130076407,0.090160497035612,194.666666666666,294.666666666666,606.063089900364,Swamp Rd,SwRd,Sw,Sw2,df.hydroclimate.1m.OCSP.2x1p2.csv,C:/Users/Adrian.Wiegman/Documents/GitHub/wetlandP/model_versions/wetlandP_v2/wetlandP_v2.1/outputs/outputs_pars_lcbp_stream_0p5xC_power_OCSP.2_2023-08-23.csv,44.57045072079974,0.0011464786459489942,9.635005067400931e-6
