date,t,dt,site_plot,A,porosity,HRT,Zs,Zw,Hw,Vw,Tw,dHw,dVw,Uw,ip,Tair,Twater,amc,ET,NATw,Qg,Qip,QET,Qnet,QHRT,Qout,Qin,Q_net_check,Q_check
2020-02-16,216,1,OCSP.0,1,1,100,75.09847021,75.15531476712543,0.11368911425086026,0.11369011425086026,2.0555555555555554,-0.11368911425086026,-0.11368911425086026,6.25856,0,-0.5555555555555556,2.0555555555555554,3,0.28476309834983865,TRUE,0,0,0.0028476309834983863,-0.10568112144079311,0.0011369011425086026,0.10681802258330171,0.0011369011425086026,0,0
2020-02-17,217,1,OCSP.0,1,1,100,75.09847021,75.05639804929531,0,1e-6,1,0,0,3.308096,0.025400000000000002,-5.555555555555555,1,3,0.18111643437153002,TRUE,0,2.5400000000000005e-4,0,-0.11394311425086026,0,0,0,-0.11394311425086026,-0.11394311425086026
2020-02-18,218,1,OCSP.0,1,1,100,75.09847021,75.0693140523178,0,1e-6,1,0,0,4.604512000000001,0.2794,-3.888888888888889,1,3,0.2636990493307472,TRUE,0,0.0027939999999999996,0,-0.0027939999999999996,0,0,0,-0.0027939999999999996,-0.0027939999999999996
2020-02-19,219,1,OCSP.0,1,1,100,75.09847021,75.05316128730458,0,1e-6,1,0,0,6.0350399999999995,0.18626666666666666,-2.2222222222222223,1,3,0.4308733395388534,TRUE,0,0.0018626666666666666,0,-0.0018626666666666666,0,0,0,-0.0018626666666666666,-0.0018626666666666666
2020-02-20,220,1,OCSP.0,1,1,100,75.09847021,75.06954658231108,0,1e-6,1,0.008556561782313565,0.008556561782313565,2.7269439999999996,0.09313333333333333,-11.666666666666666,1,3,0.13690130887577606,TRUE,0,9.313333333333333e-4,0,-9.313333333333333e-4,0,0,0,-9.313333333333333e-4,-9.313333333333333e-4
2020-02-21,221,1,OCSP.0,1,1,100,75.09847021,75.10274849089116,0.008556561782313565,0.008557561782313565,1,-0.008556561782313565,-0.008556561782313565,4.112768,0,-11.11111111111111,1,2,0.2320322292622352,TRUE,0,0,0.0023203222926223522,0.010876884074935918,8.557561782313565e-5,8.557561782313565e-5,0.010962459692759054,0,0
2020-02-22,222,1,OCSP.0,1,1,100,75.09847021,75.0383867383649,0,1e-6,2.0555555555555554,0,0,3.531616,0,-0.5555555555555556,2.0555555555555554,2,0.5506308090343994,TRUE,0,0,0,-0.008556561782313565,0,0,0,-0.008556561782313565,-0.008556561782313565
2020-02-23,223,1,OCSP.0,1,1,100,75.09847021,75.07096884259293,0,1e-6,2.5,0,0,2.861056,0,0,2.5,2,0.3517958486889937,TRUE,0,0,0,0,0,0,0,0,0
2020-02-24,224,1,OCSP.0,1,1,100,75.09847021,75.05094124801138,0,1e-6,7.833333333333333,0,0,4.336288,0,6.666666666666666,7.833333333333333,2,0.43511384115846174,TRUE,0,0,0,0,0,0,0,0,0
2020-02-25,225,1,OCSP.0,1,1,100,75.09847021,75.03528051322647,0,1e-6,4.722222222222222,0.11812245776690133,0.11812245776690133,1.922272,0.10160000000000001,2.7777777777777777,4.722222222222222,2,0.3322194002062439,TRUE,0,0.0010160000000000002,0,-0.0010160000000000002,0,0,0,-0.0010160000000000002,-0.0010160000000000002
